question	answers	context
"David Gale is a professor who is a prisoner on death row in Texas. With only a few days until his execution, his lawyer negotiates a half million-dollar fee to tell his story to Bitsey Bloom, a journalist from a major news magazine. She is known for her ability to keep secrets and protect her sources. He tells her the story of how he ended up on death row, revealed to the audience through a series of lengthy flashbacks. Gale is head of the philosophy department at the University of Texas and an active member of DeathWatch, an advocacy group campaigning against capital punishment. At a graduation party, he encounters Berlin, an attractive graduate student who had been expelled from the school. while Gale is drunk at a party, she seduces him and gets him to have rough sex with her. She then falsely accuses Gale of rape. The next day, he loses a televised debate with the Governor of Texas when he is unable to point to an example of a demonstrably innocent man being executed during that governor's term. After losing the debate, Gale is arrested and charged with rape. While the rape charge against Gale is later dropped, the damage had already been done, and his family, marriage, university career and reputation are all destroyed. Constance Harraway, a fellow DeathWatch activist, is a close friend of Gale who consoles him after his life falls apart, and the pair have sex. However, the next day, Harraway is discovered raped and murdered, suffocated by a plastic bag taped over her head. An autopsy reveals that she had been forced to swallow the key to the handcuffs used to restrain her, a psychological torture technique used under the communist regime of Nicolae CeauĹescu, which Gale and Harraway had both protested against. The physical evidence at the crime scene points to Gale, who is convicted of her rape and murder and is sentenced to death. In the present, Bloom investigates the case in between her visits with Gale. She comes to believe that the apparent evidence against Gale does not add up. She is tailed several times in her car by a person who turns out to be Dusty Wright, the alleged one-time lover and colleague of Harraway, who she suspects was the real killer. Wright slips evidence to Bloom that suggests Gale has been ""framed"", implying that the actual murderer videotaped the crime. Bloom pursues this lead until she finds a tape revealing that Harraway, who was suffering from terminal leukemia, had committed an elaborate suicide made to look like murder. She and Wright are both seen on the videotape, showing that they framed Gale as part of a plan to discredit the death penalty (by showing that an innocent person can be executed). Bloom does not find this evidence until the day of Gale's scheduled execution. She tries to give the tape to the authorities in time to stop the execution. She arrives at the prison just as the warden announces that it has already been carried out. The tape is then released, causing a media and political uproar over the execution of an innocent man. Later, Wright receives the fee that Bloom's magazine agreed to pay for the interview, and delivers it to Gale's ex-wife in Spain, along with a postcard from Berlin in San Francisco apologizing for the false rape accusation. His ex-wife looks distraught, knowing Gale told the truth and that she effectively stole their child away from him. Much later still, a videotape labelled ""Off the Record"" is delivered to Bloom. This tape picks up at the point where Wright confirmed that Harraway was dead, then continues on to show him stepping aside to allow Gale, also present and party to the suicide, to caress her body. It was in doing this that Gale left his fingerprints on Harraway's plastic suffocation bag, showing he knowingly sacrificed himself to prove that innocent prisoners can be executed."	['He is a prisoner on death row in Texas.', 'In prison on death row.']	Where is David Gale at the beginning of the story?
"Koreeda's After Life is set in a waystation where the souls of the recently deceased are processed before entering heaven. ""Heaven,"" for the film, is a single happy memory from one's life, re-experienced for eternity. The movie is set in a building resembling a decrepit government social services institution. Every Monday, a new group of recently deceased people check in, and the ""social workers"" in the lodge explain to each guest their situation. The newly-dead have until Wednesday to identify the single happiest memory. For the rest of the week, the workers at the institution work to design and replicate each person's chosen memory, thereby replicating the single happiest moment of that person's life. This moment is staged and filmed. At the end of the week, the recently deceased watch the films of their recreated happiest memories in a screening room. As soon as each person sees his or her own memory, he or she vanishes to whatever unknown state of existence lies beyond and takes only that single memory with them. The story pays most attention to two of the ""counselors,"" Takashi (Arata) and Shiori (Oda). Takashi has been assigned to help an old man, Ichiro (played by Naito Taketoshi), select his memory. Takashi reviews videotape of Ichiro's life and learns that Ichiro had married Takashi's former fiancĂŠe after Takashi had been killed during World War II. Takashi has Ichiro assigned to another counselor, but is still troubled by his memories, causing both him and his quasi-romantic interest Shiori to re-examine their (after-) lives."	"[""A single happy memory from a person's life"", 'A single happy memory, replayed for eternity.']"	What is heaven?
"Knot I, Excelsior. Two knights discuss the distance they will have travelled that day, uphill and downhill at different speeds. The older knight obscurely explains the mathematical problem. Carroll's Solution: As with most of the Knots, the solution includes: a simplified restatement of the problem, a method to arrive at the solution, the solution, a discussion of readers' solutions, then readers' grades. In his discussion, Carroll relates that one reader accuses the senior knight of untruthfulness (this is rebutted by Carroll, using the knight's tone). Another reader answers the problem by extending the story (this is quoted). The poem of two readers answering the problem is also quoted. Knot II, Eligible Apartments. Professor Balbus, named after a hero with ""anecdotes whose vagueness in detail was more than compensated by their sensational brilliance"", is given a problem by students. The number of guests for a party is described in puzzling terms. He in turn creates a mathematical problem for them: two answers are required of readers. Solution: The mathematical problem is solved with the aid of a diagram. Those employing ""guesswork"" are given partial credit. One reader suggests the genealogical problem can be solved by ""intermarriages"", to which Carroll replies, ""Wind of the western sea, you have had a very narrow escape! Be thankful to appear in the Class-list at all!"" Knot III, Mad Mathesis. Overbearing aunt Mad Mathesis bets her niece that she can select a train from London that will pass more trains than her niece's does. The niece loses, but thinks she has found a solution to win, a second time. Knot IV, The Dead Reckoning. The two knights of Knot I, in a modern guise, are party to a dispute about the weight of passengers' bags lost overboard from a ship. Knot V, Oughts and Crosses. The aunt and niece from Knot III are in an art museum. Trading snipes as before, the aunt evades her niece's logical problem: The niece's preceptress had told her girls, ""The more noise you make the less jam you will have, and vice versa."" The niece wants to know if this means that if they are silent, they will have infinite jam. Instead, her aunt responds with her own logical problem. Knot VI, Her Radiancy. Two travellers appear in Kgovjni, a land referenced in earlier Knots. The ruler places them in ""the best dungeon, and abundantly fed on the best bread and water"" until they resolve a logical problem. Solution: Two problems are posed, the first of which is resolved by word-play. Much later, after the solutions to Knot VII, Carroll returns to Knot VI, to describe the second problem in detail, and to rebut criticisms of readers (who were identified by name) that they were duped. Knot VII, Petty Cash. The aunt and niece encounter ""by a remarkable coincidence"" others who are travelling not only on the same train, but at the same station, on the same day, at the same hour. Lunch bills are muddled due to the aunt's reluctance in writing down numbers that could ""easily"" be memorised. Solution: Carroll gives a solution which ""universally"" produces an answer, then gives detailed critiques of several other approaches that only ""accidentally"" give a solution. Knot VIII, De Omnibus Rebus. The travellers of Knot VI are leaving Kgovjni with relief, when a mathematical problem occurs to one of them. Knot IX, A Serpent with Corners. The characters of Knot II, and Balbus and his two students, return to give three problems loosely connected by a narrative. Knot X, Chelsea Buns. Mad Mathesis and her niece return, as well as Balbus and his two students. Solution note: The puzzle called The Change of Day is never answered, as Carroll is ""waiting for statistics"" and is himself ""so entirely puzzled by it."""	['The Change of Day']	What puzzle is never answered?
The story is set in the early years of the 19th century. The hero and heroine, brother and sister, are children of Sir Roland Lorraine, representative of a very ancient family. Hilary, while studying for the bar in London, falls in love with the daughter of a Kentish farmer, the sister of his fellow-pupil. He confesses his folly to his father, who at once buys for him a commission in a regiment of foot on service in Spain. The young man distinguishes himself at Badajos, and is on the high road to fame, when he falls under the spell of a Spanish countess, and forgets for a time his promise to the Kentish girl. Through the countess's treachery he loses ÂŁ50,000, military funds, with which he is entrusted, and leaves the army. Meantime his sister has been fighting a severe battle at homeâdefending herself against a plot to make her the wife of a drunken fellow named Chapman. Hilary comes home; Mabel, the Kentish girl, is sent for, and matters are serene with all but Alice on the day appointed for her wedding. When the hour for the ceremony approaches, she walks out and throws herself into the river, is carried a mile, rescued and resuscitated.	['She was the sister of a fellow student.', 'She was the sister of a classmate.']	How did Hilary come to know Mabel?
The story is narrated by Sir George Vernon's 35-year-old cousin, Malcolm Franรงois de Lorraine Vernon. Raised in France, he became enamored of Mary, Queen of Scots, when she was a youth there, and followed her to Scotland. Historically speaking, Mary was captured, imprisoned, and forced to abdicate the Scottish throne in July 1567, but in the novel, Malcolm receives word of Mary's capture in the Fall. He immediately flees to England, and heads to Haddon Hall to take refuge with Sir George. On the way, he meets and becomes friends with John Manners, son of Sir George's hated enemy Thomas Manners (Lord Rutland). Years earlier, Sir George had suggested that Malcolm marry George's daughter Dorothy as a way to keep the Vernon properties held by Vernons. Dorothy at the time had been an awkward adolescent; she now is a mature, strong-willed, red-headed beauty. On his way to Haddon Hall, Malcolm (still in the company of John Manners) encounters Dorothy, her aunt, and her friend Madge, all of whom live at Haddon Hall. Catching glimpses of each other, John Manners and Dorothy instantly begin to be attracted to each other. Malcolm, by contrast, sees his cousin as too beautiful and strong-willed to make a good wife. As the book progresses, Dorothy and John develop a secret romance, aided by Malcolm and hidden from her father, who first presses her to marry Malcolm, and then the son of the Earl of Derby. Various dramatic elements include a chapter in which Dorothy is imprisoned in her bedroom, but manages to disguise herself as Malcolm to escape and meet John; John fails to recognize her, thinking her a male stranger, and makes some embarrassing remarks about his previous love affairs, and then when he realizes she is a woman, fails to recognize her as Dorothy, but attempts to kiss her, causing her to reveal herself. Later, John disguises himself and takes a job as a household servant at Haddon Hall to be able to spend time with Dorothy; she fails to recognize him for days until he reveals himself. This ruse ends when Dorothy quarrels with her father, who attempts to strike her. John jumps in the way and is struck unconscious, and a distraught Dorothy reveals that this is the lover her father suspected her of having. Her father orders him imprisoned in the dungeon, to be hanged the next day if the blow to his head does not kill him, but Malcolm, aided by Dorothy's Aunt (also named Dorothy), arrange for his escape. Subsequently, Queen Mary escapes from Scotland and takes secret refuge at Lord Rutland's estate. Queen Elizabeth arrives to visit Haddon Hall. Sir George brings the Stanlys (the Earl of Derby and his oafish son) to ratify the marriage contract before the Queen, but Dorothy publicly humiliates the Stanlys, ruining the arrangements and amusing the Queen. Meanwhile, her father has already begun to nurse a hope she might marry the Queen's favorite, Robert Dudley, 1st Earl of Leicester. Unable to see John for an extended period of time, and knowing that the seductive Queen Mary is staying at his home, Dorothy becomes crazed with jealousy and tells Queen Elizabeth of Queen Mary's location. Elizabeth rouses a troop of soldiers to arrest Mary. Remorse-stricken, Dorothy attempts to arrive at Lord Rutland's before the troops, but fails, and John, his father, and Queen Mary are all arrested, and Dorothy's father finds out John's identity. Malcolm shares a carriage with Queen Mary and a sleeping, exhausted, Dorothy for the return to Haddon Hall, and during the trip Mary manages to regain his allegiance and romantic interest (despite his being engaged to Madge) and he promises to help her escape to France. Mary also attempts to gain the allegiance of the Earl of Leicester, but he betrays her to Elizabeth, resulting in Malcolm's arrest. Queen Elizabeth tells Dorothy she will free John and Lord Rutland if Dorothy can prove that they planned only to get Mary out of Scotland, and had no part in any conspiracy to place Mary on the throne of England. By speaking with him in the dungeon, which is equipped with a speaking tube for eavesdropping, Dorothy exonerates John and his father, and they are set free. Elizabeth decides Malcolm may go free as well, provided he leaves England and returns to France. Sir George, furious at Malcolm's part in aiding Dorothy and John's romance, tells him to leave Haddon Hall, so Malcolm gathers his belongings and apologizes to Madge and prepares to head to Lord Rutland's estate, where he will await the passport allowing him to leave England. As he leaves, Madge joins him, forgiving him, and they plan that she will accompany him to France as his wife. In the final chapter of the novel, during a party in Queen Elizabeth's honor, Dorothy tricks her father into letting her steal away for a few crucial minutes, supposedly to court the Earl of Leicester's affections. Instead, she is met by John, who literally carries her off despite her last-minute uncertainty, and they elope to his father's hall where they bid farewell to Malcolm and Madge, who move to France and don't see them again (as of the close of the novel, forty years later).	"[""At Lord Rutland's (Thomas Manners) estate."", 'France']"	Where does Queen Mary take refuge after she escapes from Scotland?
"Although the character appeared previously in Barrie's book The Little White Bird, the play and its novelisation contain the story of Peter Pan mythos that is best known. The two versions differ in some details of the story, but have much in common. In both versions Peter makes night-time calls on the Darlings' house in Bloomsbury, listening in on Mrs. Mary Darling's bedtime stories by the open window. One night Peter is spotted and, while trying to escape, he loses his shadow. On returning to claim it, Peter wakes Mary's daughter, Wendy Darling. Wendy succeeds in re-attaching his shadow to him, and Peter learns that she knows lots of bedtime stories. He invites her to Neverland to be a mother to his gang, the Lost Boys, children who were lost in Kensington Gardens. Wendy agrees, and her brothers John and Michael go along. Their magical flight to Neverland is followed by many adventures. The children are blown out of the air by a cannon and Wendy is nearly killed by the Lost Boy Tootles. Peter and the Lost Boys build a little house for Wendy to live in while she recuperates (a structure that, to this day, is called a Wendy House.) Soon John and Michael adopt the ways of the Lost Boys. Peter welcomes Wendy to his underground home, and she immediately assumes the role of mother figure. Peter takes the Darlings on several adventures, the first truly dangerous one occurring at Mermaids' Lagoon. At Mermaids' Lagoon, Peter and the Lost Boys save the princess Tiger Lily and become involved in a battle with the pirates, including the evil Captain Hook. Peter is wounded when Hook claws him. He believes he will die, stranded on a rock when the tide is rising, but he views death as ""an awfully big adventure"". Luckily, a bird allows him to use her nest as a boat, and Peter sails home. In gratitude for saving Tiger Lily, her tribe guard his home from the next imminent pirate attack. Meanwhile, Wendy begins to fall in love with Peter, at least as a child, and asks Peter what kind of feelings he has for her. Peter says that he is like her faithful son. One day while telling stories to the Lost Boys and her brothers, John and Michael, Wendy recalls her parents and then decides to take them back and return to England. Unfortunately, and unbeknownst to Peter, Wendy and the boys are captured by Captain Hook, who also tries to poison Peter's medicine while the boy is asleep. When Peter awakes, he learns from the fairy Tinker Bell that Wendy has been kidnapped â in an effort to please Wendy, he goes to drink his medicine. Tink does not have time to warn him of the poison, and instead drinks it herself, causing her near death. Tink tells him she could be saved if children believed in fairies. In one of the play's most famous moments, Peter turns to the audience watching the play and begs those who believe in fairies to clap their hands. At this there is usually an explosion of handclapping from the audience, and Tinker Bell is saved. Peter heads to the ship. On the way, he encounters the ticking crocodile; Peter decides to copy the tick, so any animals will recognise it and leave him unharmed. He does not realise that he is still ticking as he boards the ship, where Hook cowers, mistaking him for the crocodile. While the pirates are searching for the croc, Peter sneaks into the cabin to steal the keys and frees the Lost Boys. When the pirates investigate a noise in the cabin, Peter defeats them. When he finally reveals himself, he and Hook fall to the climactic battle, which Peter easily wins. He kicks Hook into the jaws of the waiting crocodile, and Hook dies with the satisfaction that Peter had literally kicked him off the ship, which Hook considers ""bad form"". Then Peter takes control of the ship, and sails the seas back to London. In the end, Wendy decides that her place is at home, much to the joy of her heartsick mother. Wendy then brings all the boys but Peter back to London. Before Wendy and her brothers arrive at their house, Peter flies ahead, to try and bar the window so Wendy will think her mother has forgotten her. But when he learns of Mrs Darling's distress, he bitterly leaves the window open and flies away. Peter returns briefly, and he meets Mrs. Darling, who has agreed to adopt the Lost Boys. She offers to adopt Peter as well, but Peter refuses, afraid they will ""catch him and make him a man."" It is hinted that Mary Darling knew Peter when she was a girl, because she is left slightly changed when Peter leaves. Peter promises to return for Wendy every spring. The end of the play finds Wendy looking out through the window and saying into space, ""You won't forget to come for me, Peter? Please, please don't forget."""	['His shadow.', 'his shadow']	What did Peter lose?
In 2001, Gordon Gekko (Michael Douglas) is released from prison after serving eight years for insider trading and securities fraud. Seven years later, Gekko is promoting his new book Is Greed Good?, warning about the coming economic downturn. His estranged daughter, Winnie (Carey Mulligan), runs a small, non-profit news website and is dating Jacob Moore (Shia LaBeouf), a top proprietary trader at Keller Zabel Investments (KZI). Jacob is a protĂŠgĂŠ of managing director Louis Zabel (Frank Langella), and is trying to raise money for a fusion research project which would create massive amounts of clean energy for the world. Jake is also financially assisting his mother (Susan Sarandon), who has begun a new career selling real estate. When the recession of 2008 hits, Keller Zabel's stock loses more than 50% of its value. Louis Zabel tries to arrange a bailout for KZI from other Wall Street banks but is blocked by Bretton James (Josh Brolin), head of rival firm Churchill Schwartz, which Louis Zabel had refused to bail out eight years earlier. Zabel kills himself by jumping in front of a subway train because he cannot handle the stress and embarrassment of losing his company. A distraught Jacob proposes marriage to Winnie, who accepts, then attends a lecture given by Gordon Gekko and introduces himself afterward. Gekko tells him that Keller Zabel's collapse started when rumors of the company having toxic debt started to spread. Jacob and Gekko arrange a trade: Jacob will try to reconcile Winnie's and Gekko's relationship, and Gekko will gather information to destroy Bretton's career to seek revenge for Zabel's suicide. Jake, aided by Gekko, learns that Bretton James profited from the Keller Zabel collapse. In revenge, Jake spreads rumors about the nationalization of an Equatorial Guinea oil field owned by Churchill Schwartz. The company loses $120 million, but Bretton offers Jake a job, impressed by his initiative. In his new position, Jake convinces Chinese investors to fund the fusion research by Dr. Masters (Austin Pendleton) he has been supporting. Bretton is impressed even more. Jake attends a fundraiser with Winnie and pays for a seat at a table for Gekko priced at $10,000. Gekko confronts Bretton about what he did to him and also to Zabel. Bretton mocks him that no one cares what Gekko knows or thinks anymore. Gekko also bumps into Bud Fox (Charlie Sheen), and they discuss their shared experience going to jail. Gekko then follows Winnie outside, where she explains why she blames him for everything that went wrong, particularly her brother Rudy's suicide. Gekko claims he paid for the best therapists and even paid off a drug dealer to stop selling to Rudy, who died from an overdose. Winnie forgives him somewhat. As the economy starts to crumble, Bretton and business mentor Julius Steinhardt (Eli Wallach) advise federal regulators what drastic actions must be taken. Jake's mother continues to come to him for large sums of money. Winnie then announces to Jake she is pregnant with a boy. After riding motorcycles together, Bretton reveals to Jake that the Chinese investment is going into solar panels and fossil fuels instead of fusion research, leaving Jake furious and feeling betrayed. Gekko proposes a solution, using a $100 million trust fund account in Switzerland, which Gekko set up for Winnie in the 1980s, to fund the research and save the company. She signs the money over to Jake, who then entrusts it to Gekko to legitimize the funds for investment in the fusion research company. However, the money never arrives, and Gekko betrays his daughter and Jake by leaving the country with Winnie's $100 million. Jake realizes that Gekko has been using him to get the money in the account for his own gain. Winnie then tells Jake to leave, no longer trusting him. Gekko is now in London, running a hugely successful hedgefund-like financial company, capitalized by the $100 million. Jake travels there to propose one last trade: Winnie gets her money back, and Gekko can participate in his grandson's life. Gekko, however, refuses. Jake pieces together everything from Keller Zabel's collapse to the economic bailout of Bretton's company and gives the information to Winnie, telling her that revealing it will bring her website publicity and credibility. Winnie runs the story, and Bretton James is exposed. The investors, including Steinhardt, promptly abandon Bretton and go to Gekko on the back of his $1.1 billion return as Bretton finds himself under intense legal scrutiny by the government. Jake has successfully reunited with Winnie in New York, when late one night Gekko appears and tells them that he deposited $100 million into the fusion research's account anonymously. He apologizes to them. One year later, Gekko is seen at his grandson Louis's first birthday party, along with Jacob's mother and Jacob and Winnie's friends.	"[""Zabel wouldn't bail them out 8 years before."", 'Louis Zabel had previously refused to bailout Churchill Schwartz at their time of need.']"	Why is Louis Zabel's bailout of his company blocked by the rival firm Churchill Schwartz?
"Place: A 19th-century Sicilian village Time: Easter morning Before the action takes place, the young villager Turiddu had returned from military service to find that his fiancée Lola had married the carter Alfio while Turiddu was away. In revenge, Turiddu had seduced Santuzza, a young woman in the village. As the opera begins, Lola, overcome by her jealousy of Santuzza, has begun an adulterous affair with Turiddu. The main square of the village Offstage, Turiddu is heard singing The Siciliana – ""O Lola, lovely as the spring’s bright blooms"" (O Lola c'hai di latti la cammisa). To one side is the church; to the other is Lucia's wine shop and the house where she lives with her son, Turiddu. The villagers move about the square, singing of the beautiful spring day (Gli aranci olezzano sui verdi margini – ""The air is sweet with orange blossoms"") and a hymn to the Blessed Virgin Mary. Some villagers enter the church, and others wander off still singing. Santuzza, having slept with Turiddu and suspecting that he has betrayed her for Lola, is distraught and approaches Lucia as she comes out of her house. Santuzza asks for Turiddu, but Lucia replies that he has gone to another town to fetch some wine. Santuzza tells her that he was seen during the night in the village. Lucia asks her inside to talk, but just at that moment Alfio arrives on his wagon, accompanied by the villagers. He praises the joys of a teamster's life and the beauty of his bride. Alfio asks Lucia for some of her fine old wine. She tells him it has run out and Turiddu has gone away to buy more. Alfio replies that he had seen Turiddu early that morning near his cottage. Lucia starts to express surprise, but Santuzza stops her. Alfio leaves. The choir inside the church is heard singing the Regina Coeli. Outside, the villagers sing an Easter Hymn, joined by Santuzza. The villagers enter the church, while Santuzza and Lucia remain outside. Lucia asks Santuzza why she signalled her to remain silent when Alfio said that he had seen Turiddu that morning. Santuzza exclaims, Voi lo sapete – ""Now you shall know""), and tells Lucia the story of her seduction by Turiddu and his affair with Lola. Lucia pities Santuzza, whom the villagers are considering excommunicating for her seduction. Santuzza cannot enter the church, but begs Lucia to go inside and pray for her. Turiddu arrives. Santuzza upbraids him for pretending to have gone away, when he was actually seeing Lola. Lola enters the square singing. She mocks Santuzza and goes inside the church. Turiddu turns to follow Lola, but Santuzza begs him to stay. Turiddu pushes her away. She clings to him. He loosens her hands, throws her to the ground, and enters the church. Alfio arrives looking for Lola. Santuzza tells him that his wife has betrayed him with Turiddu. Alfio swears to take vendetta (revenge) which causes Santuzza to repent for having disclosed the affair and begs Alfio to stop to no avail. The square is empty as the orchestra plays the famous Intermezzo. The villagers come out of the church. Turiddu is in high spirits because he is with Lola and Santuzza appears to have gone. He invites his friends to his mother’s wine shop where he sings a drinking song, Viva, il vino spumeggiante – ""Hail to the bubbling wine!"". Alfio joins them. Turiddu offers him wine, but he refuses it. All understand that trouble is in the air. The women leave, taking Lola with them. In a brief exchange of words, Alfio challenges Turiddu to a duel. Following Sicilian custom, the two men embrace, and Turiddu, in a token of acceptance, bites Alfio’s ear, drawing blood which signifies a fight to the death. Alfio leaves and Turiddu calls Lucia back. He tells her that he is going outside to get some air and asks that she be a kindly mother to Santuzza if he should not return: Un bacio, mamma! Un altro bacio!—Addio! – ""One kiss, mother! One more kiss! – Farewell!"". Turiddu rushes out. Lucia, weeping, wanders aimlessly around outside her house. Santuzza approaches and throws her arms around her. The villagers start to crowd around. Voices are heard in the distance and a woman cries, ""They have murdered Turiddu!"" Santuzza faints and Lucia collapses in the arms of the women villagers."	['Alfio']	Who did Lola marry while Turridu served in the military?
Fred Neville, a lieutenant of cavalry and heir to the earldom of Scroope, woos and then seduces the beautiful Kate O’Hara. Kate lives with her mother in genteel poverty in an isolated cottage near the cliffs of Moher in western Ireland. News of the romantic entanglement quickly reaches Scroope Manor, and Fred is summoned back to Dorsetshire where the earl extracts a firm undertaking that Fred will not marry Kate O’Hara under any circumstances, despite any promises he has made to the girl. Once back in Ireland, Fred is confronted at his barracks by Mrs. O’Hara, demanding to know when he intends to marry her daughter, who is carrying his baby. He is shamed into agreeing to visit Kate, but that evening word arrives that the old Earl has died, and that Fred is now the Earl of Scroope. Fred realizes that marriage to Kate O’Hara is out of the question as her background would make her quite unacceptable in society. He resolves to confront Mrs. O’Hara and her unfortunate daughter. The climax of the novel takes place between the young earl and Mrs. O’Hara on the cliffs above the cottage. Whilst acknowledging the promises he made to Kate, Fred steadfastly refuses to make her Countess of Scroope. A frenzied Mrs. O’Hara attacks the lord, driving him backwards over the cliff edge to his death. Realizing she has killed the man her daughter loves, she instantly falls insane. Fred Neville’s brother, Jack, inherits the earldom and pays for Mrs. O’Hara’s incarceration in an English mental asylum where she endlessly repeats the words “An eye for an eye, and a tooth for a tooth. Is it not the law?”	['Scroope.', 'Scroop']	Of what earldom is the lieutenant heir to?
Robin of Locksley was an English nobleman who joined Richard the Lionheart, King of England in the Third Crusade. Locksley is imprisoned in Jerusalem along with his comrade, Peter Dubois. Facing the amputation of his hand by the Ayyubid prison guards, Robin escapes with Peter, saving the life of a Moor named Azeem in the process. Robin, Peter, and Azeem escape through a sewer and climb up into an alley, but Peter is shot and mortally wounded by an archer. Before making his last stand against the approaching guards, he makes Robin swear to protect his sister, Marian. Robin returns to England with Azeem, who has vowed to accompany him until Azeem's life-debt to Robin is repaid. In England, with King Richard still away (in France), the cruel Sheriff of Nottingham rules over the land, aided by his cousin, Guy of Gisbourne, the witch Mortianna, and the corrupt Bishop of Hereford (Harold Innocent). At Locksley Castle, Robin's father, who is still loyal to King Richard, is killed by the Sheriff's men after refusing to join them. Robin returns to England to find his father dead, his home in ruins, and the Sheriff and his men oppressing the people. After telling Marian of Peter's demise, and while fleeing the Sheriff's forces afterwards, Robin and Azeem encounter a band of outlaws hiding in Sherwood Forest, led by Little John. Among the band is Will Scarlet, who holds a belligerent grudge against Robin. Robin ultimately assumes command of the group, encourages his men to fight against Nottingham, and trains them to defend themselves. They rob soldiers and convoys that pass through the forest, then distribute the stolen wealth among the poor. One of their early targets is Friar Tuck, who subsequently joins these Merry Men. Marian also begins to sympathize with the band and renders Robin any aid she can muster. Robinâs successes infuriate the Sheriff, who increases the mistreatment of the people, resulting in greater local support for Robin Hood. The Sheriff kills Gisbourne for his failure to prevent the looting of several convoys, and hires Celtic warriors from Scotland to assist his forces in assaulting the hideout. The Sheriff manages to locate the outlaws' hideout and launches an attack, destroying the forest refuge and capturing most of the outlaws. He confines Marian when she tries to summon help from France. In order to consolidate his claim to the throne, the Sheriff proposes to Marian (who is Richard's cousin), claiming that if she accepts he will spare the lives of the captured outlaws. Nevertheless, several of the rebels are due to be executed by hanging as part of the wedding celebration. Among the captured is Will Scarlet, who makes a deal with the Sheriff to find and kill Robin in order to be set free. Will meets back with Robin and a handful of his most trusted aides who survived the assault by the Celts. Instead of attacking Robin, Will informs him of the Sheriff's plans to marry Marian and execute Robin's men. Will continues to display anger against Robin, which motivates Robin to question why Will hates him so much. Will then reveals himself to be Robin's younger illegitimate half-brother; Will's mother was a peasant woman with whom Robin's father took comfort after Robin's mother had died. Robin's anger toward his father caused him to separate from her and leave Will fatherless. Despite his anger, Robin is overjoyed to learn that he has a brother, and reconciles with Will. On the day of the wedding and hangings, Robin and his men infiltrate Nottingham Castle, freeing the prisoners. Although Robin's band originally planned to free their friends and retreat, Azeem reveals himself and his willingness to fight the Sheriff, inciting the peasants to revolt. After a fierce fight, Robin kills the Sheriff but is attacked by Mortianna, who charges with a spear. Azeem slays Mortianna, fulfilling his vow to repay his life debt. Tuck also kills the Bishop, burdening him with treasure and throwing him out a window. Robin and Marian profess their love for each other and marry in the forest. Their wedding is briefly interrupted by the return of King Richard, who blesses the marriage and thanks Robin for his deeds.	"[""Harold Innocent is the Bishop's name."", 'Harold Innocent']"	What is The Bishop of Hereford's name?
