question	answers	context
Polly Milton, a 14-year-old country girl, visits her friend Fanny Shaw and her wealthy family in the city for the first time. Poor Polly is overwhelmed by the splendor at the Shaws' and their urbanized, fashionable lifestyles, expensive clothes and other habits she has never been exposed to, and, for the most part, dislikes. Fanny's friends ignore her because of her different behavior and simple clothing, Fanny's brother Tom teases her, and Fan herself can't help considering her unusual sometimes. However, Polly's warmth, support and kindness eventually win the hearts of all the family members, and her old-fashioned ways teach them a lesson. Over the next six years, Polly visits the Shaws every year and comes to be considered a member of the family. Later, Polly comes back to the city to become a music teacher and struggles with professional issues and internal emotions. Later in the book, Polly finds out that the prosperous Shaws are on the brink of bankruptcy, and she guides them to the realization that a wholesome family life is the only thing they will ever need, not money or decoration. With the comfort of the ever helpful Polly, the family gets to change for the better and to find a happier life for all of them. After being rejected by his fiancĂŠe, Trix, Tom procures a job out West, with Polly's brother Ned, and heads off to help his family and compensate for all the money he has wasted in frivolous expenditures. At that point of the book, we see that Polly and Tom seem to have developed strong feelings for one another. At the end of the book, Tom returns from the West and finally gets engaged to his true love, Polly.	['A music teacher.', 'Music Teacher.']	What does Polly become after she comes back to the city?
"The story starts in 1784, before the French revolution. Wealthy Paul Déroulède has offended the young Vicomte de Marny by speaking disrespectfully of his latest infatuation, Adèle de Monterchéri. Déroulède had not intended to get into the quarrel but has a tendency to blunder into things -- ""no doubt a part of the inheritance bequeathed to him by his bourgeois ancestry."" Incensed at the slur on Adèle, whom he sees as a paragon of virtue, the Vicomte challenges Déroulède to a duel, a fight which Déroulède does not want - for he knows and respects the boy's father, the Duc de Marny. Swords drawn, the fight ensues in the centre of the salon but despite his noble lineage, the Vicomte de Marny is no match for Déroulède's swordplay, especially when addled with wine and rage. Déroulède disarms his opponent and having won the duel, draws back but the boy refuses to back down without complete satisfaction and demands that Déroulède get down on his knees and apologize. Finally losing his temper with the young Vicomte, Déroulède raises his sword to disarm his protagonist once more, however de Marny lunges wildly at his opponent's breast and manages to literally throw himself on Déroulède's weapon. The boy is dead and Déroulède can do nothing but leave the establishment. On hearing of the death of his only son, the Duc de Marny (by now a cripple and almost a dotard) is distraught. The Duc summons his fourteen-year-old daughter, Juliette, to his side and forces her to swear an oath to ruin Déroulede in revenge for her brother's death, telling her that her brother's soul will remain in torment until the final judgement day should she break her promise. The story picks up ten years later, and Citizen Déroulède, though no longer rich, is a lawyer popular with the people and is allowed to go his own way, for Marat has said of him ""Il n'est pas dangereux"". He leads a quiet life, living alone with his mother and his orphaned cousin Anne Mie in the Rue Ecole de Médecine. At 6 pm on August 19, 1793, Juliette Marny walks into the Rue Ecole de Médecine and stopping just outside the house belonging to Citizen-Deputy Déroulède, suddenly starts to draw attention to herself, invoking the anger of the crowd through her proud aristocratic manner. She hammers on Déroulède's door as the crowd shout and lash out at her, but just before they can drag her away, the door opens and she is pulled inside. Having tricked her way into Déroulede's home Juliette is invited to stay for her own safety. She agrees and eventually reveals her identity, but even after hearing Déroulede's side of the story, she fails to realise that he only wishes to make amends for the death of her brother and continues to plot revenge on her host. Unaware of her intentions, Déroulede tells Juliette that he has accepted the post of Governor of the Conciergerie prison where Queen Marie Antoinette is imprisoned. Later he is visited at home by Sir Percy Blakeney and Juliette overhears Sir Percy warning his friend off a scheme to free the queen, for it is doomed to failure. He advises Déroulede to burn a bundle of papers relating to the plot, which if found would result in him being arrested for treason and sentenced to death. Juliette sees her chance and posts a letter denouncing her host, but realises too late that she has failed to take account of the fact that not only has Paul Déroulede fallen madly in love with her, she has also come to love the man she has vowed to destroy. When soldiers arrive to search Déroulede's home, Juliette hides the letter box, then escapes to her room where she attempts to burn it. She places the burnt remains among her belongings, and when the soldiers discover them, they arrest her. Because the search turned up nothing suspicious against Déroulede he is allowed to remain free. During her trial, Juliette keeps to the story that the burnt letterbox contained love letters. However, Déroulede defends his love and admits that the letters are his own and that he has committed treason. Both of them are sentenced to death. The Scarlet Pimpernel and his comrades manage to rescue the condemned couple on their journey from the courthouse to the prison."	"[""Vicomte Marny had spoke disrespectfully about Deroulede's latest infatuation"", ""Deroulede insulted Adele, the Vicomte's love interest.""]"	What was the instigation of the duel between the Vicomte Marny and Deroulede?
"Penguin Island is written in the style of a sprawling 18th- and 19th-century history book, concerned with grand metanarratives, mythologizing heroes, hagiography and romantic nationalism. It is about a fictitious island, inhabited by great auks, that existed off the northern coast of Europe. The history begins when a wayward Christian missionary monk lands on the island and perceives the upright, unafraid auks as a sort of pre-Christian society of noble pagans. Mostly blind and somewhat deaf, having mistaken the animals for humans, he baptizes them. This causes a problem for The Lord, who normally only allows humans to be baptized. After consulting with saints and theologians in Heaven, He resolves the dilemma by converting the baptized birds to humans with only a few physical traces of their ornithological origin, and giving them each a soul. Thus begins the history of Penguinia, and from there forward the history mirrors that of France (and more generally of Western Europe, including German-speaking areas and the British Isles). The narrative spans from the Migration Period (""Dark Ages""), when the Germanic tribes fought incessantly among themselves for territory; to the heroic Early Middle Ages with the rise of Charlemagne (""Draco the Great"") and conflicts with Viking raiders (""porpoises""); through the Renaissance (Erasmus); and up to the modern era with motor cars; and even into a future time in which a thriving high-tech civilization is destroyed by a campaign of terrorist bombings, and everything begins again in an endless cycle. The longest-running plot thread, and probably the best known, satirizes the Dreyfus affair â though both brief and complex satires of European history, politics, philosophy and theology are present throughout the novel. At various points, real historical figures such as Columba and Saint Augustine are part of the story, as well as fictionalized characters who represent historical people. Penguin Island is a satire on society and human nature in which morals, customs, and the origin of religion and laws are lampooned. For example, the origin of private property is presented as starting with the brutal and shameless murder of a farmer, and the seizure of his land, by a physically larger and stronger neighbour."	['Columba and St. Augustine.', 'Columbia and Saint Augustine']	What real historical figures are depicted?
"At Messina, a messenger brings news that Don Pedro, a prince from Aragon, will return that night from a successful battle, Claudio being among his soldiers. Beatrice, Leonato's niece, asks the messenger about Benedick, and makes sarcastic remarks about his ineptitude as a soldier. Leonato explains that ""There is a kind of merry war betwixt Signior Benedick and her."" Upon the arrival of the soldiers, Leonato welcomes Don Pedro and invites him to stay for a month, Benedick and Beatrice resume their ""merry war,"" and Pedro's illegitimate brother Don John is introduced. Claudio's feelings for Hero, Leonato's only daughter, are rekindled upon seeing her, and Claudio soon announces to Benedick his intention to court her. Benedick, who openly despises marriage, tries to dissuade his friend but Don Pedro encourages the marriage. Benedick swears that he will never get married. Don Pedro laughs at him and tells him that when he has found the right person he shall get married. A masquerade ball is planned in celebration of the end of the war, giving a disguised Don Pedro the opportunity to woo Hero on Claudio's behalf. Don John uses this situation to get revenge on his brother Don Pedro by telling young Claudio that Don Pedro is wooing Hero for himself. A furious Claudio confronts Don Pedro, but the misunderstanding is quickly resolved and Claudio wins Hero's hand in marriage. Meanwhile, Benedick disguises himself and dances with Beatrice. Beatrice proceeds to tell this ""mystery man"" that Benedick is ""the prince's jester, a very dull fool."" Benedick, enraged by her words, swears he will have revenge. Don Pedro and his men, bored at the prospect of waiting a week for the wedding, harbour a plan to match-make between Benedick and Beatrice. They arrange for Benedick to overhear a conversation in which they declare that Beatrice is madly in love with him but afraid to tell him; that their pride is the main impediment to their courtship. Meanwhile, Hero and her maid Ursula ensure Beatrice overhears them discuss Benedick's undying love for her. The tricks have the desired effect: both Benedick and Beatrice are delighted to think they are the object of unrequited love, and both accordingly resolve to mend their faults and reconcile. Meanwhile, Don Pedro's brother Don John, the ""bastard prince"", plots to prevent the wedding, embarrass his brother, and wreak misery on Leonato and Claudio. He informs Don Pedro and Claudio that Hero is unfaithful, and arranges for them to see John's associate Borachio enter her bedchamber where he has an amorous liaison (actually with Margaret, Hero's chambermaid). Claudio and Don Pedro are taken in, and Claudio vows to humiliate Hero publicly. At the wedding the next day, Claudio denounces Hero before the stunned guests and storms off with Don Pedro. Hero faints. Her humiliated father Leonato expresses the wish that she would die. The presiding friar intervenes, believing Hero to be innocent. He suggests the family fake Hero's death in order to extract the truth and Claudio's remorse. Prompted by the day's harrowing events, Benedick and Beatrice confess their love for each other. Beatrice then asks Benedick to slay Claudio as proof of his devotion, since he has slandered her kinswoman. Benedick is horrified and at first denies her request. Leonato and his brother Antonio blame Claudio for Hero's apparent death and challenge him to a duel. Benedick then does the same. Luckily, on the night of Don John's treachery, the local Watch apprehended Borachio and his ally Conrade. Despite the comic ineptness of the Watch (headed by constable Dogberry, a master of malapropisms), they have overheard the duo discussing their evil plans. The Watch arrest the villains and eventually obtain a confession, informing Leonato of Hero's innocence. Though Don John has fled the city, a force is sent to capture him. Claudio, stricken with remorse at Hero's supposed death, agrees to her father's demand that he marry Antonio's daughter, ""almost the copy of my child that's dead"" and carry on the family name. At the wedding, the bride is revealed to be Hero, still living. Claudio is overjoyed. Beatrice and Benedick, prompted by their friends' interference, finally and publicly confess their love for each other. As the play draws to a close, a messenger arrives with news of Don John's capture â but Benedick proposes to postpone his punishment to another day so that the couples can enjoy their new-found happiness. Don Pedro is lonely, because he hasn't found love. Thus Benedick gives him the advice ""Get thee a wife."""	"[""Pedro's illegimate brother"", ""Pedro's illegitimate brother""]"	Who was Don John?
Pascal, a physician in Plassans for 30 years, has spent his life cataloging and chronicling the lives of his family based on his theories of heredity. Pascal believes that everyone's physical and mental health and development can be classified based on the interplay between innateness (reproduction of characteristics based in difference) and heredity (reproduction based in similarity). Using his own family as a case study, Pascal classifies the 30 descendants of his grandmother Adelaïde Fouque (Tante Dide) based on this model. Pascal has developed a serum he hopes will cure hereditary and nervous diseases (including consumption) and improve if not prolong life. His niece Clotilde sees Pascal's work as denying the omnipotence of God and as a prideful attempt to comprehend the unknowable. She encourages him to destroy his work, but he refuses. (Like other members of the family, Pascal is somewhat obsessive in the pursuit of his passion.) Pascal's explains his goal as a scientist as laying the groundwork for happiness and peace by seeking and uncovering the truth, which he believes lies in the science of heredity. After he shows her the Rougon-Macquart family tree and demonstrates his refusal to sugarcoat the family's acts, Clotilde begins to agree with him. Her love for him solidifies her faith in his theories and his lifelong work. Clotilde and Pascal eventually begin a romance, much to the chagrin of his mother Félicité. (She is less concerned about the incestuous nature of the relationship than by the fact that the two are living together out of wedlock.) Félicité wants to keep the family secrets buried at any cost, including several family skeletons living nearby: her alcoholic brother-in-law Antoine Macquart and her centenarian mother-in-law Tante Dide. When Clotilde's brother Maxime asks Clotilde to come to Paris, Félicité sees this as an opportunity to control Pascal and access his papers to destroy them. Pascal suffers a series of heart attacks, and Clotilde is not able to return from Paris before he dies. Félicité immediately burns all of Pascal's scholarly work and the documents she considers incriminating. The novel, and the entire 20-novel series, concludes with the birth of Pascal and Clotilde's son and the hope placed on him for the future of the family.	"[""Pascal's niece""]"	Who is Clotilde?
"A Florida con man named Thomas Jefferson Johnson uses the passing of the longtime Congressman from his district, Jeff Johnson (who died of a heart attack while having sex with his secretary), to get elected to the United States Congress as a freshman Congressman, where the money flows from lobbyists. Omitting his first name, and abbreviating his middle name, he calls himself ""Jeff"" Johnson. He then manages to get on the ballot by pitching a seniors organization, the Silver Foxes, to nominate him as their candidate for office. Once on the election ballot, he uses the dead Congressman's old campaign material and runs a low budget campaign that appeals to name recognition, figuring most people do not pay much attention and simply vote for the ""name you know."" He wins a slim victory and is off to Washington, a place where the ""streets are lined with gold."" Initially, the lucrative donations and campaign contributions roll in, but as he learns the nature of the con game in Washington D.C., he starts to see how the greed and corruption makes it difficult to address issues such as campaign finance reform, environmental protection, and the possibility that electric power companies may have a product that is giving kids in a small town cancer. In trying to address these issues, Congressman Johnson finds himself double-crossed by the Chairman of the Committee on Power and Industry, Rep. Dick Dodge. Johnson decides to fight back the only way he knows how: with a con. Johnson succeeds and exposes Dodge as corrupt. As the film ends, it appears likely that Johnson will be thrown out of Congress for the manner in which he was elected, but he defiantly declares, ""I'm gonna run for President!"" then breaking the fourth wall."	['the Silver Foxes', 'The silver foxes']	Which organization did Thomas get to nominate him as their candidate?
"Kirk Kettner (Jay Baruchel) is a twenty-something TSA officer employed at the Pittsburgh International Airport along with his friends, fellow TSA officer Stainer (T. J. Miller), airline reservations agent Devon (Nate Torrence), and baggage handler Jack (Mike Vogel). Kirk has a poor track record with dating and is hoping to reconcile with his self-centered ex-girlfriend, Marnie (Lindsay Sloane), who despite having broken up with him two years earlier, and having since found a new boyfriend Ron (Hayes MacArthur), has remained close with Kirk's parents (Debra Jo Rupp and Adam LeFevre), brother Dylan (Kyle Bornheimer), and pregnant sister-in-law-to-be Debbie (Jessica St. Clair). At work one morning, an attractive young woman, Molly McCleish (Alice Eve), arrives at the passenger terminal to board a flight to New York City. While proceeding through the TSA security checkpoint, Molly's striking looks attract unwanted attention from several male TSA officers who try flirting with her awkwardly. Kirk is the only TSA officer to treat Molly courteously. On the airplane, she realizes that she accidentally left her cellphone in the airport security area. When she calls up her phone, Kirk answers and arranges a time to meet the following evening so that Kirk can return it. When Devon and Kirk arrive at the Andy Warhol Museum, where Molly, a lawyer-turned-event planner, is managing an event, Kirk collides with Molly's sister, Katie (Kim Shaw) and spills his drink on the museum director. Kirk takes the blame for the incident to protect Katie, after which a grateful Molly offers Kirk tickets to a Pittsburgh Penguins hockey game at the Mellon Arena. When Kirk and Stainer meet Molly and her best friend Patty (Krysten Ritter), who develops an immediate mutual loathing with Stainer (he subsequently refers to her as ""The Hamburglar""), at the game, Kirk, still convinced Molly is not interested in him, assumes Molly meant to set him up with Patty, until Patty explicitly tells him of Molly's interest. The two begin to date after this, with Kirk confiding in her his dream of becoming a pilot someday, though Stainer predicts their relationship will fail as he deems Molly a ""10"" in a scale of attractiveness, and Kirk only a ""5"", telling him a girl he loved once broke up with him for this very reason. Patty, for her part, believes Molly had only chosen Kirk because he was a ""safe"" choice after being hurt by her last boyfriend, Air Force pilot Cam (Geoff Stults), who assumes Kirk is a waiter and attempts to order drinks from Kirk when they first meet, and then believing Kirk to be a homosexual friend of Molly's. Molly then invites herself to Kirk's family lunch, where she charms his family and even Ron after highly intimidating the men of the house with her looks. Molly's attentions to Kirk stir jealousy in Marnie, who feels upstaged by Molly's attractiveness, and takes a sudden interest in Kirk again. After returning to Molly's apartment, Kirk ejaculates prematurely in his pants when things start to heat up, just as Molly's parents (played by Eve's real-life parents, Sharon Maughan and Trevor Eve) arrive for a surprise visit. Desperate to conceal the stain on his pants, Kirk seems discourteous by avoiding to stand up and shake hands, and quickly leaves Molly's apartment. Molly grows cool to Kirk after this, believing he fled to avoid meeting her parents. At Jack's urging, Kirk admits the true reasons for his leaving, and their relationship resumes. During a date, Kirk suggests to Molly that she throw a birthday party for Katie (with music provided by Stainer's Hall & Oates tribute band, ""Adult Education""). Kirk is troubled, when Molly is intentionally vague about Kirk's line of work to her parents. To add to his troubles, Molly's macho ex-boyfriend Cam shows up and messes with Kirk by deliberately alluding to Molly having some sort of ""defect"". After the party, both of them go back to Molly's apartment and make out, where Kirk discovers Molly's ""defect"" is slightly webbed toes, which Kirk considers so minor that he decides that she is indeed too perfect for him. Molly is upset that Kirk is so insecure that he felt he could only be with her if something was wrong with her. After telling Kirk that she and Cam had broken up because of his own insecurities, with him even cheating on her, she admits she had indeed asked Kirk out because she considered him safe and breaks up with him. Kirk leaves and later resumes his relationship with Marnie, planning on a family trip to Branson. Stainer and Patty realize their mistake in telling Kirk and Molly it wouldn't work out; Stainer tells Kirk that he is a ""10"" too. They pull Kirk off his plane as the aircraft prepares to depart to Branson as he tries to leave with his family and Marnie, while Patty brings Molly to the airport. Kirk rejects Marnie during an unorthodox airport pursuit and meets Molly in the airport where she tells him that he is out of shape and she asked him out because she thought he was safe and wouldn't hurt her. She then continues to tell him that she doesn't care what he is employed as and that she misses him and wants to be together with him. Kirk and Molly then make up and resume their relationship, even if their friends don't approve it. Later, as a surprise, Kirk is seen walking on the airport Tarmac with Molly where he takes Molly on a trip in a small plane, with him as the pilot. The couple are last seen happily together in a small plane taking off from Pittsburgh airport."	['Pittsburgh International', 'Pittsburgh International Airport.']	Kirk is a TSA Officer at what Airport?
"Doctor Parnassus' (Plummer) theatre troupe, which includes sleight of hand expert Anton (Garfield), confidant Percy (Troyer), and Parnassus' daughter Valentina (Cole), performs outside a London pub. A drunk (Richard Riddell) barges onstage and crashes through a stage mirror, where his face changes (Bruce Crawford), and he enters a journey of imagination that culminates in a choice between a torturous-looking twelve-step program and going to a pub. He enters the pub, but it explodes; in the real world, Parnassus says he has lost another one to Mr. Nick (Waits). Mr. Nick reminds Parnassus that in three days Valentina turns 16, and her soul will be his. Drinking and playing tarot, Parnassus tells Valentina that, centuries earlier, he ran a monastery where monks perpetually recited stories to sustain the world. Mr. Nick challenged their beliefs by sealing their mouths. The world survived, but Parnassus claimed it was because of stories told elsewhere. Mr. Nick had bet Parnassus who could win more souls. Parnassus won twelve souls before Mr. Nick, and gained immortality. As the troupe crosses a bridge, Anton spies someone hanging beneath it. They rescue the man (Ledger), who spits out a golden pipe when revived. Claiming to have amnesia, the man joins the troupe as a barker. Parnassus becomes despondent over the impending loss of his daughter. Mr. Nick visits Parnassus, revealing the hanging man is a disgraced philanthropist named ""Tony"". He offers Parnassus a wager: Valentina can stay with whoever wins five souls first. Tony convinces the troupe to remodel the show as more attractive to contemporary Londoners. In an upscale mall, Tony lures a woman (Maggie Steed) into the mirror and follows her, where they enter a pastel-coloured dream-world of giant high-heel shoes, bejewelled eggs, and floating lily pads, representing the woman's imagination. The woman's imagination also changes Tony's face (Depp); upon discovering this, he dances elegantly with her, and they spy a motel run by Mr. Nick. Tony convinces the woman to take a gondola toward a pyramid alone, winning a soul for Parnassus. Tony then falls back out of the Imaginarium, changing his face back to normal; the woman exits shortly after and writes a blank check. Three other women clamour for a turn. Each emerges elated; Parnassus wins three more souls. Four Russian gangsters chase Tony, who owes them money, into the Imaginarium. As they threaten Tony, who has transformed into his vision of a successful man (Law), Parnassus tempts them with a police recruitment song, promising they will enjoy being cops who can legally brutalise people. Mr. Nick lures them to a woman that takes the form of their mother with a giant babushka. It explodes; the score is four souls apiece. Parnassus reveals to Valentina that in an hour she will belong to Mr. Nick. He finally explains he made a new pact with Mr. Nick to be youthful again, so to win the heart of a woman he loved. In exchange, any child he fathered would become Mr. Nick's property at age 16. Valentina attempts to run away, but Tony enters the Imaginarium to give his soul to Parnassus; in exchange, Parnassus must teach him the trance that powers the dream world. Valentina returns as he tries to enter the mirror, but Anton blocks them, having discovered that Tony is a fraudulent charity scammer. Anton struggles with Tony; in the scuffle, first Valentina, then Tony, enter the mirror. Influenced by Valentina's desires, Tony's face changes again (Farrell), and they float along a beautiful river in a gondola. Shortly after an impoverished child disrupts their boat trip, Tony is suddenly now a philanthropist, speaking at a fundraiser. Anton appears as an outspoken child and exposes Tony as a fraud. A mob pursues Tony as the landscape disintegrates. Anton falls into a void, and Tony flees into a desert. Distraught and angry over her father's bargain and a lifetime of hiding of the truth from her, Valentina willingly gives her soul to Mr. Nick. Disillusioned at his easy victory, Mr. Nick offers to trade Valentina for Tony. Chased by the mob, Tony flees to a gallows, but Parnassus confronts him, holding Tony's pipe and a copy. Parnassus challenges Tony to choose which pipe is genuine. He chooses wrongly, inserts the copy in his windpipe, and does not survive being hanged. Mr. Nick keeps his word and Valentina is freed, but Parnassus is abandoned in the Imaginarium. Parnassus emerges from the Imaginarium years later, and finds Valentina is married to Anton and they have a daughter. He watches them from outside a restaurant window, but when tempted to join them, he is stopped by Percy. Teaming up once more, Parnassus and Percy sell toy theatre replicas of the Imaginarium on a street corner. Mr. Nick invites Parnassus over to him, but Percy successfully puts an end to the temptation."	['Underneath a bridge', 'Hanging over a bridge']	Where is Tony found?
"During a lunchtime tryst in Phoenix, Arizona, a real estate secretary named Marion Crane discusses with her boyfriend, Sam Loomis, how they cannot afford to get married because of Sam's debts. After lunch, Marion returns to work, where a client drops off a $40,000 cash payment on a property. Her boss asks her to deposit the money in the bank, and she asks if she can take the rest of the afternoon off. Returning home, she begins to pack for an unplanned trip, deciding to steal the money and give it to Sam in Fairvale, California. She is seen by her boss on her way out of town, which makes her nervous. During the trip, she pulls over on the side of the road and falls asleep, only to be awakened by a state patrol officer. He is suspicious about her nervous behavior but allows her to drive on. Shaken by the encounter, Marion stops at an automobile dealership and trades in her Ford Mainline, with its Arizona license plates, for a Ford Custom 300 that has California tags. Her transaction is all for naughtâthe highway patrolman sees her at the car dealership and witnesses her purchase of the newer car. Driving on, Marion encounters a sudden rainstorm and decides to stop for the night at the Bates Motel; the proprietor, Norman Bates, invites her to a light dinner after she checks in. She accepts, but then hears an argument between Norman and his mother about bringing a woman into her house. They eat in the motel parlor, where he tells her about his hobby of taxidermy and his life with his mother, who is mentally ill and forbids him to have a life outside of her. Returning to her room, Marion decides to go back to Phoenix to return the stolen money. She prepares to take a shower, unaware that Norman is spying on her. As she is showering, a shadowy female figure suddenly comes in and stabs her to death with a chef's knife. Norman discovers the murder and meticulously cleans up the crime scene, putting Marion's corpse and her possessionsâincluding the embezzled moneyâinto the trunk of her car and sinking it in the swamps near the motel. A week later, Marion's sister Lila arrives in Fairvale and confronts Sam about the whereabouts of her sister. A private investigator named Arbogast approaches them and confirms that Marion is wanted for stealing the $40,000 from her employer. He eventually comes across the Bates Motel, where Norman's behavior arouses his suspicions. After hearing that Marion had met with Norman's mother, he asks to speak with her, but Norman refuses. Arbogast calls Lila and Sam, informing them of what he has discovered and saying he intends to speak with Norman's mother. He goes to the Bates' home in search of her; as he reaches the top of the stairs, Mrs. Bates suddenly appears from the bedroom and murders him. When Lila and Sam do not hear from Arbogast, they go to the local sheriff, who informs them that Mrs. Bates has been dead for ten years; she had killed herself and her lover. Concerned, Lila and Sam make their way to the motel. Norman takes his unwilling mother from her room, telling her he needs to hide her for a while in the fruit cellar. At the motel, Lila and Sam meet Norman. Sam distracts him by striking up a conversation while Lila sneaks up to the house. When Norman eventually realizes what they want, he knocks Sam out and rushes to the house. Lila sees Norman approaching and attempts to hide by going down steps that lead to a cellar. There she finds Mrs. Bates sitting in a chair. Lila turns her around and discovers that she is in fact a mummified corpse. Lila screams as a figure comes running into the cellar: Norman, holding a chef's knife and wearing his mother's clothes and a wig. Before Norman can attack Lila, Sam, having regained consciousness, subdues him. At the local courthouse, a psychiatrist explains that Norman murdered Mrs. Bates and her lover 10 years prior out of jealousy. Unable to bear the guilt, he exhumed her corpse and began to treat it as if she were still alive. In order to preserve that illusion, he recreated his mother in his own mind as an alternate personality, often dressing in her clothes and talking to himself in her voice. The ""Mother"" personality is as jealous and possessive as the real Mrs. Bates had been: Whenever Norman feels attracted to another woman, ""Mother"" flies into a rage and kills her. As ""Mother"", Norman had killed two missing girls prior to Marion, as well as Arbogast. The psychiatrist then says the ""Mother"" personality has taken permanent hold of Norman's mind. While Norman sits in a holding cell, Mrs. Bates' voice is heard protesting that the murders were Norman's doing and that she ""wouldn't even harm a fly."" Meanwhile, Marion's car is pulled out of the swamp."	['40,000 dollars', '$40000']	How much money was Marion supposed to deposit in the bank?
Rachel Ray is the younger daughter of a lawyer's widow. She lives with her mother and her widowed sister, Dorothea Prime, in a cottage near Exeter in Devon. Mrs. Ray is amiable but weak, unable to make decisions on her own and ruled by her older daughter. Mrs. Prime is a strict and gloomy Evangelical, persuaded that all worldly joys are impediments to salvation. Rachel is courted by Luke Rowan, a young man from London who has inherited an interest in the profitable local brewery. Mrs. Prime suspects his morals and motives, and communicates these suspicions to her mother. Mrs. Ray consults her pastor, the Low Churchman Charles Comfort; and upon his vouching for Rowan, allows Rachel to accept his offer of marriage. Soon after this, Rowan falls into a dispute with the senior proprietor of the brewery, and returns to London to seek legal advice. Rumours circulate about his conduct in Devon; Comfort believes the rumours, and advises Mrs. Ray to end the engagement between Rachel and Rowan. Rachel obeys her mother's instructions to write Rowan and release him from the engagement. When he fails to respond, she grows increasingly depressed. Rowan returns to Devon, and the dispute over the brewery is settled to his satisfaction. This accomplished, he calls upon the Rays and assures Rachel that his love for her is still strong. She assents to his renewed proposals. Marital bliss ensues. A subplot involves the abortive courtship of Mrs. Prime by her pastor, Samuel Prong. Prong is a zealous but intolerant Evangelical. His religious beliefs are in agreement with hers, but the two have incompatible notions of marriage: Prong insists on a husband's authority over his wife, and in particular over the income from her first husband's estate; Mrs. Prime wants to retain control of her money, and is otherwise unwilling to submit to a husband's rule.	['He goes to London.']	Where does Rowan go to in order to seek legal advice?
"Koreeda's After Life is set in a waystation where the souls of the recently deceased are processed before entering heaven. ""Heaven,"" for the film, is a single happy memory from one's life, re-experienced for eternity. The movie is set in a building resembling a decrepit government social services institution. Every Monday, a new group of recently deceased people check in, and the ""social workers"" in the lodge explain to each guest their situation. The newly-dead have until Wednesday to identify the single happiest memory. For the rest of the week, the workers at the institution work to design and replicate each person's chosen memory, thereby replicating the single happiest moment of that person's life. This moment is staged and filmed. At the end of the week, the recently deceased watch the films of their recreated happiest memories in a screening room. As soon as each person sees his or her own memory, he or she vanishes to whatever unknown state of existence lies beyond and takes only that single memory with them. The story pays most attention to two of the ""counselors,"" Takashi (Arata) and Shiori (Oda). Takashi has been assigned to help an old man, Ichiro (played by Naito Taketoshi), select his memory. Takashi reviews videotape of Ichiro's life and learns that Ichiro had married Takashi's former fiancĂŠe after Takashi had been killed during World War II. Takashi has Ichiro assigned to another counselor, but is still troubled by his memories, causing both him and his quasi-romantic interest Shiori to re-examine their (after-) lives."	['They vanish', 'They vanish into the unknown with just the single happy memory.']	What happens after the deceased see their memory?
Emmeline is set in Pembroke, Wales and centres around the eponymous heroine. Her parents are both dead and she has been supported by her father's brother, Lord Montreville, at Mowbray Castle. It is suggested at the beginning of the novel that Emmeline's parents were not married when she was born, making her illegitimate; on these grounds, Lord Montreville has claimed Mowbray Castle for himself and his family. Emmeline has been left to be raised by servants, but through reading, she has become educated and accomplished and catches the eye of Lord Montreville's son, Lord Delamere. Delamere falls in love with her and proposes but Emmeline refuses him because his father does not approve and she feels only sisterly affection for him. To escape Delamere's protestations of love, Emmeline leaves Mowbray Castle and lives first with Mrs. Stafford and then Mrs. Ashwood, where Delamere continues to pursue her. Emmeline also rejects the suits of other rich men, confounding the people around her. The Croft family, lawyers who are trying to rise in society, have influence over and control Lord Montreville. The younger Croft son secretly marries the eldest Montreville daughter to secure a fortune—a most unfortunate match from Lord Montreville's perspective. Delamere abducts Emmeline: he attempts to take her to Scotland and to force her to marry him. However, after falling ill of a fever, she convinces him to abandon his plans. When Delamere’s mother, Lady Montreville, becomes ill, he is compelled to visit his family. To help her recover, he promises not to see Emmeline for a year. If, after that period, he still loves her, his parents promise to allow him to marry her and she reluctantly agrees. Emmeline becomes friends with Augusta, Delamere’s sister. Augusta marries Lord Westhaven, who by happenstance, is the brother of Emmeline’s new acquaintance in the country—Adelina. Adelina left her dissipated husband for a lover who abandoned her with a child. She is so distraught that when she sees her brother, Lord Westhaven, she fears his chastisement so much that she briefly goes insane. Emmeline nurses her and her baby; while doing so, she meets Adelina's other brother, Godolphin. The Crofts circulate rumours of Emmeline’s infidelity to Delamere and when he visits her and sees her with Adelina’s child, he assumes the child is hers and abandons her. Emmeline then travels to France with Mrs. Stafford and Augusta, where she discovers her parents were actually married and that she deserves to inherit Mowbray Castle. Lord Montreville hands the estate over to her, after discovering he was duped by the Crofts. Delamere becomes ill upon discovering that Emmeline was never unfaithful to him. She nurses him, but refuses to marry him. His mother dies in her anxiety over his condition and he dies fighting a duel over his sister’s lover. In the end, Emmeline marries Godolphin.	['They are deceased.', 'Her parents are dead.']	Where are Emmeline parents?
