question	context	answers
Ashish Khanna may agree that _ .	"Parents have widely different views on the problem of pocket money . Four new fathers were asked this question and this is how they answered . Ashish Khanna :Although many argue that pocket money helps develop children's sense of value , I don't agree . I wouldn't give my child any pocket money . First of all , I never got pocket money and I seem to have a good value for money . If my child ever needed something and I felt it was areasonable request , I would buy it for him . Sharad Sanghi : No , I wouldn't give my child pocket money because I don't want to create theperception of "" her "" money and "" my "" money . Besides , if I refuse to buy her something that I think is bad for her , she may buy it with her pocket money _ . In this way , I would lose control over my child's requests . I feel it also encourages children to care more about money than anything else . I don't want my child to start judging other children by the amount of money or pocket money they have . Rakesh Shah : Yes , I would give my child pocket money . I feel that children should learn to spend money intelligently and not go overboard spending . They will learn what theirlimitations are and feel the difficulty when they have to pay for something that is over in their own pockets . Rajiv Patel : Yes , I would give my child pocket money because it is important that she learns to manage money . I will give her a fixed amount every month and if she spends the money before the month is over , then she will learn a lesson and not spend money so freely . Vikram Desai : Yes , I would certainly give my child pocket money . But I would not give it to him on a weekly or monthly basis . He would have to earn it . If he helped me finish some of my jobs or helped his mother with housework , I would reward him . This helps him realize that "" money does not grow on trees "" and it requires hard work to earn money ."	['he will buy anything he thinks his child really needs']
Harriet decided to end her marriage with John mainly because .	One day, a slave owner entered a local store and threatened a young boy who was his slave. At first, the slave refused to move and ran for the door. The slave owner reached for a heavy weight. He threw it at his slave. Instead, it hit Harriet on the head. Harriet almost died. For the rest of her life, she carried the mark of a deep wound on her head. Miser Brodas felt he never needed Harriet. He decided to sell her. Harriet thought of a way to prevent this. Each time she was shown to someone who might buy her, she acted as if she were falling asleep. After a while, Mister Brodas gave up the hope of selling Harriet. He sent her back to the fields. At 24 she married a free black man, John Tubman. By then, Harriet was sure she should escape. In 1849, Mister Brodas died. His slaves probably would be sold to further South. John Tubman tried to make Harriet forget about running away. Harriet decided she must end her marriage and that she needed to tell her family that she was leaving. Harriet escaped for Pennsylvania where slavery was banned there. Once she hid under hay that had been cut from the fields. Another time, she wore men's clothing. Finally, she arrived in Pennsylvania. Now that Harriet was free, she didn't forget other slaves in Maryland. During the next ten years, she freed her parents and other family members. She traveled back and forth eighteen times, helping about 300 slaves escape. She became an expert at hiding from slave hunters. At one time, anyone finding Harriet was promised 40,000dollars for catching her--dead or alive. The people she helped called her Moses. She had rescued them from slavery just as the biblical Moses rescued the Jews. After the Civil War began, Harriet started to spy for the North. She also served as a nurse. After four years of bloody fighting, the North won the war. Abraham Lincoln freed the slaves in 1863. There was no longer any need for Harriet to be Moses.	['he often stopped her running away']
What is the main idea of the article?	Do you know why you sleep? You may think it's because you're tired. Or perhaps you've been told sleep is good for you. Yet no one knows exactly why or how people sleep. Until the early 1950s, most scientists thought the body and brain rested during sleep. Then a scientist watched people sleep. He noticed that during periods of between 5 and 30 minutes each, sleepers' eyes made rapid movements, as if they were watching something. He called these periods REM sleep, for Rapid Eye Movement. Periods when sleepers' eyes did not move he called non-REM sleep. Whenever the scientist woke people during REM sleep, they were having vivid dreams. Measurements showed that sleepers' pulses went up quickly during REM sleep. Their breathing, heartbeat, and the blood going to the brain also increased. Far from being a time of rest, REM sleep is a time when the body is hard at work. Scientists still don't know the reason for this. Some believe REM sleep makes learning easier. Babies spend a lot of time in REM sleep. Because of this, some scientists believe that REM sleep helps the brain grow. Others think REM sleep is a time for the brain to empty the day's garbage. One thing all the scientists agree on is that sleep is necessary. Without enough sleep, people make mistakes. Most major car accidents happen during the early morning hours, when people are sleepiest.	['REM sleep has been watched and recorded by scientists.']
Humans can't be cloned because _ .	"A: Recently, the word ""clone"" appeared very often in the newspapers. Do you know its meaning? B: Not exactly, I read a report in yesterday's newspaper. It said there was a Scottish Dolly. It was the first time that a cloned lamb had been made from an adult sheep. A: Actually, the word ""clone"" means to produce the ""same"" animal by taking cells from an adult one, I think, if we know how to do cloning, we need only keep a small number of sheep, cows or horses. B: There's more to it. Recently there have been some people who ever want to clone humans. A: It seems interesting. But do you think it is possible to do that? B: No, I don't think so. First I think we cannot clone a dead person, because the cells in his body are dead already. A: Then we can clone a living person? B: Again no! You might clone yourself one after another, but it is only a replica , not real you. It is only something, not a human. A: Now, you mean that a real human can speak, think and create, and these abilities cannot be cloned? B: True enough! I think the main purpose of Dr. Lan Wilmot, the ""father"" of Dolly, is to make better animals. It has nothing to do with human cloning. ,."	"[""the abilities of thoughts and creativity of human can't be cloned""]"
Which of the following might NOT be considered a product made from cocoa beans?	"A study of older men in The Netherlands, known for its delicious chocolate, showed those who ate the same amount of one-third of a chocolate bar every day had lower blood pressure and a reduced risk of death. The researchers say, however, it's too early to conclude that it was the chocolate that led to better health. The men who ate more cocoa products could have eaten other food that made them healthier. Experts also point out that eating too much chocolate can make you fat -- a risk for both heart disease and high blood pressure. ""It's why too early to make recommendations about whether people should eat more cocoa or chocolate,"" said Brian Buijsse, an expert for nutrition at prefix = st1 /WageningenUniversityin The Netherlands, who co-authored the study. Still, the Dutch Study, supported by grants from the Netherlands Prevention Foundation, appears to be the largest so far to document a health effect for cocoa beans. And it confirms findings of smaller, shorter-term studies that also linked chocolate with lower blood pressure. Researchers examined the eating habits of 470 healthy men who were not taking blood pressure medicine. The men who ate the most products made from cocoa beans -- including cocoa drinks, chocolate bars and chocolate pudding -- had lower blood pressure and a 50 percent lower risk of death. ""This is a very important article providing epidemiological support for what many researchers have been observing is experimental models,"" said Cesar Fraga of the University of California Davis, who does similar research but was not involved in the new study. Could the study results apply to women? ""Our study consisted of elderly inch,"" Buijsse said. ""If you look at the other studies, you will see the same effects in men and women, younger people and older people. The findings may be _ to women, but you never know."""	['Coffee drink']
In order to _ , the Reality Town is held.	"Have you ever thought about your life after you grow up? It is not easy --- that's what some US students say after they try out adult life at school. Mount Logan Middle School, Utah, has an activity called Reality Town. Each student gets a ""job"" and some money. The higher the grade , the better the job they can get. Then, they have to pay for different things in the real world, such as transportation and groceries . Some of them have a ""husband "" or a ""wife"" and maybe a few ""kids"". Student Jason Peisley, 13, became a father with a 5-year-old girl. The hardest part for him was paying taxes .""I make $90,000 (571,000 yuan), but after I pay my taxes, I only have $66,000 left,"" he said. "" _ "" ""It's a _ for these students,"" said Greg Aullman, a teacher at Mount Logan, ""to learn how much it costs to live. So, they'll study harder than before and love their parents more. """	['learn how much it costs to live']
How heavy may a black rhino be?	Here are some of the fastest animals in the animal world. Let me tell you that a man can run 20 to 25 miles an hour. Heavy people can not run very fast. But some heavy animals can.Black rhinos are more than 3,500 pounds. They can run almost 30 miles an hour. Cheetahs are the fastest land animal over short distances .They can run over 70 miles an hour. But they get tired quickly and usually stop after a few minutes.Pronghorn antelopes are the fastest animals over long distances. They can run 35 miles an hour for many miles. Their top speed is more than 50 miles an hour.Ostriches can't fly, but they can run faster than other birds. They can run 43 miles an hour for a short distance. And can keep up a speed of more than 30 miles an hour over long distances.	['More than 3,500 pounds.']
In the follow-up experiments, the scientists found _ .	"The relationship between exercise and cancer has long both intrigued and puzzled oncologists and exercise physiologists. Exercise is strongly associated with lowered risks for many types of cancer. At the same time, exercise involves biological stress, which typically leads to a short-term increase in inflammation which can contribute to higher risks for many cancers. Now, a new study in mice may offer some clues into the exercise-cancer paradox. It suggests that exercise may change how the immune system deals with cancer by boosting adrenaline , certain immune cells and other chemicals that, together, can reduce the severity of cancer or fight it off altogether. To try to better understand how exercise can both elevate inflammation and simultaneously protect the body against cancer, scientists at the University of Copenhagen in Denmark and other institutions decided to closely examine what happens inside mice at high risk for the disease. So, for the new study, they began by gathering a group of adult lab mice. These animals generally like to run. The scientists then implanted melanoma skin cancer cells into the mice before providing half of them with running wheels in their cages while the other animals remained sedentary. After four weeks, far fewer of the runners had developed full-blown melanoma than the sedentary mice and those that had been diagnosed with the disease showed fewer and smaller lesions. They drew blood from both the exercising and sedentary animals and cells from any tumors in both groups. As expected, they found much higher levels of the hormone adrenaline in the blood of the exercising animals, especially right after they had been working out on the wheels but also at other times of the day. The body releases adrenaline in response to almost any type of stressful experience, including exercise. They also found higher levels of interleukin-6 in the blood of the runners. This is a substance that is released by working muscles and is believed to both increase and decrease inflammation in the body, depending on where and how it goes to work. Perhaps most important, they found much higher numbers in the bloodstreams of runners than in the sedentary mice of a type of immune cell named natural killer cells that are known to be strong cancer fighters. So the scientists repeated their original experiment multiple times, inducing cancer while allowing some mice to run and others to sit. In some of these follow-up experiments, the scientists injected the runners with a substance that blocked the production of adrenaline and gave sedentary animals large doses of added adrenaline. What they now found was that when running mice could not produce adrenaline, they developed cancer at the same rate as the sedentary animals, while the sedentary animals that had been injected with extra adrenaline fought off their tumors better than other sitting mice. More remarkably, the scientists determined that adrenaline seemed to be sending biochemical signals to some of the animals' IL-6 cells, making them physiologically more alert, so that when a tumor began to develop in the affected animal, those IL-6 cells in turn activated the natural killer cells in the bloodstream and actually directed them to the tumors, like minute guide fish. With these results, ""we show that voluntary wheel running in mice can reduce the growth of tumors, and we have identified an exercise-dependent mobilization of natural killer cells as the underlying cause of this protection,"" said Pernille Hojman, a researcher at the University of Copenhagen who oversaw the new study. It perhaps provides one more incentive for us to get up and move."	['how these elements in the runners -- their increased adrenaline, IL-6, and natural killer immune cells fight against tumor']
What can be inferred from the passage?	"A firm handshake could be a sign of a longer life expectancy , according to British researchers. Scientists at the Medical Research Council found that elderly people who could still give a firm handshake and walk at a quick pace were likely to outlive their slower peers. They found simple measures of physical capability like shaking hands, walking, getting up from a chair and balancing on one leg were related to the life expectancy, even after accounting for age, sex and body size. The study is the first to provide a comprehensive view of the existing data from 33 studies. ""These measures have been used in population-based research for quite a long time,"" said Rachel Cooper of the Medical Research Council's Unit for Lifelong Health and Aging. ""They may be useful indicators for subsequent health."" Cooper, whose study appears in the British Medical Journal, said more studies are needed to clarify whether the measures would be helpful to doctors as a screening tool. ""I wouldn't suggest that we roll them out into clinical practice tomorrow, but it is possible that they could be used in the future,"" she told the media. The researchers examined 33 studies involving tens of thousands of people, most of whom were aged over 60 but living in the community rather than in hospital or care homes. The researchers found that those with the strongest hand grasps tended to live longer than those with weak grips. The death rate over the period of the studies for people with weak handshakes was 67 percent higher than for people with a firm grip. The slowest walkers were nearly three times more likely to die during the study period than swifter walkers. The people who were slowest to get up from a chair had about double the death rate compared to the quick risers. ""Those people in the general population who have higher physical capability levels are likely to live longer,"" Cooper said."	['People who walk quickly and shake hands firmly have a lower death rate.']
"The word ""literature"" in the last sentence refers to _ ."	"Generations of Americans have been brought up to believe that a good breakfast is essential to one's life. Eating breakfast at the start of the day, we have been told, and told again, is as necessary as putting gasoline in the family car before starting a trip. But for many people, the thought of food as the first thing in the morning is never a pleasure. So in spite of all the efforts, they still take no breakfast. Between 1977 and 1983, the latest year for which figures could be obtained, the number of people who didn't have breakfast increased by 33%--from 8.8 million to 11.7 million--according to the Chicago-based Market Research Corporation of America. For those who dislike eating breakfast, however, there is some good news. Several studies in the last few years have shown that, for grown-ups especially, there may be nothing wrong with omitting breakfast. ""Going without breakfast does not affect work,"" said Arnold E. Bender, former professor of nutrition at Queen Elizabeth College in London, ""nor does giving people breakfast improve work."" Scientific evidence linking breakfast to better health or better work is surprisingly inadequate, and most of the recent work involves children, not grown-ups. ""The literature,"" says one researcher, Dr Earnest Polite at the University of Texas, ""is poor."""	['written works on a particular subject']
Meat-eating plants can grow in wet and poor soil because they .	"If you travel to a new exhibition at the San Francisco Conservatory of Flowers, you will have chances to see some meat-eating plants. Take bladderworts, a kind of such plant, for example. They appear so small and grow in a quiet pond. ""But these are the fastest known killers of the plant kingdom, able to capture a small insect in 1/50 of a second using a trap door!"" Once the trap door closes on the victim, the enzymes similar to those in the human stomach slowly digest the insert. When dinner is over, the plant opens the trap door and is ready to trap again. Meat-eating plants grow mostly in wet areas with soil that doesn't offer much food nutrition. In such conditions, these amazing plants have developed insect traps to get their nutritional needs over thousands of years. North America has more such plants than any other continents. Generally speaking, the traps may have attractive appearance to fool the eye, like pitcher plants, which get their name because they look like beautiful pitchers full of nectar . Hair-like growths along the pitcher walls ensure that nothing can escape, and the digestive enzymes can get to work. A tiny insect can be digested in a few hours, but a fly takes a couple of days. Some of these pitchers are large enough to hold 7.5 liters. Meat-eating plants only eat people in science fiction movies, but sometimes a bird or other small animals will discover that a pitcher plant isn't a good place to get a drink."	['can get nutrition from animals']
It can be inferred from the passage that _ .	"Bissel is a small village of the West Sahara. It lies next to a l.5-square-kilometer oasis , from where three days and nights are generally required to go out of the desert. However, before Ken Levin discovered it in 1926, none of the Bissel villagers had ever walked out of the desert. Reportedly, they were not unwilling to leave this barren land. Many had previously tried but failed, always somehow finding themselves back at the oasis after several days of trying to walk out. When interviewed by Ken Levin, an expert at the British Royal College of Sciences, the villagers explained that no matter which direction they walked it always brought them back to the village.Why couldn't the Bissel villagers walk out of the desert? Levin was very puzzled. He had, by himself, managed to walk north from the village and reach the nearest town in three and a half days. He decided to carry out an experiment to solve the mystery. He and a Bissel villager called Argutel, would walk out of the desert together. They prepared enough water for a half-a-month journey and two camels. But this time Ken Levin didn't bring his compass. Levin would follow Argutel. Ten days later, they had walked for about 500 miles but were still in the desert. On the 11th morning, an oasis came into their view. They were back at Bissel. Levin now understood why the Bissel people couldn't escape the desert. They had no knowledge of the North Star, which had for centuries provided sailors and other travelers with a point of direction. In the desert, if a person goes forward relying only on their senses, they will not be able to travel in a straight line. Rather they will travel in a very large circle and eventually track back to where they began. Levin explained to Argutel the function of the North Star and said, ""As long as you rest in the daytime and walk towards the brightest star at night, you would be able to walk out of the desert."" Argutel did as he was told. Three days later, he came to the edge of the desert. Now in the West Sahara, Bissel has become a bright pearl, where tens of thousands of tourists come every year. Argutel's bronze statue stands in the center of the town. On its base are the words: _ ."	['tourism in Bissel has been greatly developed and improved']
It is probably most difficult for Smarter Child to_.	"To what degree can a computer achieve intelligence?The answer to this question may lie in a newly-developed US computer program called Smarter Child and the Internet. If you ran into Smarter Child online, you would be surprised at this kid's huge memory. It can recite many facts. For example, Smarter Child knows every baseball player in every team this season. He knows every word in the dictionary and the weather in every major city areas across the US. However, if you ask Smarter Child other questions, you get strange answers. A question about Smarter Child's age returns, ""One year, 11 days, 16 hours, 7 minutes, and 47 seconds!"" Asking where he lives gets, ""In a clean room in a high-tech building in California."" Smarter Child uses the vast information on the World Wide Web as his memory bank. To answer questions about spelling, for instance, Smarter Child goes to American Heritage Dictionary online. For the weather, he visits www.intellicast.com. Some scientists believe that by joining the many systems of the Internet, an artificial being with the combined knowledge of, say, Albert Einstein, Richard Nixon and Britney Spears could be born. However, if Smarter Child wants to think and learn on his own like the boy-computer David in the movie A. I. Artificial Intelligence, he must solve two problems. The first is that computers find it difficult to read web pages because the files are sorted in different ways. That's why programmers need to tell Smarter Child where to look for the weather. It would be a much more difficult task to let him find it himself. Another problem is that while Smarter Child can process information more exactly and faster than any human, he lacks common sense--a basic grounding of knowledge that is obvious to any young child."	['learn the ability to tell right behaviors from wrong ones.']
If you want to buy two copies of Balancing Work & Life and one copy of Happiness Now online, how much would you have to pay?	Shift Happens by Robert Holden Price: $ 6.49 It's an excellent book that will greatly improve your life. It has insightful wisdom that is easy toapply in everyday life. It's written in a very thoughtful and humorous way. Read it when you are stressed and it will help you remember what is important in your life. Balancing Work & Life by Robert Holden Price: $ 10.50 The book deals with the key challenges of our life. It is a must-read for anyone who is trying to balance work success, family joy and daily life. Practical techniques show you how to set your goals and make proper choices. Clear text and illustrations cover every aspect of defining success and achieving balance. Accessible charts and diagrams explore different choices for taking actions and provide examples. Happiness Now by Robert Holden Price:$8.00 This book explains what holds us back from being happy in our lives. Holden analyzes these similar questions and inthe process you will become more informed about what's really going on in your mind. This is a must-have book for anyone wanting to understand how your thoughts keep you from your happiness. The Secrets of Relationships by Renshaw Price: $9.50 Are you looking for a satisfying relationship? If so, you should read this book and discover: The secret of findingthe right partner The secret of communicating successfully The secret of getting along well with others The secret of getting what you want This book is your passport to a whole new relation-ship experience. Order online now and you can get a 20% discount. For more information, please click here.	['$23.20']
What style of paintings influenced Mary Cassette most?	Mary Cassette is one of the first great female American painters. She followed her dreams and became an artist. She was born on May 22, 1844, and lived in Europe for several years as a child . Her family returned to the United States and at the age of 16,Mary attended the Pennsylvania Academy of the Fine Arts.Four years later she found she couldn't learn any more in Philadelphia,so her parents sent her back to Europe.There she studied the techniques of the masters in Rome,Seville,Antwerp,and Paris. Mary received the chance of a lifetime in 1877 when the famous French painter,Edgar Degas,asked her to join a group of painters that included now--famous artists like Monet and Renoir.Their style of paintings is called Impressionism .They used primary color1s and short brush strokes in their works.They recognized Mary's powerful talent and invited her to exhibit in the Impressionist art shows. Mary painted what she saw:gardens, and portraits,especially of mothers and children in everyday life.One of her paintings,Young Mother and Two Children,was donated to the White House in 1954 where it hangs today. Mary never married and,in 1877,her parents and sister moved to Europe to join her.Mary devoted much of her time to them for the next 1 8 years.Mary painted until 1914 when her failing eyesight made it impossible to continue.She died in 1926 at the age of 82.	['Impressionism.']
From the passage, where may tornadoes come from?	Tornadoes are nature's most violent storms, which can cause deaths and destroy a neighborhood in seconds. A tornado appears as a funnel-shaped cloud from a thunderstorm to the ground with whirling winds that can reach 300 miles per hour. Damage paths can be over one mile wide and 50 miles long. Every state is at some risk from this disaster. Some tornadoes can be seen clearly, while rain or nearby low-hanging clouds _ others. At many times, tornadoes develop so rapidly that little, if any, advance warning is possible. Before a tornado hits, the air may become very still. A cloud of debris can mark the location of a tornado even if a funnel can not be seen. Tornadoes generally occur near the edge of a thunderstorm, when the strong wind may die down. It is not uncommon to see clear, sunlit skies behind a tornado. The following are facts about tornadoes: The average forward speed of a tornado is 30 MPH, but may also vary from still to 70 MPH. Debris is picked up or a cloud forms in the funnel. The average tornado moves from southwest to northeast, but tornadoes have been known to move in any direction. Tornadoes are most often reported east of the Rocky Mountains during spring and summer months. Tornadoes can happen together with tropical storms and hurricanes as they move onto land. Waterspouts are tornadoes that form over water. The tornado season in the southern states of America is March through May; in the northern states, it is late spring through early summer. Tornadoes are most likely to occur between 3 p.m. and 9 p.m., but can occur at any time.	['Thunderstorms.']
On Australia Day,families often _ .	"We spoke to three students from around the world about different national holidays.There are different customs for each festival. Tan Xiaodong,15,Hong Kong,China ""It'll soon be Chinese New Year.Before it,we'll clean the house and decorate it for good luck.Every shop is going to close for a few days and we'll go out a lot to celebrate in the streets.We might go and see the lion and dragon dances in the city center.I love this festival."" Wendy,16,Sydney,Australia ""Australia Day is on 26th January and it's an important holiday here.We always have a Monday off,so we celebrate for three days.My parents and I go to the countryside for a picnic and friends always come over.Many people go to beach parties or street parties and there's lots of music and dancing.What fun!"" Amy,14,New York,the USA ""The first Thanksgiving Day was hundreds of years ago when Europeans who came to America thanked God for his help.It's still a very important day for families to be together.This year we're going to visit my grandparents and we'll eat a delicious meal of turkey.Thanksgiving Day is on the fourth Thursday in November every year."""	['have a picnic in the countryside']
From the passage, we can learn that _ .	Researchers who study relationships have discovered that a big difference between those who make new friends easily, and those who don't, is that socially successful people tend to make eye contact with their conversation partners much more frequently than those who are less successful socially. In fact, you may be able to become much more socially successful by making this one simple change to your behavior. Most Americans prefer to have a lot of eye contact when they are talking with someone. When a person doesn't make eye contact with them, they tend to think that the person is hiding something or the person doesn't believe in himself/herself. When you are having a conversation and you want to leave a friendly impression, be sure to keep looking at that person frequently while you are talking. If it really bothers you to look directly into another person's eyes, you can gaze generally at, not above, the eyebrow area or the bridge of the nose; this is close enough to the eye region that you will appear to be looking at the person's eyes. But neither the hair or the shoulders have the same effect. Don't stare at other people too intensely, otherwise, you will look aggressive . Keep the majority of your focus on the other person. If you glance around the room too much, or look too frequently at other people, your conversation partner may guess that you are looking around for someone else you would rather talk with. You can lighten your nervousness by smiling more often, nodding, and by gazing at the entire face as well as the eyes. In addition, you can frequently look away for very short periods. When people get the sense that you are really paying attention to them, they will be much more likely to want to have conversations with you!	['looking at a person frequently can give him/her a good impression.']
Middle-aged people may feel subhealthy, because_.	Feeling tired lately? Has a doctor said he can't find anything wrong with you? Perhaps he sent you to a hospital, but all the advanced equipment there shows that there is nothing wrong with you. Then, consider this: you might be in a state of subhealth. Subhealth, also called the third state or gray state, is explained as a borderline state between health and disease. According to the study by the National Health Organization, over 45 percent of subhealthy people are middle-aged or elderly. The percentage is even higher among people who work in management position as well as students around exam time. Symptoms include a lack of energy, depression, slow reactions, sleeplessness, anxiety, and poor memory. Other symptoms include shortness of breath, sweating and aching in the waist and legs. The key to preventing and recovering from subhealth, according to some medical experts, is to form good living habits, alternately work with rest, exercise regularly, and take part in open air activities. As for meals, people are advised to eat less salt and sugar. They should eat more fresh vegetables, fruits and fish because they are rich in nutritional elements-vitamins and trace elements that are important to the body. Nutrition experts point out that it is not good to eat too much at one meal because it may cause unhealthy changes in the digestive tract . They also say that a balanced diet is very helpful in avoiding subhealth.	['they have more pressure in life and work']
Another man came in. By putting his hands on his stomach, he meant _ .	"A Frenchman was once traveling in England. He could not speak English at all. One day he went into a restaurant and sat down at a table. When the waiter came up, he opened his mouth, put his finger in his mouth and took it out. He wanted to showed, ""Bring me something to eat."" The waiter soon brought him a cup of tea. The man shook his head and put his finger in and out of his mouth again. The waiter understood him and took the tea away. In a moment he came back with a cup of coffee. But the man refused it. He shook his head again and again whenever the waiter brought him something to drink, for drinks were not food. When the Frenchman was going away, he saw another foreigner came in. This new comer saw the waiter, and put his hand on his stomach(,). That was enough. In a few minutes there was a large plate meat and vegetables on the table in front of him."	['he was hungry']
If your child joins in the Art Spot Birthday Parties, he will _ .	Swim Birthday Parties Ages 3 and up. Pool parties are during recreation swim in the 25-yard pool. Each party consists of an hour of celebration in a private room. Parties are for 1--5 children. All non-swimmers or children requiring floatation must _ from the pool and accompanied by an adult or guardian. Please contact Sarah Hagan 762--8384x210. Fee: Members $ 175/Non-members $225 Youth Fitness Birthday Parties Leave the party activities to us! Your party package includes:1/2 hour set-up,1 hour program time including equipment,props,etc.1 hour party time for cake,presents,etc.,1/2 hour clean-up time and 1 or 2 hours specialists. Parents supply decorations, food and paper goods. To schedule a Youth Fitness Birthday Party, call Mary Ann Genuario (x282). Fee:$295 for up to 10 children,$10 each additional child--16 children maximum. Non-member price available upon request. The Art Spot Birthday Parties The Art Spot offers a variety of creative fine art parties for Ages 4--Adult! We supply the invitations, a balloon bouquet , paper goods, project materials and a party host; all you need to bring is the cake! Parties are one and a half hours, the first hour the group create their art project, and last 1/2 hour is for cake and presents! Parties are usually held on Friday nights and weekends but weekday parties are available. Cost: $21 per child. Rain or shine there's no better place than the Art Spot for your child's next party! Nursery School Birthday Parties If planning a party is not your thing, let us do the work for you! We offer a variety of pre-planned parties to choose from. You may also do a combination of 2 parties for boy/ girl parties. All parties are on Saturday afternoons between the hours of 12:00 p.m. and 4:00 p.m. and are one and a half hours in length. Parties include a craft or activity and paper goods. You may arrive 15 minutes prior to your scheduled time to set-up. To schedule a party please contact Kim Murphy(x214). Fee(Up to 15 children):$200 Members/ $250 Non-member,$15 each additional child.	['create his own art project']
How many gold medals did Wang Meng win in Vancouver?	"China's Winter Olympians have been welcomed home as national heroes from Vancouver, Canada. The country enjoyed its best Winter Games results, collecting 11 medals in Vancouver--including 5 gold medals. With flowers and national flags in hands, many people waited at Beijing Airport for hours. Every member was received by a crowd of family members and friends. Hundreds of workers and fans welcomed the athletes and coaches back with color balloons and ribbons. Wang Meng who won three gold medals in Vancouver Winter Olympics said, ""We have shown the Olympic spirit and our Chinese sports spirit at the Vancouver Olympics. We Chinese athletes didn't fear to meet the strong opponents and had good team work."" ,."	['Three.']
What's the best title for this passage?	"The class teacher thought that hobbies were important for children. So she encouraged all her students to have one, and sometimes she arranged hobby shows for their parents to see as a result. One morning the teacher told the class to have a holiday and get their hobby things to school before 5 p.m. A hobby show would be held the following afternoon. So in the afternoon, the students with nothing to show did their lessons at school as usual, while the lucky ones had a holiday to go home for their hobby works. When the afternoon lessons began, the teacher was surprised to see that Tommy was not there. ""I don't believe Tommy has a hobby,"" she thought. However, at a quarter to five. Tommy arrived with a beautiful collection of butterflies in glass case. The teacher liked the samples very much and put them on a desk in the classroom. But, to her surprise, Tommy picked them up again and began to leave. ""What are you doing, Tommy?"" she asked. ""Those things must stay here until tomorrow afternoon. That's when the parents are coming to see them. "" ""I know that,"" answered Tommy, ""and I will bring them back tomorrow, but my big brother doesn't want them to be out of our house at night. "" ""But, aren't the butterflies yours?"" asked the teacher. ""No,"" answered Tommy. ""They are my brother's."" ""But Tommy, you should show your own hobby here, not somebody else's. "" ""I know that,"" answered Tommy. What surprised her most was the answer. ""My hobby is watching my brother collecting butterflies. """	"[""Tommy's Hobby""]"
What is the main idea of this passage?	Do you think of white when someone talks about a polar bear? In fact, the polar bear does not have white fur. It just appears to be white. Polar bears have a very good sense of smell. It helps them to find food. During summer, polar bears sleep longer, because they are able to find their food more easily at night. Usually, after a meal, polar bears have a short sleep. A polar bear can have 2-3 babies at a time. They live with their mothers until they are about two-and-a-half years old. However, polar bears will die out soon because of people. There are only 20,000 to 25,000 polar bears in the world. The ones that are left are trying to survive today. The number of polar bears is becoming smaller and smaller because of the loss of sea ice-- polar bears mostly inhabit the sea ice, not the land ice. This is happening because of global warming , pollution, hunting and so on. Ordinary people don't care, but great people have the power and want to save tigers, fight for giant pandas and save polar bears. Ordinary people will wait, but great people will find a new world. For me, I will not waiting. I will take the bus more often from now on. Join me and save the polar bears, and, of course, the tigers, the giant pandas and...	['To talk about polar bears and suggest that people protect animals.']
Davina MacKail expects people to use his Dream Dictionary when they _ .	"Trying to leave work at the office is proving to be a challenge for many British workers,with research showing that heavy workloads,conflicts and bosses all make an appearance in dreams. Work-related issues are the number one topic featuring in dreams,with colleagues invading shut.eye time more than celebrities.More than 20 per cent surveyed admitted that they regularly dream about their boss.One in three dreams about work when they are stressed in their job and a quarter stated that they dream about a colleague if there was a conflict with them earlier that day. Of the 2,000 people surveyed,20 per cent dreamed more if they were under pressure or stressed.The research found that the average person dreams most nights,with only 12 per cent saying they never dream.However, dreams often leave people confused,with 52 per cent saying they do not make sense and 60 per cent wishing they could know what they mean. Commenting on the survey carried out by One Poll for Premier Inn hotels,dreams expert Davina MacKail said:""Whether we are asleep or awake.a problem with a colleague or stress at work can really affect us.More than half of the nation stated that their dreams don't make sense so I have worked with Premier Inn to make a Dream Dictionary to help dreamers to understand why they dream what they do and what those dreams mean."" A spokesman for Premier Inn said:""It is really important to try to unwind after a hard day at work but that is easier said than done if something is playing on your mind."""	['do research about dreams']
The spokeswoman thought _ .	"Has anyone been prepared for the possibility that unexpected poor visibility will stop the pilot from landing? If your pilot is forced to turn back only for his lack of passing a certain test, you will be certainly shocked. This very thing happened to the passengers on Flight BE1431 on Thursday. Just minutes before landing on Charles de Gaulle Airport , Paris, the pilot, a very experienced one, told his passengers, ""Unfortunately I'm not qualified to land in Paris for the poor visibility. To do so a level II qualification is required, which I have not gained. We'll have to fly back."" Then, you may guess how the passengers felt about their flight back to the starting airport. A spokeswoman said the pilot was really experienced with more than 30 years flying a number of different passenger aircraft types. ""But he has recently transferred from flying aBQ300 to aBQ400, so hehas to regain his qualification for landing in such conditions as the thick fog he experienced this time,"" she said. ""The pilot, therefore, quite correctly turned the aircraft back, a decision 100 percent accepted by the aviation officials in the company."" One passenger said she had missed an appointment for an interview in prefix = st1 /Paris. ""I might have had a nice chance to work inParis,"" she told the local newspaper. ""The whole thing sounds hard to believe. If I had not been on the plane, I would take it as a funny story!"" The British Civil Aviation Authority described the incident as one that was ""quite unusual but probably not unheard of,"" because there are different classifications of aircraft with different qualifications for landing in different climatic conditions and when an aircraft is updated, the pilots have to get retrained, even though they have enough skills to do the job successfully. Poor pilot, it's not really his fault..."	['the pilot did what he should']
