question	context	answers
The text does NOT mention _ as a basis for volunteering.	Volunteering can help you deal with stress and problems, have more confidence, and introduce you to exciting new ideas and people. But what kind of volunteering should you do? Firstly, think about what you enjoy. What are you interested in? What do you want to be when you grow up? For example, if you love animals, you can volunteer to care for abandoned pets or injured wildlife. If you want to grow up to be a doctor or a nurse, you can look for a youth volunteer program at a local hospital. Secondly, think about what you're good at. What skills do you have? What kinds of jobs do you do best? Try to find a volunteer position that will let you make the most of your strengths and talents. For example, if you're a great speaker, then you could try educating others about a problem you care about. If you're a cook, you might find a way to help feed hungry people in your area. Thirdly, look for what your own community needs. What should be improved in your town, city, or school? What types of volunteer projects would do the most good? For example, if there are a lot of homeless people in your area, you could raise money to help them. If your town has empty areas filled with dirt or rubbish, you could organize or join a group to plant trees and flowers to make these areas more attractive. The problems of the world, or even just of your community, might seem gigantic. Some people might even feel like there's no point trying to do anything, since what they can contribute seems so small. But every person is important, and can do some good and make a difference. Like you!	['what one gets in return']
From the survey we know _ like fast food best.	A lot of people in the world eat fast food.When you go into a fast food shop, you can see many people are enjoying their meals there.But which country people like fast food best? Do you know? A survery says : The English people are the biggest fans of fast food in the world, but the French people are the least interested in fast meals. The survey of thirteen countries shows :45% of the English people say they can't live without fast food, because it's delicious.44% of Americans and 37% of Canadians say the same. The French people ,they have their own delicious and high-class _ , so thy don't like fast food.81% of them think it is not healthy, and 75% of the Japanese think so too. How about the Chinese? How often do you have hamburgers or fried chicken?Do you like Western fast food or Chinese food.The most important thing is to keep a healthy diet.	['the English']
Those who were against his ideas of Special English programs said _	Henry Loomis served as director of the Voice of America for seven years starting in 1958.Mr Loomis played an important role in creating the Special English service . Henry Loomis was born in 1919 Tuxedo Park , New York. His father was Alfred Lee Loomis , a rich New York City businessman .In 1940, Henry Loomis dropped out of Harvard University to join the United States Navy .He was able to put to good use his knowledge of radar technology that he had learned about because of his father's work .After graduating at the top in his naval training class, Henry Loomis became a teacher at the Navy's radar training school in Hawaii. By the end of World War Two, Henry Loomis had received many honors for his service, including a Bronze Star and an Air Medal. He left the Navy in 1946 to begin graduate studies. Henry Loomis later moved to Washington, D.C. to begin another part of his career in public service. He held positions in the Department of Defense and other agencies: In 1958, he became director of the Voice of America. During his travels around the world, Mr. Loomis saw that English was becoming an important international language. He believed that it was important to make English easier to understand by listeners of VOA broadcasts whose native language was not English. So Mr. Loomis asked VOA program manager Barry Zorthian to develop a way to broadcast to listeners with a limited knowledge of English: The result of this effort was Special English: The first Voice of America broadcast in Special English took place on October 19th, 1959. Those against his ideas at the time said the Special English method of broadcasting at a slower rate with a limited vocabulary would never work, it was not practical. American embassies demanded that the program be called off. But Mr. Loomis supported the program. Soon, VOA began to receive hundreds of letters from listeners praising the program. Special English programs became some of the most popular on VOA. We are pleased to say that our programs still are.	['Special English programs were not practical']
_ is Tian Fuzhen's English name.	Do you know S.H.E.? It is a singing group from Taiwan, China. Three girls are in it. They are Seilina, Hebe and Ella. Their Chinese names are Ren Jiaxuan (Seilina), Tian Fuzhen (Hebe) and Chen Jiahua (Ella). Look! Here is a photo. Silina is very nice. Her hair is long. She is not short and not tall. Ella looks like a boy. She is medium built . She has short hair. She is cool! Hebe is a nice girl. She isn't tall. She is medium build, too. Her hair is not long.	['Hebe']
What makes each person different from anyone else except twins according to the passage?	While learning the science lessons, I used to get a doubt--why ear, nose, tongue and eyes should be called as special senses? The basic reason is that these are the channels through which we maintain contact with the surroundings. Though apparently it may feel like these are individual sensory organs, they do show some connectivity. Interestingly, our hearing is less sharp after we eat a heavy food. Isn't it good for a sound nap after a stomach-full meal? That does not mean we go deaf after a meal, but the hearing pitch does change after a heavy meal. We usually give credit of the taste to our tongue, but do you know that unless saliva dissolves something, our tongue cannot recognize the taste of the food eaten. Taste is nothing but the food chemicals dissolved in the saliva being sensed by the taste buds present on the tongue. Try to dry off your tongue and mouth with a tissue paper and then taste something. Women are much better smellers than men. They are born with this characteristic ability and can correctly recognize the exact fragrance of the sample. We all can store almost 50,000 different smells, which are strongly tied to the memories. Pupils do not respond to light alone, but to the slightest bit of noise around too. Thus surgeons, watchmakers and those professionals who have to perform a much delicate job do prefer to have a sound-free environment. Even a small noise can enlarge their pupils, change the focus and make their vision less clear. Each and every one of us has a particular or individualistic or characteristic smell, which is unique to us, except the twins. This smell is very subtle yet can be sensed even by a newborn. It may be due to this smell that the newborn recognizes the presence of his parents around.	['The particular smell of a person.']
From this passage, we know _ are football fans.	"Henry works in a factory. He comes from a poor family and was in school for only four years. He has to do the hard work, but he hasn't got much money. He likes to watch football matches very much and spends much time on it. One evening there was a big football match on a playground. He borrowed some money from his friend and hurried there. There were a lot of people there. And all the tickets were sold out. He was sorry for it. He saw a pole outside the playground and climbed up it quickly. A policeman came and said, ""It's dangerous to stay on it! Come down!"" ""Wait a minute, please!"" Henry said and just at that moment the policeman heard cheers in the playground and asked in a hurry, ""Which team has kicked a goal?"" ""Ours!"" ""Wonderful! You can stay there. But take care!"" the policeman said happily and left. When the match was nearly over, he came again and asked, ""Who's won?"" ""Theirs, 3:2."" ""Come down,"" said the policeman angrily. ""Such a match isn't worth watching!"" Henry had to come down. But soon they heard cheers again. The policeman said anxiously, ""Climb up and quickly and see who's kicked a goal!"""	['both Henry and the policeman.']
Where is Jimmy's schoolbag?	Jimmy is at school now. He is in the classroom, but he can't find his schoolbag. Where is it? Is it lost? Oh, no! It is in his room. He doesn't take it to the school. He calls his sister Sally and asks her to take his school things to the school. Here are his school things. His schoolbag is on the chair. Under the chair is his pencil box. His notebook is on the desk. His dictionary is on the bed. His pencils aren't in the pencil box. They're on the sofa. Oh, Sally, don't forget to take his baseball. Jimmy always plays baseball after school. But where is his baseball? Oh, it's under the table.	['In his room.']
The main reason why people fail to act when they stay together is that _ .	Thirty-two people watched kitty Genovese being killed right beneath their windows. She was their neighbor. Yet none of the 32 helped her. Not one even called the police. Was this in gunman cruelty? Was it lack of feeling about one's fellow man? Not so, say scientists John Barley and Bib Fatane. These men went beyond the headlines to probe the reasons why people didn't act. They found that a person has to go through two steps before he can help. First he has to notice that is an emergency . Suppose you see a middle-aged man fall to the side-walk. Is he having a heart attack? Is he in a coma from diabetes ? Or is he about to sleep off a drunk? Is the smoke coming into the room from a leak in the air conditioning? Is it steam pipes? Or is it really smoke from a fire? It's not always easy to tell if you are faced with a real emergency. Second, and more important, the person faced with an emergency must feel personally responsible. He must feel that he must help, or the person won't get the help he needs. The researchers found that a lot depends on how many people are around. They had college students in to be tested. Some came alone. Some came with one or two others. And some came in large groups. The receptionist started them off on the tests. Then she went into the next room. A curtain divided the testing room and the room into which she went. Soon the students heard a scream, the noise of file cabinets falling and a cry for help. All of this had been pre-recorded on a tape-recorder. Eight out of ten of the students taking the test alone acted to help. Of the students in pairs, only two out of ten helped. Of the students in groups, none helped. In other words, in a group, Americans often fail to act. They feel that others will act. They, themselves, needn't. They do not feel any direct responsibility. Are people bothered by situations where people are in trouble? Yes. Scientists found that the people were emotional, they sweated, they had trembling hands. They felt the other person's trouble. But they did not act. They were in a group. Their actions were shaped by the actions of those they were with.	['they do not have any direct responsibility for those who need help']
"The best title of the passage is "" _ ""."	"Jim was a 15-year-old boy living with his little sister, Joy. Their parents had passed away long ago. Jim took care of Joy by himself. One day, Jim woke up at 3 in the morning as usual. When Joy was sleeping alone, Jim left their little house to deliver newspapers. As he did so, he found something unusual. One man was sitting in front of Jim's house. Jim was so surprised that he stopped to look at him closely. It was an icy morning and he looked very old. The poor old man didn't have anything to cover himself with. Jim went into his house to get the old man a blanket . However, there were no extra blankets, so Jim thought hard and took his father's coat. It was the only thing of his father's that he had left. Jim wrote a short note. ""Sir, I found you sleeping in front of my house. This is my father's coat. I hope it fits you well."" He put the note in a pocket of the coat, and covered the old man with the coat. Then he went to work. When he came back three hours later, both the man and the coat were gone. Jim thought that it was the best thing he could have done with his father's coat. That afternoon, Jim hurried home after school because Joy was at home alone. However, Joy and the old man were standing in front of the house, and Joy shouted to Jim, ""Brother!He's our grandfather!"" The grandfather smiled and said, ""Jim, I have been looking for you all around the country for eight years. I'm not rich. But I can take care of you two. Thank you for giving me the coat and letting me know what a good person my grandson is. This coat was the very one that I gave my own son, a long time ago."""	"[""Father's coat""]"
What can we learn about Decio?	If you are a fruit grower--or would like to become one--take advantage of Apple Day to see what's around. It's called Apple Day but in practice it's more like Apple Month. The day itself is on October 21, but sinceit has caught on, events now spread out over most of October around Britain. Visiting an apple event is a good chance to see, and often taste, a wide variety of apples. To people who are used to the limited choice of apples such as Golden Delicious and Royal Gala in supermarkets, it can be quite an eye opener to see the range of classical apples still in existence, such as Decio which was grown by the Romans. Although it doesn't taste of anything special, it's still worth a try, as is the knobbly Cat's Head which is more of a curiosity than anything else. There are also varieties developed to suit specific local conditions. One of the very best varieties for eating quality is Orleans Reinette, but you'll need a warm, sheltered place with perfect soil to grow it, so it's _ for most apple lovers who fall for it. At the events, you can meet expert growers and discuss which ones will best suit your conditions, and because these are family affairs, children are well catered for with apple-themed fun and games. Apple Days are being held at all sorts of places with an interest in fruit, including stately gardens and commercial orchards .If you want to have a real orchard experience, try visiting the National Fruit Collection at Brogdale, near Faversham in Kent.	['It is rarely seen now.']
Which of the following statements is TRUE according to the passage?	"What would you do if your pet cat died just before Christmas? Many cat lovers would go out and buy another cat. But one American woman was unable to bear life without her much loved pet cat Nicky. He had been with her for 17 years; and when she knew he was going to die, she had him cloned. Little Nicky was cloned by an American company, called GSC. But the new cat cost his owner $50,000. ""He is the same. His characteristics are the same,"" the woman told news reporters. The company, Sausalito-based Genetic Savings and Clone, made her available to speak to reporters only on condition that her name or hometown was not used. The woman said she feared being the target of groups against cloning. ""Nicky loved water, which is an unusual characteristic of cats. Little Nicky jumped into my bath. Most cats are afraid of water, but Little Nicky is different: he loves it, just like my old cat,"" said the woman, who said she was in her early 40s and worked in the airline industry. The company delivered Little Nicky two weeks ago and was expected to publicly announce the news on Thursday. However, the cat's creation has raised heated debate. Many people have said they felt disgusted at the amount of money spent on cloning a cat. They said that she should have chosen one of the many cats without a home -- cats like this are a common problem in many countries. The woman has only told news reporters her first name, Julia, but she has already received nearly 100 frightening letters from angry people, who say that cloning is against nature. Little Nicky was not only expensive, but also, like all cloned animals, may have more health problems than an animal which was born in the usual way. GSC said it had to try 80 times before it succeeded in producing a cloned cat. The company is now using new techniques and soon they hope to produce cloned dogs as well as cats. GSC said that if people were not happy with the cloned cats or dogs, they could have their money back. At the moment the cost of cloning is very high, but the manager of CSC said he hoped that eventually it would go down, and that in five years, the cost should be $20,000 for a dog or $10,000 for a cat."	"[""People could get the money back if they aren't satisfied with the cloned pets.""]"
If Mary chooses a twin room and pick-up service(two-way), how much should she pay per day?	Homestay UK/Great Britain Here you will find a selection of homestay hosts and host families in the UK. If you want to learn more about the British host family of your choice, please click on information at www. Homestaybooking. Com. You will then see a personal introduction of the UK homestay host. If you don't want to search yourself, just register for free and receive our matching recommendations. Chika and Tara from London, the United Kingdom Information about the homestay host Chika is 28 years old. She is away from home most of the time. Tara is 18 years old. She is at home every day. They both speak English. Chika and Tara's guests can stay for at least 5 nights and up to a maximum of 365 nights. Chika and Tara have no children living at home. It is a non-smoking residence . No pets live in this household. Information about the homestay accommodation The accommodation is in London. The name of the neighborhood is Greenwich. The distance to the city center is 1.6km. The next access point to public transport is at 15 m distance. Three guests can stay in Tara and Chika's house at the same time. The following accommodation is generally available: Single room with shared use of the family bathroom *Size: 12.0 m2 *Facilities: desk, Internet access, mirror, hairdryer and wardrobe *Price per night per person: PS20.00 per night(one single) Twin room with shared use of the family bathroom *Size: 15.0 m2 *Facilities: TV, desk, Internet access, mirror, hairdryer and wordrobe *Price per night per person: PS20.00 per night(one guest) PS17.00 per night(two guests) The room charge includes the following services: Internet access, regular room cleaning, breakfast, free use of the washing machine. Additional available service at an extra charge: Pick-up service(PS60.00 one-way); Lunch(PS6.00 per person per day); Dinner(PS6.00 per person per night) Vegetarian meals are available.	['PS140.']
Which statement is compared by Mr. Last to the change from monkeys to apes, and apes to humans?	"By 2050, a completely new type of human evolve as a result of extremely new technology, behavior, and natural selection. This is according to Cadell Last, a researcher at the Global Brain Institute, who claims mankind is undergoing a major ""evolutionary transition"". In less than four decades, Mr. Last claims we will live longer, have children in old age and rely on artificial intelligence to do ordinary and boring tasks. This shift is so significant, he claims, it is comparable to the change from monkeys to apes, and apes to humans. ""Your 80 or 100 is going to be so radically different than your grandparents,"" Mr. Last says, who believes we will spend much of our time living in virtual reality. Some evolutionary scientists believe this age could be as high as 120 by 2050. Mr. Last claims humans will also demonstrate _ , according to a report by Christina Sterbenz inBusiness Insider. This refers to something known as life history theory which attempts to explain how natural selection shapes key events in a creature's life, such as reproduction. It suggests that as brain sizes increase, organisms need more energy and time to reach their full potential, and so reproduce less. Instead of living fast and dying younger, Mr. Last believes humans will live slow and die old. ""Global society at the moment is a complete mess,"" he told MailOnline. ""But in crisis there is opportunity, and in apocalypse there can be transformation. So I think the next system humanity creates will be far more sophisticated, fair, and abundant than our current civilization."" ""I think our next system will be as different from the modern world, as our contemporary world is from the medieval world. The biological clock isn't going to be around forever,"" he added, and said that people could pause it for some time using future technology. The change is already happening. Today, the average age at which a woman in Britain has her first baby has been rising steadily stands at 29. 8. In the US, just one percent of first children were born to women over the age of 35 in 1970. By 2012, that figure rose to 15 percent. ""As countries become socio-economically advanced, more and more people, especially women have the option to engage in cultural reproduction,"" Mr. Last added. And as well as having more child-free years to enjoy leisure time, he believes artificial intelligence will make up the need for low-skill jobs. We may also spend a large amount of time living in virtual reality. ""I'm not quite sure most people have really absorbed the implications of this possibility,"" Mr. Last said. His views are detailed in a paper, titled ""Human Evolution, Life History Theory, and the End of Biological Reproduction"" published Current Aging Science."	['We use intelligent robots to do everyday housework.']
How many animal sounds are mentioned in the text?	"""Your homework is to collect sounds and take them down,"" Mrs. Olson said before class was over. She handed out sheets of paper shaped like giant ears. On his way home, Colin glared out of the school-bus window. Not fair, he thought. How could he collect enough sounds on his family's farm? If only he lived in the town. He got off the bus when it stopped at his mailbox. But he wasn't in the mood to wave as it drove away. ""I'm home!""Colin called when he pushed open the gate. He threw his schoolbag down on a kitchen chair. ""How was school?"" His mother asked, walking in with his baby brother on her shoulder. ""I've got homework,"" Colin complained. ""Eat something before _ "" His mother gave him the animal biscuits. Colin ate two tigers, three lions, and a seal, then drank some milk. Astrid, Colin's dog, woofed as Colin walked toward the barn .Her young dogs were yipping. Colin placed dog food into their pan. In the chicken house, Colin hurried two hens from their nests.He put their warm eggs into his jacket. The black cow napped in the sun. Colin woke her when he poured corn into her pan. ""Moo, thank you!""she seemed to say. Colin put the eggs in the kitchen, then climbed to his tree house as usual. He could see Dad's beehives by the field. Six hives usually meant plenty of humming noise. But today he couldn't hear it over the chattering sound of the sparrows,How could a person think? ""QUIET!""Colin shouted. Suddenly, he sat up straight. Cows mooed and young dogs yipped. Chickens crackled in their yard. When Astrid began woofing below, Colin smiled broadly. ""I hear you!""he called. He hurried down from the tree."	['6.']
What do we know about the people who dedicated their lives to the cave before?	"Once upon a time, a man was walking on a mountain when he found an incredible cave with all kinds of treasure inside it. So he gave up his job, his home, and his friends, and spent all his time guarding the cave. He was so dedicated to it that he hardly ate or drank, and before long he fell ill. One day, when he could hardly move at all, he decided to share the treasure. He crawled into the cave to get a handful of jewels, but discovered, to his horror, that it was empty except for a small emerald . The man took it, and gave it to the first person he came by, a woman. Then an old man came by. ""What bad luck!"" the man said. ""Just a moment ago I gave a woman the last of the treasure I was guarding."" ""Are you sure there is nothing left?"" the old man asked. The man took him into the cave, where they found a chest with jewels and some bags of gold. The man was shocked, and the old man explained to him, ""At last! At last someone has broken the spell of this cave. This is the Cave of Treasure, and you're the first to have passed its great test. Many have dedicated their lives to this cave, only to end up realizing there was nothing here..."" ""And why does this happen?"" the man asked. ""This magic cave has only as many riches as your own heart. When someone discovers it, the cave is filled with treasure, but later, when they have devoted themselves to guarding the treasure, their hearts empty, as does the cave. The only way to fill it is by filling your heart with all that is good, as you did by giving the woman that last jewel."" From that day on, the man understood that it was better to share than to keep. Thanks to the cave and the old man, he became noble and generous."	['They all found the cave empty at last.']
According to the passage, probably Gloria did the following excep _ .	"Singing had always been an important part of Gloria Estefan's life. ""Since I was three years old, I sang. I sang everything,"" Gloria said. ""Cubans,"" she added, ""are a musical people"". Gloria was born in Cuba in 1957. Her family left the country just before Fidel Castro came to power. In Miami, where the family settled, many people did not accept Cuban immigrants. In first grade, she spoke little English, but she worked hard to learn the language. Six months after she entered school, she won an award for reading in English! When Gloria was ten, her father returned from the Vietnam War. Soon, the family realized he wasn't well. They soon found out that he was badly ill. Her mother went back to teaching at school to support the family. Gloria cared for her father and her younger sister. She still made the honor roll, and she still had her music, but Gloria was lonely. However, when the band leader Emilio Estefan came to speak at her high school, Gloria sang for him. He asked her to join his band. It was the beginning of the Miami Sound Machine. Within a few months, the Miami Sound Machine was the top band in Miami. In 1978 Gloria and Emilio married. At first, the Miami Sound Machine was known only in Miami. Then the band signed with CBS Records. Estefan and his band became stars. Since then, the Miami Sound Machine has sold millions of records. Gloria has done more than just singing when Hurricane Andrew hit central Florida in 1992. She used only two weeks to organize an all-star concert that raised $2 million for the people who suffered in the hurricane. ""We needed a party after that _ ,"" she said. Gloria said, ""You have to stay true to the music you really love to do. There will always be people who will tell you, 'that won't work.' You've got to be firm in spite of difficulties. Stick to it--that's the main thing."""	['teaching at school to support the family']
The passage mainly tells us _ .	A blocked airway can kill someone in three to four minutes, but it can take more than eight minutes for an ambulance to arrive. So a simple procedure such as opening someone's airway can save their life while they're waiting for emergency medical help. This means you're more likely to give first aid to someone you know than a stranger. There are many misconceptions surrounding first aid. Below are the 'most popular' ones with details of what you should do. You should put butter or cream on a burn. The only thing you should put on a burn is cold water - keep the butter for cooking. Put the affected area under cold running water for at least ten minutes. The best way to treat bleeding is to put the wound under a tap. If you put a bleeding wound under a tap you wash away the body's clotting agents and make it bleed more. Instead put pressure on the wound with whatever is available to stop or slow down the flow of blood. As soon as possible call 999. Keep pressure on the wound until help arrives. Nosebleeds are best treated by putting the head back. If you put the head back during a nosebleed, all the blood goes down the back of the airway. Instead advise them to tilt their head forwards and ask the person to pinch the end of their nose and breathe through their mouth. You need lots of training to do first aid. You don't - what you mostly need is common sense. You can learn enough first aid in a few minutes to save someone's life - whether it's from a book, attending a course or watching videos online. Remember: anyone can save a life	['some misunderstanding about first aid']
Which of the following is TRUE?	Rules in the reading room Hello, everyone. Welcome to the school reading room. We hope you have a good time here. Before you go into the reading room, there are some rules you need to keep. 1.The reading room is open from 8:00 a.m. to 5:00 p.m. from Monday to Friday. 2. Don't take your bag into the reading room. 3. Don't talk loudly in the reading room. 4. Don't take any food or drink into the reading room. 5. Take only one book at a time. After you finish reading the book, you must put it back and then you can take another one. Don't take many books to your seat. 6. Before you leave, you must the book to the bookshelf. You can't take any book out of the reading room.	['You can read in the reading room at 4:00 p.m. on Wednesday.']
According to the research, the self-controlled people _ .	"Self-control can make you happier not only in the long-run, but also in the moment. The research showed that self-control isn't about giving up desires, but more about managing conflicting goals. Since most people consider highly self-controlled ones as being more task-centered, the scientists decided to find out the connection between self-control and people's happiness to determine if being self-disciplined leaves people feel less joyful. Through a set of tests-including one that assessed 414 middle-aged participants on self-control and another that randomly interviewed volunteers on their smart phones about their mood and any desires they might be experiencing, researchers found a strong connection between higher levels of self-control and satisfaction. The smart phone experiment also showed how self-control may improve mood. Those who showed the greatest self-control reported more good moods and fewer bad ones. But this didn't appear to be linked to being more able to resist temptation --it was because they exposed themselves to fewer situations that might inspire desires in the first place. They were doing a number of things that bring them happiness and avoiding problematic desires and conflicts. That became clear in the study's last experiment, which looked into how self-control affects the way people handle goals that conflict with one another. In particular, the researchers were interested in how self-disciplined and less-disciplined people differed when it came to choosing among ""virtues"" and ""vices"" like the pleasure of eating sugar cookie vs. the pain of gaining weight. Participants were asked to list three important goal conflicts they experienced regularly and were also questioned on how they managed to balance the goals. The highly self-controlled showed an obvious difference from those with less discipline over their lives. They tended to avoid creating situations in which their goals would conflict, and reported fewer instances of having to choose between short-term pleasure and long-term pain. As a result, they experienced fewer negative emotions. And self-control doesn't always mean _ : it may mean saving now to get big payoff later. For dieters, it means making choices to avoid entering a bakery since you are more likely to buy a cupcake. Granted, self-control isn't the best way to instant satisfaction, but it may bring something even better: long-term contentment."	['are better solving problems and conflicts']
How long does Mrs.Jones talk about the cotton dress?	"One day Mrs.Jones goes shopping.When her husband comes home in the evening,she begins to tell him about a beautiful cotton dress.""I see it in a shop this morning,""she says. ""And--and you want to buy it.""says her husband,""How much does it cost?"" ""Forty pounds."" ""Forty pounds for a cotton dress? That's too much!"" But every evening,when Mr.Jones comes back from work,his wife continues to say only about the dress,and at last, after a week,he says""Oh,buy the dress.Here's the money!""She is happy. But the next evening,when Mr.Jones comes home and asks,""Do you buy the famous dress?--'No,""she says. ""Why not?""he asks. ""Well,""Mrs.Jones says,""it is still in the window of the shop after a week,I think nobody else wants this dress,so I don't want it,either."""	['A week.']
Self-tracking was firstly come up with by _ .	"What Is Self-tracking All about Perhaps you've tracked how many kilometers you've run, how many hours you've slept or how much you've eaten in a day. If so, you've taken part in a popular movement called the ""Quantified Self Movement"" or ""Self-tracking"". Maybe you've wanted to change a bad habit but couldn't. Self-tracking may be your answer. The idea is to collect information about your everyday activities and analyze them to help improve and form a healthier lifestyle. Recently, tools such as smartphones, apps, along with newly published wearable things, are making self-tracking easy. Today, one can use Fitbit, the Jawbone Up, Google Glass or a smart watch to record personal data including sleeping hours, stress levels, heart rate and mood. So why does a person self-track? Someone may be trying to lose weight or improve their sleep. Another person feels tired after eating. Self-tracking could help him to know what foods make him sleepy and watch his diet. [:Z#xx#k.Com] Tracking daily activities isn't a new concept. In years past, athletes and their coaches kept notes food, training and sleep in order to achieve an athletic goal. Similarly, doctors have also helped patients to record parts of their lifestyles and eating habits to help fight health problems. However, it wasn't until 2007 that magazine writers Gary Wolf and Kim Kelly created the term ""Quantified Self"" or ""self-tracking"". Although self-tracking has many advantages, Dennis Nash, president of Data Speaks Health Solutions, says self-tracking has its disadvantages. Once people start tracking their daily activities, it can become an extra task people like to do often. Also, they might begin to worry too much about their health. Though self-tracking doesn't make sure that one's quality of life will improve, it can encourage people to make healthier choices."	['two magazine writers']
According to the passage, being a vegetarian helps _ .	I am a vegetarian . Many people are quick to think of vegetarianism as strange behavior. I treasure our Earth, and since we only have one, we should protect it and the wildlife that lives on it. But that's only one of the reasons to be a vegetarian. Vegetarians may live longer, healthier lives. There is a connection between red meat consumption and various diseases. From an economic standpoint, it requires less land, money and energy to produce foods for a vegetarian diet. While there are many benefits to being a vegetarian, only a handful of those who attempt to adopt this lifestyle succeed. The most important quality required to be a vegetarian is firmness since surrounded by the _ of meat, we tend to give up vegetarianism easily. Creativity is almost as important as commitment. It's easy to tire of eating nothing but salad. But with a little creativity and some soy products, almost any meal can become vegetarian-friendly. Not everyone wants to be vegetarian. Accepting this is part of being a vegetarian with style. Forcing your beliefs on others is disrespectful. Stylish vegetarians should also be able to turn down a meaty dish politely without annoying their hosts. Being a successful vegetarian has been easy for me, but it may not be so for others. A common mistake is quitting before your body has adjusted to the change. It can be difficult to keep the lifestyle in the beginning because of temptation. However, it fades over time. Another common mistake is quitting because you've been misinformed about the nutritional wisdom of being a vegetarian. That's why it is vital to be educated. Countless people will tell you that it's impossible to obtain the nutrients and protein your body requires without meat, but they are incorrect. People actually need only 44-55 grams of protein a day, and that is easily found in a vegetarian diet. Many meat eaters are consuming three times that amount, which is not beneficial. It leads to diseases. Vegetables can also supply all the vitamins, minerals and nutrients your body needs. However, if you're still not convinced, you can take a multi-vitamin.	['protect the wildlife']
How long should young boys and girls need to sleep a day?	"If you want to keep healthy, you should have good habits. What is a habit? It is something we do very often. We don't even think when we do it. It has become a part of our lives. ""Early to bed, early to rise makes a man healthy, wealthy and wise."" This is an old English saying. Do you know what it means? It means that we must go to bed early at night and get up early in the morning. If we do, we shall be healthy, rich and clever. Is this true? Perhaps it is. We know the body must have enough sleep. Boys and girls need eight or nine hours' sleep every day. Some people go to bed late at night and get up late in the morning. This is a very bad habit. Then you will not think or do your work well. Of course, you can't be healthy, wealthy or wise. When we get up early in the morning, we can go out and do morning exercises. Exercise means doing things with the body. Walking, running jumping, swimming, and playing ball games are all exercise. If we don't exercise, our body will become weak. Exercise helps the blood to move around inside our body. Blood takes food to all parts of our body. Our body also needs air to breathe. Without air, we will die. We must have lots of clean fresh air if we want to be healthy. That is why many people like to go out to do morning exercise."	['Eight hours or so.']
The children in Summer Camps may do the following EXCEPT _ .	"About us Summer Camps offer many programs that develop athletic skills, teamwork and healthy habits to kids. We create a safe and noncompetitive environment for learning and making friends. Our counselors are required to complete much training. Directors and head counselors are certified in CPR and First Aid and so on. Full-day Camp (ages 6-13) A typical camp starts with soccer, kickball, basketball or field games. After lunch, the kids do three activities. Depending on location, there are swimming, science and nature, arts and crafts, rope courses. Li'1 Rascals Day Camp (ages 3-5) Preschoolers get all the fun of full-day camp in half the time. Activities include arts and crafts, sports, games and relays. Each week has different themes. All participants must be able to be taught to use a patty . Specialty camps (ages 14-16) These specialty camps build many athletes. Our experienced staff will help your child be excellent in his or her favorite sport. *Tennis *Basketball *Soccer *Dance *Cheerleading Fee: $120 Contact Information Call: 068-990-3224; E-mail: summercampsforkids@hotmail.com or Write to: 125 Seventh Avenue South New York, NY 10014 What the parents from last year say about the camps: ""All the activities were perfect. My son definitely wants to return next year and I will recommend the camp to others."" --Kate ""I think this is one of the best camps that my children have attended. The counselors and directors are enthusiastic and friendly. The programs are excellent and it is the only camp that they ask to go back to."" --Jack ""My children had an excellent time at your camp. I was very impressed by both your friendly, helpful counselors and directors and the excellent way that the entire camp was organized and run. I will consider next year! Many thanks."" --Mary"	['know how to survive in the wild']
Which of the following description about Vancouver is NOT true according to the passage?	"Vancouver Natural Resources As a major centre for the global forestry industry, Vancouver is host to many international forestry conferences and events, and the natural home of the massive BC forestry business. Companies such as Canfor and West Fraser Timber Co., the second and third largest lumber producers in the world, are headquartered in Vancouver. Vancouver is also a major centre for the mining industry. International trade International trade is a key part for Vancouver's economy. The city has Canada's largest port and is one of North America's major gateways for Pan-Pacific trade. The Port of Vancouver ranks first in North America in total foreign exports and second on the West Coast in total goods volume. Banking and Financial The headquarters for HSBC Canada is located in the Financial District in downtown. Canada's third largest commercial entity , Jim Pattison Group is also based in Vancouver. International relation Vancouver is a major centre for diplomacy and foreign relations. Most countries of the world have consulate or general offices in the Central Business District. In fact, many major diplomatic conferences are hosted by the city - including the world famous G7 summit with President Clinton, APEC, and the World Trade Organization. Greenpeace has its world headquarters in the city. Therefore, Vancouver was among the first North American cities to declare itself a Nuclear Weapons Free Zone. Tourism Tourism is a leading industry to Vancouver. The Whistler-Blackcomb Resort is among the most popular skiing resorts in North America, and will be the site of the downhill events of the 2010 Winter Olympics. Vancouver's beaches, parks, waterfronts, and mountain backdrops and its multi- cultural character attract more and more tourists. Film Vancouver was the source of the sobriquet ""Hollywood North"", for hosting the production of about ten percent of Hollywood's movies. Many U.S. television and films series are shot exclusively in Vancouver. This has partly been because of the favourable Canadian dollar exchange rate."	['Vancouver is a leading centre for the global agriculture and industry.']
