context	question	answers
The technical rules for the Japanese version of men's rhythmic gymnastics came around the 1970s. For individuals, only four types of apparatus are used: the double rings, the stick, the rope, and the clubs. Groups do not use any apparatus. The Japanese version includes tumbling performed on a spring floor. Points are awarded based a 10-point scale that measures the level of difficulty of the tumbling and apparatus handling. On November 27–29, 2003, Japan hosted first edition of the Men's Rhythmic Gymnastics World Championship.	How many apparatuses are used?	['only four types']
Charles Town was a hub of the deerskin trade, the basis of its early economy. Trade alliances with the Cherokee and Creek nations insured a steady supply of deer hides. Between 1699 and 1715, colonists exported an average of 54,000 deer skins annually to Europe through Charles Town. Between 1739 and 1761, the height of the deerskin trade era, an estimated 500,000 to 1,250,000 deer were slaughtered. During the same period, Charles Town records show an export of 5,239,350 pounds of deer skins. Deer skins were used in the production of men's fashionable and practical buckskin pantaloons, gloves, and book bindings.	Records indicate how many pounds of deer skins were exported from Charles Town during the height of its deerskin trade?	['5,239,350']
After the lengthy Iraq disarmament crisis culminated with an American demand that Iraqi President Saddam Hussein leave Iraq, which was refused, a coalition led by the United States and the United Kingdom fought the Iraqi army in the 2003 invasion of Iraq. Approximately 250,000 United States troops, with support from 45,000 British, 2,000 Australian and 200 Polish combat forces, entered Iraq primarily through their staging area in Kuwait. (Turkey had refused to permit its territory to be used for an invasion from the north.) Coalition forces also supported Iraqi Kurdish militia, estimated to number upwards of 50,000. After approximately three weeks of fighting, Hussein and the Ba'ath Party were forcibly removed, followed by 9 years of military presence by the United States and the coalition fighting alongside the newly elected Iraqi government against various insurgent groups.	What demand did the US make before invading Iraq in 2004?	['<no_answer>']
"The black-body problem was revisited in 1905, when Rayleigh and Jeans (on the one hand) and Einstein (on the other hand) independently proved that classical electromagnetism could never account for the observed spectrum. These proofs are commonly known as the ""ultraviolet catastrophe"", a name coined by Paul Ehrenfest in 1911. They contributed greatly (along with Einstein's work on the photoelectric effect) to convincing physicists that Planck's postulate of quantized energy levels was more than a mere mathematical formalism. The very first Solvay Conference in 1911 was devoted to ""the theory of radiation and quanta"". Max Planck received the 1918 Nobel Prize in Physics ""in recognition of the services he rendered to the advancement of Physics by his discovery of energy quanta""."	Who refused the Nobel Prize in Physics in 1918?	['<no_answer>']
During the Perestroika era, The Law on the Status of the Estonian Language was adopted in January 1989. The collapse of the Soviet Union led to the restoration of Republic of Estonia's independence. Estonian went back to being the only state language in Estonia which in practice meant that use of Estonian was promoted while the use of Russian was discouraged.	What historical event once again enslaved Estonia?	['<no_answer>']
It was only in the 1980s that digital telephony transmission networks became possible, such as with ISDN networks, assuring a minimum bit rate (usually 128 kilobits/s) for compressed video and audio transmission. During this time, there was also research into other forms of digital video and audio communication. Many of these technologies, such as the Media space, are not as widely used today as videoconferencing but were still an important area of research. The first dedicated systems started to appear in the market as ISDN networks were expanding throughout the world. One of the first commercial videoconferencing systems sold to companies came from PictureTel Corp., which had an Initial Public Offering in November, 1984.	What is the minimum bit rate for compressed video and audio transmission?	['128 kilobits/s']
"Victoria turned 18 on 24 May 1837, and a regency was avoided. On 20 June 1837, William IV died at the age of 71, and Victoria became Queen of the United Kingdom. In her diary she wrote, ""I was awoke at 6 o'clock by Mamma, who told me the Archbishop of Canterbury and Lord Conyngham were here and wished to see me. I got out of bed and went into my sitting-room (only in my dressing gown) and alone, and saw them. Lord Conyngham then acquainted me that my poor Uncle, the King, was no more, and had expired at 12 minutes past 2 this morning, and consequently that I am Queen."" Official documents prepared on the first day of her reign described her as Alexandrina Victoria, but the first name was withdrawn at her own wish and not used again."	When did Victoria become Queen upon William IV's death?	['20 June 1837']
"The Water, Sanitation and Hygiene (WSH) program of the Gates Foundation was launched in mid-2005 as a ""Learning Initiative,"" and became a full-fledged program under the Global Development Division in early 2010. The Foundation has since 2005 undertaken a wide range of efforts in the WASH sector involving research, experimentation, reflection, advocacy, and field implementation. In 2009, the Foundation decided to refocus its WASH effort mainly on sustainable sanitation services for the poor, using non-piped sanitation services (i.e. without the use of sewers), and less on water supply. This was because the sanitation sector was generally receiving less attention from other donors and from governments, and because the Foundation believed it had the potential to make a real difference through strategic investments."	What efforts has the Global Development Division taken in the WASH sector?	['<no_answer>']
In London Chopin took lodgings at Dover Street, where the firm of Broadwood provided him with a grand piano. At his first engagement, on 15 May at Stafford House, the audience included Queen Victoria and Prince Albert. The Prince, who was himself a talented musician, moved close to the keyboard to view Chopin's technique. Broadwood also arranged concerts for him; among those attending were Thackeray and the singer Jenny Lind. Chopin was also sought after for piano lessons, for which he charged the high fee of one guinea (£1.05 in present British currency) per hour, and for private recitals for which the fee was 20 guineas. At a concert on 7 July he shared the platform with Viardot, who sang arrangements of some of his mazurkas to Spanish texts.	What company provided Chopin with a piano while in London?	['Broadwood']
"In the early 1970s the Rolling Stones developed their hard rock sound with Exile on Main St. (1972). Initially receiving mixed reviews, according to critic Steve Erlewine it is now ""generally regarded as the Rolling Stones' finest album"". They continued to pursue the riff-heavy sound on albums including It's Only Rock 'n' Roll (1974) and Black and Blue (1976). Led Zeppelin began to mix elements of world and folk music into their hard rock from Led Zeppelin III (1970) and Led Zeppelin IV (1971). The latter included the track ""Stairway to Heaven"", which would become the most played song in the history of album-oriented radio. Deep Purple continued to define hard rock, particularly with their album Machine Head (1972), which included the tracks ""Highway Star"" and ""Smoke on the Water"". In 1975 guitarist Ritchie Blackmore left, going on to form Rainbow and after the break-up of the band the next year, vocalist David Coverdale formed Whitesnake. 1970 saw The Who release Live at Leeds, often seen as the archetypal hard rock live album, and the following year they released their highly acclaimed album Who's Next, which mixed heavy rock with extensive use of synthesizers. Subsequent albums, including Quadrophenia (1973), built on this sound before Who Are You (1978), their last album before the death of pioneering rock drummer Keith Moon later that year."	What year did Led Zeppelin move to folk music to get away from hard rock?	['<no_answer>']
Common energy forms include the kinetic energy of a moving object, the potential energy stored by an object's position in a force field (gravitational, electric or magnetic), the elastic energy stored by stretching solid objects, the chemical energy released when a fuel burns, the radiant energy carried by light, and the thermal energy due to an object's temperature. All of the many forms of energy are convertible to other kinds of energy. In Newtonian physics, there is a universal law of conservation of energy which says that energy can be neither created nor be destroyed; however, it can change from one form to another.	What does uncommon energy forms include?	['<no_answer>']
18th Street has a local subway station at the crossing with Seventh Avenue, served by the 1 2 trains on the IRT Broadway – Seventh Avenue Line. There used to be an 18th Street station on the IRT Lexington Avenue Line at the crossing with Park Avenue South.	Which train line used to have an 18th Street Station at the crossing with Park Avenue South?	['IRT Lexington Avenue Line']
Stems mainly provide support to the leaves and reproductive structures, but can store water in succulent plants such as cacti, food as in potato tubers, or reproduce vegetatively as in the stolons of strawberry plants or in the process of layering. Leaves gather sunlight and carry out photosynthesis. Large, flat, flexible, green leaves are called foliage leaves. Gymnosperms, such as conifers, cycads, Ginkgo, and gnetophytes are seed-producing plants with open seeds. Angiosperms are seed-producing plants that produce flowers and have enclosed seeds. Woody plants, such as azaleas and oaks, undergo a secondary growth phase resulting in two additional types of tissues: wood (secondary xylem) and bark (secondary phloem and cork). All gymnosperms and many angiosperms are woody plants. Some plants reproduce sexually, some asexually, and some via both means.	What kind of leaves are large and flat?	['foliage leaves']
Historically, the channel's programming consisted mainly of featured classic theatrically released feature films from the Turner Entertainment film library – which comprises films from Warner Bros. Pictures (covering films released before 1950) and Metro-Goldwyn-Mayer (covering films released before May 1986). However, TCM now has licensing deals with other Hollywood film studios as well as its Time Warner sister company, Warner Bros. (which now controls the Turner Entertainment library and its own later films), and occasionally shows more recent films. Turner Classic Movies is a dedicated film channel and is available in United States, United Kingdom, France (TCM Cinéma), Spain (TCM España), Nordic countries, Middle East and Africa.	What is the Spanish version of Turner Classic Movies?	['TCM España']
"For nearly 2000 years, Sanskrit was the language of a cultural order that exerted influence across South Asia, Inner Asia, Southeast Asia, and to a certain extent East Asia. A significant form of post-Vedic Sanskrit is found in the Sanskrit of Indian epic poetry—the Ramayana and Mahabharata. The deviations from Pāṇini in the epics are generally considered to be on account of interference from Prakrits, or innovations, and not because they are pre-Paninian. Traditional Sanskrit scholars call such deviations ārṣa (आर्ष), meaning 'of the ṛṣis', the traditional title for the ancient authors. In some contexts, there are also more ""prakritisms"" (borrowings from common speech) than in Classical Sanskrit proper. Buddhist Hybrid Sanskrit is a literary language heavily influenced by the Middle Indo-Aryan languages, based on early Buddhist Prakrit texts which subsequently assimilated to the Classical Sanskrit standard in varying degrees."	What are prakritisms?	['borrowings from common speech']
Today, about 37% of all Christians live in the Americas, and about 26% live in Europe, 24% of total Christians live in sub-Saharan Africa, about 13% in Asia and the Pacific, and 1% of the world's Christians live in the Middle east and North Africa. About half of all Christians worldwide are Catholic, while more than a third are Protestant (37%). Orthodox communions comprise 12% of the world's Christians. Other Christian groups make up the remainder. Christians make up the majority of the population in 158 countries and territories. 280 million Christian live as a minority.	Christians are the majority in how many countries and territories in the world today?	['158']
Soon after the defeat of the Spanish Armada in 1588, London merchants presented a petition to Queen Elizabeth I for permission to sail to the Indian Ocean. The permission was granted, and despite the defeat of the English Armada in 1589, on 10 April 1591 three ships sailed from Torbay around the Cape of Good Hope to the Arabian Sea on one of the earliest English overseas Indian expeditions. One of them, Edward Bonventure, then sailed around Cape Comorin and on to the Malay Peninsula and subsequently returned to England in 1594.	how many ships sailed Torbay?	['three']
The house scene in cities such as Birmingham, Leeds, Sheffield and London were also provided with many underground Pirate Radio stations and DJs alike which helped bolster an already contagious, but otherwise ignored by the mainstream, music genre. The earliest and influential UK house and techno record labels such as Warp Records and Network Records (otherwise known as Kool Kat records) helped introduce American and later Italian dance music to Britain as well as promoting select UK dance music acts.	what were the earliest and most influential record labels in UK house music?	['Warp Records and Network Records']
The armed forces have three branches: Navy, Army and Air Force. They serve primarily as a self-defense force whose mission is to protect the territorial integrity of the country and provide humanitarian assistance and security at home and abroad. As of 2008, the three branches numbered 39,200 active personnel including 7,500 women. Portuguese military expenditure in 2009 was $5.2 billion, representing 2.1 percent of GDP. Military conscription was abolished in 2004. The minimum age for voluntary recruitment is 18 years.	What are the branches of the Portuguese armed forces?	['Navy, Army and Air Force']
Green is common in nature, as many plants are green because of a complex chemical known as chlorophyll, which is involved in photosynthesis. Chlorophyll absorbs the long wavelengths of light (red) and short wavelengths of light (blue) much more efficiently than the wavelengths that appear green to the human eye, so light reflected by plants is enriched in green. Chlorophyll absorbs green light poorly because it first arose in organisms living in oceans where purple halobacteria were already exploiting photosynthesis. Their purple color arose because they extracted energy in the green portion of the spectrum using bacteriorhodopsin. The new organisms that then later came to dominate the extraction of light were selected to exploit those portions of the spectrum not used by the halobacteria.	What chemical is found in the human eye that makes plants green?	['<no_answer>']
"IBM started working on a prototype system loosely based on Codd's concepts as System R in the early 1970s. The first version was ready in 1974/5, and work then started on multi-table systems in which the data could be split so that all of the data for a record (some of which is optional) did not have to be stored in a single large ""chunk"". Subsequent multi-user versions were tested by customers in 1978 and 1979, by which time a standardized query language – SQL[citation needed] – had been added. Codd's ideas were establishing themselves as both workable and superior to CODASYL, pushing IBM to develop a true production version of System R, known as SQL/DS, and, later, Database 2 (DB2)."	When was IBM's system stolen?	['<no_answer>']
Independence was unilaterally declared on 24 September 1973. Recognition became universal following the 25 April 1974 socialist-inspired military coup in Portugal, which overthrew Lisbon's Estado Novo regime.	What event caused the recognition to be universal?	['socialist-inspired military coup']
"The symbol $, usually written before the numerical amount, is used for the U.S. dollar (as well as for many other currencies). The sign was the result of a late 18th-century evolution of the scribal abbreviation ""ps"" for the peso, the common name for the Spanish dollars that were in wide circulation in the New World from the 16th to the 19th centuries. These Spanish pesos or dollars were minted in Spanish America, namely in Mexico City, Potosí, Bolivia; and Lima, Peru. The p and the s eventually came to be written over each other giving rise to $."	What abbreviation was the minted sign based off of?	['<no_answer>']
The book value of the company nearly doubled from $8.19 a share in 1999 to $15 a share in 2009. Revenues grew sixfold from 1999's $6 billion to almost $36 billion in 2009. Net profit margin rose from 4.2% in 1999 to 8.4% in 2009, with operating margins improving 31 percent and return on equity doubling to 6.7 percent in the same time span. Between 1999 and 2009, return on capital nearly tripled to 7 percent. Comcast reported first quarter 2012 profit increases of 30% due to increase in high-speed internet customers. In February 2014, Comcast generated 1.1 billion in revenue during the first quarter due to the Sochi Olympics,.	What caused a 2012 spike in Comcast profits?	['increase in high-speed internet customers']
"In 1607, English Chief Justice Sir Edward Coke said in the Case of Prohibitions (according to his own report) ""that the law was the golden met-wand and measure to try the causes of the subjects; and which protected His Majesty in safety and peace: with which the King was greatly offended, and said, that then he should be under the law, which was treason to affirm, as he said; to which I said, that Bracton saith, quod Rex non debed esse sub homine, sed sub Deo et lege (That the King ought not to be under any man but under God and the law.)."""	According to English Chief Justice Sir Edward Coke, what should Kings follow?	['God and the law']
A count may be started at any time that a wrestler's shoulders are down (both shoulders touching the mat), back-first and any part of the opponent's body is lying over the wrestler. This often results in pins that can easily be kicked out of, if the defensive wrestler is even slightly conscious. For example, an attacking wrestler who is half-conscious may simply drape an arm over an opponent, or a cocky wrestler may place their foot gently on the opponent's body, prompting a three-count from the referee.	What can happen to an arrogant wrestler?	"[""a cocky wrestler may place their foot gently on the opponent's body, prompting a three-count from the referee.""]"
During the year following that contract, with Dodsley, Burke founded the influential Annual Register, a publication in which various authors evaluated the international political events of the previous year. The extent to which Burke contributed to the Annual Register is unclear: in his biography of Burke, Robert Murray quotes the Register as evidence of Burke's opinions, yet Philip Magnus in his biography does not cite it directly as a reference. Burke remained the chief editor of the publication until at least 1789 and there is no evidence that any other writer contributed to it before 1766.	Whose biography did Burke write?	['<no_answer>']
"Possessing a mezzo-soprano vocal range, Madonna has always been self-conscious about her voice, especially in comparison to her vocal idols such as Ella Fitzgerald, Prince, and Chaka Khan. Mark Bego, author of Madonna: Blonde Ambition, called her ""the perfect vocalist for lighter-than-air songs"", despite not being a ""heavyweight talent."" According to MSNBC critic Tony Sclafani, ""Madonna's vocals are the key to her rock roots. Pop vocalists usually sing songs ""straight,"" but Madonna employs subtext, irony, aggression and all sorts of vocal idiosyncrasies in the ways John Lennon and Bob Dylan did."" Madonna used a bright, girlish vocal timbre in her early albums which became passé in her later works. The change was deliberate since she was constantly reminded of how the critics had once labelled her as ""Minnie Mouse on helium"". During the filming of Evita, Madonna had to take vocal lessons, which increased her range further. Of this experience she commented, ""I studied with a vocal coach for Evita and I realized there was a whole piece of my voice I wasn't using. Before, I just believed I had a really limited range and was going to make the most of it."""	Madonna has which vocal range?	['mezzo-soprano']
Drying involves using air and/or heat to remove water from the paper sheets; in the earliest days of paper making this was done by hanging the sheets like laundry; in more modern times various forms of heated drying mechanisms are used. On the paper machine the most common is the steam heated can dryer. These can reach temperatures above 200 °F (93 °C) and are used in long sequences of more than 40 cans; where the heat produced by these can easily dry the paper to less than 6% moisture.	What is the main component of drying the paper?	['air']
With the emergence of ISIL and its capture of large areas of Iraq and Syria, a number of crises resulted that sparked international attention. ISIL had perpetrated sectarian killings and war crimes in both Iraq and Syria. Gains made in the Iraq war were rolled back as Iraqi army units abandoned their posts. Cities were taken over by the terrorist group which enforced its brand of Sharia law. The kidnapping and decapitation of numerous Western journalists and aid-workers also garnered interest and outrage among Western powers. The US intervened with airstrikes in Iraq over ISIL held territories and assets in August, and in September a coalition of US and Middle Eastern powers initiated a bombing campaign in Syria aimed at degrading and destroying ISIL and Al-Nusra-held territory.	What organization captured significant segments of Iraq and Syria?	['ISIL']
Saint-Barthélemy (French: Saint-Barthélemy, French pronunciation: ​[sɛ̃baʁtelemi]), officially the Territorial collectivity of Saint-Barthélemy (French: Collectivité territoriale de Saint-Barthélemy), is an overseas collectivity of France. Often abbreviated to Saint-Barth in French, or St. Barts or St. Barths in English, the indigenous people called the island Ouanalao. St. Barthélemy lies about 35 kilometres (22 mi) southeast of St. Martin and north of St. Kitts. Puerto Rico is 240 kilometres (150 mi) to the west in the Greater Antilles.	In what language is Saint-Barthélemy abbreviate St. Barts?	['English']
The logical format of an audio CD (officially Compact Disc Digital Audio or CD-DA) is described in a document produced in 1980 by the format's joint creators, Sony and Philips. The document is known colloquially as the Red Book CD-DA after the colour of its cover. The format is a two-channel 16-bit PCM encoding at a 44.1 kHz sampling rate per channel. Four-channel sound was to be an allowable option within the Red Book format, but has never been implemented. Monaural audio has no existing standard on a Red Book CD; thus, mono source material is usually presented as two identical channels in a standard Red Book stereo track (i.e., mirrored mono); an MP3 CD, however, can have audio file formats with mono sound.	What is the formal name for a CD?	['Compact Disc Digital Audio']
"Subjective Idealism (immaterialism or phenomenalism) describes a relationship between experience and the world in which objects are no more than collections or ""bundles"" of sense data in the perceiver. Proponents include Berkeley, Bishop of Cloyne, an Anglo-Irish philosopher who advanced a theory he called immaterialism, later referred to as ""subjective idealism"", contending that individuals can only know sensations and ideas of objects directly, not abstractions such as ""matter"", and that ideas also depend upon being perceived for their very existence - esse est percipi; ""to be is to be perceived""."	What philosophies run counter to subjective idealism?	['<no_answer>']
The ceremonial county of Somerset consists of a two-tier non-metropolitan county, which is administered by Somerset County Council and five district councils, and two unitary authority areas (whose councils combine the functions of a county and a district). The five districts of Somerset are West Somerset, South Somerset, Taunton Deane, Mendip, and Sedgemoor. The two unitary authorities — which were established on 1 April 1996 following the break-up of the short-lived county of Avon — are North Somerset, and Bath & North East Somerset.	What type of county was Avon?	['<no_answer>']
"In several nations, rulers welcomed leaders of the Enlightenment at court and asked them to help design laws and programs to reform the system, typically to build stronger national states. These rulers are called ""enlightened despots"" by historians. They included Frederick the Great of Prussia, Catherine the Great of Russia, Leopold II of Tuscany, and Joseph II of Austria. Joseph was over-enthusiastic, announcing so many reforms that had so little support that revolts broke out and his regime became a comedy of errors and nearly all his programs were reversed. Senior ministers Pombal in Portugal and Struensee in Denmark also governed according to Enlightenment ideals. In Poland, the model constitution of 1791 expressed Enlightenment ideals, but was in effect for only one year as the nation was partitioned among its neighbors. More enduring were the cultural achievements, which created a nationalist spirit in Poland."	Leaders of the Enlightenment that helped design laws and programs to reform the court system are called what by historians?	['enlightened despots']
The gut is generally an almost straight tube supported by the mesenteries (vertical partitions within segments), and ends with the anus on the underside of the pygidium. However, in members of the tube-dwelling family Siboglinidae the gut is blocked by a swollen lining that houses symbiotic bacteria, which can make up 15% of the worms' total weight. The bacteria convert inorganic matter – such as hydrogen sulfide and carbon dioxide from hydrothermal vents, or methane from seeps – to organic matter that feeds themselves and their hosts, while the worms extend their palps into the gas flows to absorb the gases needed by the bacteria.	What type of annelids are brain-dwelling?	['<no_answer>']
The National Incident Based Reporting System (NIBRS) crime statistics system aims to address limitations inherent in UCR data. The system is used by law enforcement agencies in the United States for collecting and reporting data on crimes. Local, state, and federal agencies generate NIBRS data from their records management systems. Data is collected on every incident and arrest in the Group A offense category. The Group A offenses are 46 specific crimes grouped in 22 offense categories. Specific facts about these offenses are gathered and reported in the NIBRS system. In addition to the Group A offenses, eleven Group B offenses are reported with only the arrest information. The NIBRS system is in greater detail than the summary-based UCR system. As of 2004, 5,271 law enforcement agencies submitted NIBRS data. That amount represents 20% of the United States population and 16% of the crime statistics data collected by the FBI.	What does the NIBRS collect information on?	['crimes']
"Although Brandenburg was a part of the Holy Roman Empire, the Prussian lands were not within the Holy Roman Empire and were with the administration by the Teutonic Order grandmasters under jurisdiction of the Emperor. In return for supporting Emperor Leopold I in the War of the Spanish Succession, Elector Frederick III was allowed to crown himself ""King in Prussia"" in 1701. The new kingdom ruled by the Hohenzollern dynasty became known as the Kingdom of Prussia. The designation ""Kingdom of Prussia"" was gradually applied to the various lands of Brandenburg-Prussia. To differentiate from the larger entity, the former Duchy of Prussia became known as Altpreußen (""Old Prussia""), the province of Prussia, or ""East Prussia""."	In what year was Emperor Leopold I crowned?	['<no_answer>']
Nasser's nomination for the post and the new constitution were put to public referendum on 23 June and each was approved by an overwhelming majority. A 350-member National Assembly was established, elections for which were held in July 1957. Nasser had ultimate approval over all the candidates. The constitution granted women's suffrage, prohibited gender-based discrimination, and entailed special protection for women in the workplace. Coinciding with the new constitution and Nasser's presidency, the RCC dissolved itself and its members resigned their military commissions as part of the transition to civilian rule. During the deliberations surrounding the establishment of a new government, Nasser began a process of sidelining his rivals among the original Free Officers, while elevating his closest allies to high-ranking positions in the cabinet.	What group dissolved when the new constitution was enacted?	['RCC']
Many, if not most, birds migrate in flocks. For larger birds, flying in flocks reduces the energy cost. Geese in a V-formation may conserve 12–20% of the energy they would need to fly alone. Red knots Calidris canutus and dunlins Calidris alpina were found in radar studies to fly 5 km/h (3.1 mph) faster in flocks than when they were flying alone.	What does flying in flocks reduce?	['energy cost']
In mathematics, a group is an algebraic structure consisting of a set of elements equipped with an operation that combines any two elements to form a third element. The operation satisfies four conditions called the group axioms, namely closure, associativity, identity and invertibility. One of the most familiar examples of a group is the set of integers together with the addition operation, but the abstract formalization of the group axioms, detached as it is from the concrete nature of any particular group and its operation, applies much more widely. It allows entities with highly diverse mathematical origins in abstract algebra and beyond to be handled in a flexible way while retaining their essential structural aspects. The ubiquity of groups in numerous areas within and outside mathematics makes them a central organizing principle of contemporary mathematics.	What is the abstract formalization attached to?	['<no_answer>']
"Law professor, writer and political activist Lawrence Lessig, along with many other copyleft and free software activists, has criticized the implied analogy with physical property (like land or an automobile). They argue such an analogy fails because physical property is generally rivalrous while intellectual works are non-rivalrous (that is, if one makes a copy of a work, the enjoyment of the copy does not prevent enjoyment of the original). Other arguments along these lines claim that unlike the situation with tangible property, there is no natural scarcity of a particular idea or information: once it exists at all, it can be re-used and duplicated indefinitely without such re-use diminishing the original. Stephan Kinsella has objected to intellectual property on the grounds that the word ""property"" implies scarcity, which may not be applicable to ideas."	What Law proffessor suppoert copyright?	['<no_answer>']
Uniquely among major American cities, New York is divided between, and is host to the main branches of, two different US district courts: the District Court for the Southern District of New York, whose main courthouse is on Foley Square near City Hall in Manhattan and whose jurisdiction includes Manhattan and the Bronx, and the District Court for the Eastern District of New York, whose main courthouse is in Brooklyn and whose jurisdiction includes Brooklyn, Queens, and Staten Island. The US Court of Appeals for the Second Circuit and US Court of International Trade are also based in New York, also on Foley Square in Manhattan.	In what borough is the main courthouse of the District Court for the Southern District of New York located?	['Manhattan']
According to statistics collected by the Association of Religion Data Archives from 2010, about 34% of Alaska residents were members of religious congregations. 100,960 people identified as Evangelical Protestants, 50,866 as Roman Catholic, and 32,550 as mainline Protestants. Roughly 4% are Mormon, 0.5% are Jewish, 1% are Muslim, 0.5% are Buddhist, and 0.5% are Hindu. The largest religious denominations in Alaska as of 2010[update] were the Catholic Church with 50,866 adherents, non-denominational Evangelical Protestants with 38,070 adherents, The Church of Jesus Christ of Latter-day Saints with 32,170 adherents, and the Southern Baptist Convention with 19,891 adherents. Alaska has been identified, along with Pacific Northwest states Washington and Oregon, as being the least religious states of the USA, in terms of church membership.	Which other nearby states are also considered to be less religious than others?	['Washington and Oregon']
Leibniz describes a space that exists only as a relation between objects, and which has no existence apart from the existence of those objects. Motion exists only as a relation between those objects. Newtonian space provided the absolute frame of reference within which objects can have motion. In Newton's system, the frame of reference exists independently of the objects contained within it. These objects can be described as moving in relation to space itself. For many centuries, the evidence of a concave water surface held authority.	What provides the absolute frame of refrence for space?	['<no_answer>']
Victoria was the daughter of Prince Edward, Duke of Kent and Strathearn, the fourth son of King George III. Both the Duke of Kent and King George III died in 1820, and Victoria was raised under close supervision by her German-born mother Princess Victoria of Saxe-Coburg-Saalfeld. She inherited the throne aged 18, after her father's three elder brothers had all died, leaving no surviving legitimate children. The United Kingdom was already an established constitutional monarchy, in which the sovereign held relatively little direct political power. Privately, Victoria attempted to influence government policy and ministerial appointments; publicly, she became a national icon who was identified with strict standards of personal morality.	How old was Victoria when she rejected the throne?	['<no_answer>']
Protestantism is a form of Christian faith and practice which originated with the Protestant Reformation,[a] a movement against what its followers considered to be errors in the Roman Catholic Church. It is one of the three major divisions of Christendom, together with Roman Catholicism and Eastern Orthodoxy. Anglicanism is sometimes considered to be independent from Protestantism.[b] The term derives from the letter of protestation from Lutheran princes in 1529 against an edict condemning the teachings of Martin Luther as heretical.	Other than Protestantism, what are the other two divisions of Christianity?	['Roman Catholicism and Eastern Orthodoxy']
"New Haven's greatest culinary claim to fame may be its pizza, which has been claimed to be among the best in the country, or even in the world. New Haven-style pizza, called ""apizza"" (pronounced ah-BEETS, [aˈpitts] in the original Italian dialect), made its debut at the iconic Frank Pepe Pizzeria Napoletana (known as Pepe's) in 1925. Apizza is baked in coal- or wood-fired brick ovens, and is notable for its thin crust. Apizza may be red (with a tomato-based sauce) or white (with a sauce of garlic and olive oil), and pies ordered ""plain"" are made without the otherwise customary mozzarella cheese (originally smoked mozzarella, known as ""scamorza"" in Italian). A white clam pie is a well-known specialty of the restaurants on Wooster Street in the Little Italy section of New Haven, including Pepe's and Sally's Apizza (which opened in 1938). Modern Apizza on State Street, which opened in 1934, is also well-known."	"At what New Haven establishment did ""apizza"" make it's inaugural appearance in 1925?"	['Frank Pepe Pizzeria Napoletana']
Pantheism holds that God is the universe and the universe is God, whereas Panentheism holds that God contains, but is not identical to, the Universe. It is also the view of the Liberal Catholic Church; Theosophy; some views of Hinduism except Vaishnavism, which believes in panentheism; Sikhism; some divisions of Neopaganism and Taoism, along with many varying denominations and individuals within denominations. Kabbalah, Jewish mysticism, paints a pantheistic/panentheistic view of God—which has wide acceptance in Hasidic Judaism, particularly from their founder The Baal Shem Tov—but only as an addition to the Jewish view of a personal god, not in the original pantheistic sense that denies or limits persona to God.[citation needed]	What is Pantheism?	['God is the universe and the universe is God']
On 14 January 1858, an Italian refugee from Britain called Orsini attempted to assassinate Napoleon III with a bomb made in England. The ensuing diplomatic crisis destabilised the government, and Palmerston resigned. Derby was reinstated as prime minister. Victoria and Albert attended the opening of a new basin at the French military port of Cherbourg on 5 August 1858, in an attempt by Napoleon III to reassure Britain that his military preparations were directed elsewhere. On her return Victoria wrote to Derby reprimanding him for the poor state of the Royal Navy in comparison to the French one. Derby's ministry did not last long, and in June 1859 Victoria recalled Palmerston to office.	What was the date of an assasination on Napoleon?	['<no_answer>']
"Thermographic cameras detect radiation in the infrared range of the electromagnetic spectrum (roughly 900–14,000 nanometers or 0.9–14 μm) and produce images of that radiation. Since infrared radiation is emitted by all objects based on their temperatures, according to the black body radiation law, thermography makes it possible to ""see"" one's environment with or without visible illumination. The amount of radiation emitted by an object increases with temperature, therefore thermography allows one to see variations in temperature (hence the name)."	What camera detects temperature in the infrared range?	['<no_answer>']
"One of the problems of the standard electric light bulb is filament notching due to evaporation of the filament. Small variations in resistivity along the filament cause ""hot spots"" to form at points of higher resistivity; a variation of diameter of only 1% will cause a 25% reduction in service life. These hot spots evaporate faster than the rest of the filament, which increases the resistance at that point—this creates a positive feedback that ends in the familiar tiny gap in an otherwise healthy-looking filament. Irving Langmuir found that an inert gas, instead of vacuum, would retard evaporation. General service incandescent light bulbs over about 25 watts in rating are now filled with a mixture of mostly argon and some nitrogen, or sometimes krypton. Lamps operated on direct current develop random stairstep irregularities on the filament surface which may cut lifespan in half compared to AC operation; different alloys of tungsten and rhenium can be used to counteract the effect."	Which gases are typically used in a light bulb?	['argon and some nitrogen, or sometimes krypton']
"Subsequently with the disgrace of ""Near East"" in diplomatic and military circles, ""Middle East"" prevailed. However, ""Near East"" continues in some circles at the discretion of the defining agency or academic department. They are not generally considered distinct regions as they were at their original definition."	"What prevailed with the disgrace of ""Near East""?"	"['""Middle East""']"
