question	context	answers
What's my first name?	Hi, I am a Chinese boy. My name is Chen Haonan. My first name is Haonan. My last name is Chen. My English name is Dale. I like red. My telephone number is 178-267. I have a good friend. He is English. His name is Jim Smith. Jim is his first name and Smith is his last name. His Chinese name is Huang Qiang. His phone number is 362-597.	['Haonan.']
The writer mainly wants to tell us_.	Olympic medalist Dara Torres, the 41-year-old swimmer, is more than a feel-good story. Torres is as determined and driven in her daily life as she is in the pool. She is dedicated to pursuing her passions and following her dreams-something she hopes to instill in her 2-year-old daughter and women and girls everywhere. After all, her dreams took her to Beijing. Upon her return after the Olympics, SUCCESS writer Don Yaeger, caught up with Torres, who shared her insights. What insights can you offer others ( non-athletes, too) about setting and staying on track to reach goals? Everyone has his highs and lows when doing things, but you have to remember what the end result is when you're having those tough times. I think about the end and about my feelings of success, and that keeps me going. I definitely set goals for myself and try not to get too distracted trying to reach them. And always remember to have fun ! Any strategies or tips for overcoming mental obstacles to be your very best? Mental obstacles are tough. For my personally, if I was having mental obstacles, I would talk to my coach, who was the most important person to me during this comeback. It's so important to have that person in your life, a trusted advisor. Communication is very important, and I've learned it's OK to turn to others if you're having a tough time. When I was younger, I would internalize(...) things. Not any more. It's a great relief to be able to share.	['Dara Torres pursues her passions in the pool and in life']
From the passage we can know that _ .	"I lay on the bed trying to put on my favorite pair of pants, pulling and dragging, but the zipper wouldn't close. Angrily I threw them to the back of the closet. I found a long large skirt, tied it around my middle, and then joined my husband downstairs. I caught sight of myself in the halfway mirror--I didn't like the person I saw. The weight kept climbing higher each year. The problem was that I hated the word ""diet"". To me it meant my keeping off every good thing I loved. Later that summer, I found myself out of breath when I climbed two flights of stairs and my heart started beating heavily. I saw my doctor and she told me that I needed to bring down my blood pressure. ""Easy for her to say,"" I thought when I drove back home. Up ahead I saw a McDonald's. I pulled in. The doctor's warning couldn't resist the pull of McDonald's food. The next morning I stepped on the scale and weighed more than I had ever had in my life. Just at the very moment, my thoughts were finally clear. To check the weight I needed to control my choices. Several days later, I went to my favorite restaurant for lunch--I only chose Chinese chicken salad. I felt great when I left the restaurant carrying a take-home box filled with half of that huge salad. But most of all, I discovered I had control over my choices. The weight came off slowly, but after a while it made no progress. Eating a light meal a couple of nights a week would help, but that meant I would prepare two separate dinners, for I would have to continue to make my husband his favorite meals, who supported my weight loss goal. Dusting off the old two--wheel vehicle in the garage, I added exercise by pedaling for 30 minutes after dinner. A year later I lost 25 pounds and my blood pressure was normal. I tried on my favorite pants again. They fit perfectly."	"[""the author's effort to lose weight turned out to be successful""]"
What would be the best title for the text?	"Most people want to know how things are made. They honestly admit, however, that they hardly know a thing when it comes to understanding how a piece of music is made. Where a composer begins, how he manages to keep going - in fact, how and when he learns his trade - all are covered in complete darkness. The composer, in short, is a man of mystery . One of the first things the common man wants to know about is the part inspiration plays in a composer's work. He finds it difficult to believe that composers are not much interested in that question. Writing music is as natural for the composer as eating or sleeping for all. Music is something that the composer happens to have been born for. The composer, therefore, does not say to himself: ""Do I feel inspired?"" He says to himself: ""Do I feel like working today?"" And if he feels like working, he does. It is more or less like saying to himself: ""Do I feel sleepy?"" If you feel sleepy, you go to sleep. If you don't feel sleepy, you stay up. If the composer doesn't feel like working, he doesn't work. It's as simple as that."	['Composer: a man of mystery']
According to the passage, an excursion .	Normally and naturally, a daughter is more attached to her mother in comparison to her father or other siblings . The attachment is also due to the fact that the daughter finds it easier to believe in the mother on personal and biological matters at different stages while growing up. The bonding between mother and daughter will increase with their being together and going out on excursions. An excursion is a journey to some far-off place undertaken by people. It is not necessary that such a trip be taken on a lavish scale involving lots of money. It can be as short as an overnight trip to some place to improve bonding. To surprise her daughter with an unexpected excursion, mother can plan a trip to some local spa without the knowledge of her daughter. She can be ready with baggage packed and wait for the moment the daughter comes back from school. Once in the hotel they can enjoy the night together getting refreshing treatments like massage or mud packs. After relaxing spa they can laze in bed, enjoying favourite food or drink and if possible enjoying nature through the window. After a long period of relaxation, going out for a walk together will improve bonding. Going out overnight to enjoy walk at the beach, and relaxing at intervals without the interference of any other person can be a great idea of bonding. Being of the same sex, and often having the same set of likes and dislikes, they can spend time on makeup or applying nail polish. The daughter should never forget to thank the mother for the wonderful time they spent together, and the mother should never hesitate to say a few words of praise to the daughter. Going out for shopping together is a good bonding idea too. It is not essential that lots of money should be spent on shopping. The mother can take the daughter to some shops where she can buy her uniform or some other things. They can jointly enjoy window shopping, expressing love and gratitude for the other.	['can be a short overnight trip']
What's the main idea of the text?	"Global Positioning Systems are now a part of everyday driving in many countries.These satellitebased systems provide turnbyturn directions to help people get to where they want to go.However,they can also cause a lot of problems,send you to the wrong place or leave you completely lost.Many times,the driver is to blame.Sometimes a GPS error is responsible.Most often,says Barry Brown,it is a combination of the two. Barry Brown is with the Mobile Life Centre in Stockholm,Sweden.He told us about an incident involving a friend who had flown to an airport in the eastern United States.There he borrowed a GPSequipped car to use during his stay.Mr Brown says,""They just plugged in an address and then set off to their destination.And,then it wasn't until they were driving for thirty minutes that they realized they actually put in a destination back on the West Coast where they lived.They actually put their home address in.So again,the GPS is kind of 'garbage in garbage out'."" Mr Brown says this is a common human error,but what makes the problem worse has to do with some of the shortcomings,or failures,of GPS equipment.He says,""One problem with a lot of the GPS units is they have a very small screen and they just tell you the next turn.Because they just give you the next turn,sometimes that means that it is not really giving you the overview that you would need to know that it's going to the wrong place."" Mr Brown says,""One of the things that struck us,perhaps the most important thing was that you have to know what you're doing when you use a GPS.There are these new skills that people have developed.There are these new competencies that you need to have to be able to use a GPS because they sometimes go wrong.This goes against a common belief that GPS systems are for passive drivers who lack navigational skills."" Barry Brown says to make GPS systems better we need a better understanding of how drivers,passengers and GPS systems work together."	['Driving with GPS can be difficult to navigate  .']
What would be the best title of this passage?	"Teenagers at one German school are learning how to achieve happiness alongside subjects like maths and languages. The class sit in a circle with their eyes shut and count from one to ten: one begins, the next voice comes from the far right, a third from the other side. The aim is to listen for an opportunity to shout the number without clashing with another voice or leaving a pause. On the first try, most of the young Germans try to be first, while a few are too shy to join in. But by the fifth round, they develop a rhythm. The message: giving other people space but also confidently claiming your own space is a requirement for social well-being. While the game suggests a soft course for the less bright, the school says it is trying to make it affect even clever pupils. The Willy Hellpach School is the first in the nation to develop a happiness course, intended for 17-19-year-olds preparing for university-entrance exams. ""The course isn't there to make you happy,"" Ernst Fritz-Schubert, the school principal, warned the pupils who were taking the course, ""but rather to help you discover the ways to become happy."" Cooking a meal together will be one of the class exercises, along with improving body language under the guidance of two professional actresses. ""In the first period, we had to each say something positive about another member of the class and about ourselves. No laughing at people or teasing,"" said Fanny, 17. The message: self-esteem improves happiness too. The course is taught for three periods a week and will be graded as a part of overall assessment. Despite the happy subject, the pupils themselves insist it is no laughing matter. Max, 18, says he is happy when he finds people who share his interests. Janina, 18, says she needs to be fit to feel happy. ""We want to show how proper food or exercise can help in becoming happy,"" the principal said. He hopes other schools in Germany will copy the idea. The school has attracted national interest since it announced its new course."	['Learning How to Be Happy.']
What can we learn about the village site?	"Researchers have found a village that may have been home to the builders of Stonehenge. The village of small houses dates back to about 2600 BC. That's about the same time Stonehenge was built. ""Clearly, this is a place that was of great importance,"" said researcher Mike Parker Pearson. The ancient houses are at a site known as Durrington Walls. It is about 3.2 kilometers from Stonehenge. Researchers believe Stonehenge was a memorial site or cemetery for the villagers. The village also had a wooden version of the stone circle. It may have been used by people attending festivals at Stonehenge. Eight of the houses have been dug up. Researchers say there may be as many as 25 of them. The wooden houses were square and about 5 meters along each side. There are signs that there were beds along the walls. There are also signs of a storage unit. The houses also had fireplaces. Two of the houses were separate from the others. They may have been the homes of community leaders. Researchers say those didn't have the household rubbish that was found in the other homes. Stone tools, animal bones, arrowheads and other things were found throughout the village site. Stonehenge is a popular tourist spot in England. It is a huge circle made out of stones, which were placed in a grass field in southern England. The stone arches were made with two stones at the bottom and one across the top. All of the stones weigh a lot more than a big car. Scientists have long wondered not only how people built Stonehenge, but also why."	['Each of the wooden houses is about 25 square meters.']
Mrs.Smith asked her students to write _ on the potatoes.	"Mrs. Smith is an unusual teacher. Once she told each student to bring along a few potatoes in plastic bag. On each potato the students had to write a name of a person that they hated And the next day, every child brought some potatoes. Some had two potatoes;some three;some up to five. Mrs. Smith then told the children to carry the bags everywhere they went, even to the toilet, for two weeks. As day after day passed, the children started to complain about the awful smell of the rotten potatoes. Those children who brought five potatoes began to feel the weight trouble of the bags. After two weeks, the children were happy to hear that the game was finally ended. Mrs. Smith asked,""How did you feel while carrying the potatoes for two weeks?"" The children started complaining about the trouble loudly. Then Mrs. Smith told them why she asked them to play the game. She said,""This is exactly the situation when you carry your hatred for somebody inside your heart. The terrible smell of the hatred will pollute your heart and you will carry something unnecessary with you all the time. If you cannot stand the smell of the rotten potatoes for just two weeks, can you imagine how heavy it would be to have the hatred in your heart for your lifetime? So throw away any hatred from your heart, and you'll be really happy. ,."	['names']
Does Jack like reading?	Hello, everyone! My name is Peter. I think a good friend is like a mirror. I'm tall and have short hair. My best friend Jack looks similar to me. I'm quiet and like reading books. He likes reading, too. So we often spend time together reading and studying. I like sports. I play basketball very well and he is good at playing basketball too. I don't think it's easy for me to make friends because I'm quieter than most of the other boys. But I think friends are like books--you don't need a lot of them as, long as they're good. Read and answer the questions(, )	['Yes, he does.']
What did Marie think of Alice's life this year?	"I'm Marie. I work in a nursing home and my job is to look after the old people. Alice is one of them. She's a very nice old woman. This year, Alice had a difficult time. She went to hospital twice. In November, I finally could get her back to her ""home"". Alice hoped that her daughter could come to visit her on Christmas Eve because she wanted to be with her family, like the old days. But her daughter was coming after Christmas, so she was very sad. I also felt sad because she would be alone on the holiday! On Christmas Eve, I took her to a candlelight service at church that night. I didn't take her to my church. I took her to the church in her old neighborhood. We got there early and I let her sit near the door, so people could see her when they came in. Soon some of her friends came to the church and they all talked to her and sat with her. Alice got a lot of love from her old and new friends there. She said she loved the gift like this. That night, I thought I got the best gift: the smile on Alice's face. ."	['Difficult.']
"According to the passage, during all of those years, ""we"" were told all of the following EXCEPT _ ."	"One day, a young man visited a small farm in the countryside. As he got closer to the farm, he saw many chickens and an eagle playing together. He then went up to the farm house and talked to the farmer, ""Sir, I was just passing by and I saw that you have many chickens and an eagle."" The farmer smiled and said, ""That's not an eagle. It's a chicken."" The young man kept saying that it was an eagle. He said to the farmer, ""Sir, that is an eagle! I can proveit to you."" The farmer laughed, ""Sure, go ahead."" The young man then pulled that big bird out and climbed a high mountain. He held the bird in his hands and said, ""You are an eagle, fly!"" But the bird failed. The young man tried the second time. He said to the bird, ""I don't care you have been _ as a chicken for those years. But I know what you were created to be. You are an eagle, now fly!"" After the young man tried another three times, the bird began to flap its wings. Finally, it flew high and began to fly around the farm. It is true to us. Some people around us have continued to keep us down by lying to us. Over all of those years, we were told to be a failure, not to be good enough and to accept the ""reality"". They are wrong. We should try our best to reach our highest potential to prove that we are eagles."	['to prove that we are eagles']
You can try to escape a fire except _ .	Escaping from a fire is a serious matter. Knowing what to do during a fire can save a life. It is important to know the ways you can use and show them to everyone in the family, for example, you can use stairways, roofs and fire escapes, but no lifts. From the lower floors of buildings, to escape through windows is possible. Learn the best way of leaving by a window with the least chance of serious injury. The second floor window is usually not very high from the ground. An average person, hanging from the window by the fingertips will have a drop of about six feet to the ground--about the height of an average man. Of course, _ Windows are also useful while you are waiting for help. Be sure to keep the door closed, before opening the window. Otherwise, smoke and fire may be drawn into the room. Keep your head low next to the window to be sure you get fresh air. On the second or third floor, the best windows to escape from are those which open onto a roof . From the roof a person can drop to the ground more safely.	['lifts']
Which of the following is TRUE according to the passage?	"Watching a 3D movie can more than double the concentration powers and cognitive processing of children, a new research claims. A study made by visual technology firm RealD and led by child psychologist Dr Richard Woolfson suggests that childrenaged between 7 and 14 experienced twice the cognitive processing speed and performed better in testing after watching 20 minutes of a 3D film. This is despite suggestions that attention spans in children have shortened in the last decade due tounlimitedto access to entertainment, including on-demand TV, gaming and social media. A 2015 study claimed that watching 3D content had a similar effect to brain-training exercises. Consumer psychologist Mr Fagan said that the increasedstimulation found in watching something in 3D ""exercised"" the brain and improved performance in the short term. ""3D films can play the role of 'brain-training' games and help to make children 'smarter' in the short term,"" he said. ""The shortening of response times after watching 3D was almost three times as big as that gained from watching 2D; in other words, 3D helps children process aspects of their environment more quickly. This is likely to be because 3D is a mentallystimulatingexperience which 'gets the brain's juices flowing'."" The experiment saw children given a range of cognitive tests before watching 20 minutes of a movie in either 2D or 3D and being tested again. The results showed those who saw the 3D content reacted faster and performed bettering the second round of testing. Mental engagement also rose by 13% among 3D watchers. Child psychologist Dr Woolfson added that ""supportive parenting"" and regularly listening to classical music can also aid a child's memory."	"[""Children's attention spans have shortened in the past 10 years because of access of.""]"
Why didn't the writer help his son?	"I went home one Saturday afternoon in the autumn of 1993 to get some work done in the garden. While sweeping leaves on the ground, my five-year-old son Nick came over and asked me to write something on a piece of paper to make a sign for him. ""What for?"" I asked. ""I'm going to sell some of my stones, "" he answered. Nick _ stones and had collected many stones from all over. ""I'm busy to do that for you. Go and ask your mum for help."" I said. A short time later, Nick returned with a sign, reading. "" Stones. One Dollar Each"". He took the sign, a small chair and 4 of his best stones and walked to the road in front of our garden. There he put the stones in a line and sat down on the chair. After half an hour, nobody passed by. I walked to him and asked him to go back, but he didn't. Another half hour later, a small car came down the road. I watched as Nick stood up, holding his sign up. A woman rolled down a window and read the sign. I couldn't hear their talk, but I saw the woman turn to the driver and the man reach for his pocket. I sat in the yard, as Nick ran to me. Waving the dollar, he shouted. ""I told you I could sell one stone for a dollar -- if you believe in yourself, you can do anything."""	['Because he was busy sweeping leaves.']
What's the reason that the eagle was disciplined?	"Once upon a time,the animals decided that they must do something heroic to meet the problems of"" a new world"".So they organized a training school. They adopted an activity curriculum consisting of running,climbing,swimming and flying.To make it easier to manage the curriculum,all the animals took all the subjects. The duck was excellent in swimming,in fact,better than his instructor,but he made only passing grades in flying and was very poor in running.Since he was slow in running,he had to stay after school and also drop swimming in order to practice running.This was kept up until his webbed feet were badly worn and he was only average in swimming.But average was acceptable in school,so nobody worried about that except the duck. The rabbit started at the top of the class in running,but had a nervous breakdown because of so much make-up work in swimming. The squirrel was excellent in climbing until he developed frustration in the flying class where his teacher made him start from the ground up instead of from the treetop down.He also developed a ""Charlie horse"" and then got a C in climbing and a D in running. The eagle was a problem child and was disciplined severely.In the climbing class he beat all the others to the top of the tree,but insisted on using his own way to get there. At the end of the year,an abnormal eel that could swim very well,and also run,climb and fly a little,had the highest average and was the one who gave a good-bye speech. The prairie dogs stayed out of the school because the administration would not add digging to the curriculum."	"[""He didn't do as teachers taught.""]"
The lesson we draw from the story is that _ .	"On November18, 1995, Itzhak Perlman, the world famous violinist, came on stage to give a concert at Lincoln Centre in New York City. If you have ever been to a Perlman concert, you know that getting on stage is not easy for him. He got polio as a child, and has to walk with the aid of two crutches now. That night Perlman walked slowly to his chair. Then he sat down and began to play. But, suddenly, one of the strings on his violin broke. You could hear it break---it broke with a loud noise. People thought to themselves, ""He would have to get up to either find another violin or find another string for this one."" But he didn't. Instead, he waited a moment, closed his eyes and then signaled the conductor to begin again. The orchestra began, and he played from where he had stopped. He played with such passion and such power. Of course, everyone knows that it is impossible to play a symphonic work with just three strings. But that night Itzhak Perlman refused to know that. You could see him changing and recomposing the piece in his head. When he finished, there was a silence in the room. Then people rose and cheered. We were all on our feet, doing everything we could to show how much we appreciated what he had done. He smiled and then he said in a quiet tone, ""You know, sometimes it is the artist's task to find out how much music you can make with what you have left."" His words have stayed in my mind ever since I heard them. That is also the way of life. Perhaps our task in this quickly changing world in which we live is to make music, at first with all that we have, and then, when that is no longer possible, to make music with what we have left."	['we should make the best of what we have']
"In the author's opinion the biggest difference between ""bright"" children and ""not bright"" children lies in _ ."	"When we talk about intelligence, we do not mean the ability to get good scores in certain kinds of tests or even the ability to do well in school. By intelligence we mean a way of living and behaving, especially in a new or anxious situation. If we want to test intelligence, we need to find out how a person acts instead of how much he knows what to do. For example, when in a new situation, an intelligent person thinks about the situation, not about himself or what might happen to him. He tries to find out all he can, and then he acts immediately and tries to do something about it. He probably isn't sure how it will all work out, but at least he tries. And, if he can't make things work out right, he doesn't feel ashamed that he fails; he just tries to learn from his mistakes. An intelligent person, even if he is very young, has a special outlook on life, special feeling about life, and knows how he fits into it. If you look at children, you'll see great difference between what we call ""bright"" children and ""not bright"" children. They are actually two different kinds of people, not just the same kind with different amounts of intelligence. For example, the bright child really wants to find out more about life --- he tries to get in touch with everything around him. But the unintelligent child keeps more to himself and his own dream-world; he seems to have a wall between him and life in general."	['the different attitudes to life']
According to the passage, Mount Yasur _ .	Vanuatu is an island nation in the South Pacific. It is one of the smallest countries in the world. But for those who are interested in adventure and sport, there is a lot to do. Vanuatu's islands offer visitors two of the most exciting and dangerous activities in the world: volcano surfing and land diving. Volcano Surfing On Tanna Island, Mount Yasur rises 300 meters into the sky. Yasur is an active volcano, and it erupts almost every day, sometimes several times a day. For centuries, people have climbed this mountain to visit the top. Recently, people have also started climbing Yasur to surf the volcano. In some ways, volcano surfing is like surfing in the sea, but in other ways it's very different. Volcano surfers try to escape the erupting volcano--without getting hit by flying rocks! It's fast, fun and dangerous--the perfect extreme sport . Land Diving Most people are familiar with bungee jumping, but do you know bungee jumping started on Pentecost Island in Vanuatu and is almost fifteen centuries old? The activity, first called land diving, is part of a religious ceremony . A man ties tree vines to his legs. He then jumps head-first from a high tower to touch the earth with the top of his head--without breaking the vine. Every spring, island natives (men only) still take part in this amazing activity.	['erupts almost every day']
The author thinks actors' life is _ .	Many people think it is very exciting and admirable to be an actor. The actors often wear the most beautiful and fashionable clothes and they can make a lot of money. Many people like them and they have so many fans. But in fact, the job of an actor can be very tiring and hard. To make good movies, for example, action movies, the actors need to go to some remote places. There they don't have good places to stay or nice food to eat. They often have to get up early and go to bed very late. When they are too busy, they don't have time to sleep or relax. It's very hard.	['tiring and hard']
Which group makes up the largest percentage of disabled people in China.	China is a country with a large number of disabled persons. Almost 60 million people have vision, hearing, speech, limb, intellectual or mental disabilities. There is one disabled person in every 20 Chinese, and one out of every five households on average has a disabled family member. According to nationwide surveys of the disabled children under 14 account for 16 percent of the total disabled population, and they display the greatest need for rehabilitative training as they display the highest recovery rates after early treatment. Those disabled between the ages of 15 and 59 account for 44 percent, but often their disabilities are not very serious. Although they are more or less able to work, they require vocational training, cultural education and special employment. The disabled over 60 years of age account for 40 percent. Many of them become disabled due to illness or loss of various functions. Some live alone without any income, and therefore their insurance, rehabilitation, and medical needs have become a social issue. The illiterate and semi-illiterate suffer from limited employment opportunities, and often they become socially disabled as well. These people, often neglected , pose another social problem.	['Those between 15 and 59']
What does Will Gompertz think of Alice Munro?	"Making the announcement, Peter Englund, permanent secretary of the Swedish Academy, called Alice Munro a ""master of the contemporary short story"". ""She has taken an art form, the short story, which has tended to live a little bit in the shadow of the novel, and she has cultivated it almost to perfection,"" he said. The 82-year-old, whose books include Dear Life and dance of the Happy Shades, is only the 13thwoman to win the Nobel Prize for literature since its start in 1901. ""I knew I was in the running, yes, but I never thought I would win,"" Munro told Canadian media. Alice Munro: ""I would really hope that this would make people see the short story as an important art form."" Munro, who began writing in her teenage years, published her first story, The Dimensions of a Shadow, in 1950. Dance of the Happy Shades, published in 1968, was Munro's first collection, and it went on to win Canada's highest literary prize, the Governor General's Award. In 2009, she won the Man Booker International Prize for her entire body of work -- but she downplayed her achievements. ""I think maybe I was successful in doing this because I didn't have any other talents,"" she once said in an interview. BBC Arts Editor Will Gompertz said Munro had been ""at the very top of her game since she started"". ""Very few writers are her equal,"" he said, adding ""She gets to the heart of what it is to be human"". The award ""probably won't make a commercial difference"" to the author, he added, but it ""makes a huge difference to how her work will be viewed in historical terms"". ""If she hadn't won it before she died, I think it would have been a terrible, terrible omission ."" Often compared to Anton Chekhov, she is known for writing about the human spirit and a regular theme of her work is the dilemma faced by young girls growing up and coming to terms with living in a small town. Several of her stories have also been adapted for the screen, including The Bear Came over the Mountain."	['He thinks very highly of her.']
How many exchange children did Qing government send to America?	"Many thousands of Chinese are studying at schools in the United States. And writer Liel Leibovitz says the students are following an example that began in the eighteen seventies. Mr. Leibovitz and writer Matthew Miller joined forces to tell the story of the students in their book, ""Fortunate Sons."" The book says China sent one hundred twenty boys from 1872 to 1875 to America to learn about developments that could help modernize their country. Mr. Leibovitz got the idea for the book about the boys a few years ago when he was traveling with his wife in China. Mr. Leibovitz learned that Qing government sent a whole delegation of boys to learn the ways of the West. The goal was for them to return to China and help their country. The book says the boys received their American training in Massachusetts, New York, New Jersey and Connecticut. It must have been a very good education. Mr. Leibovitz says the first prime minister of the Chinese Republic completed this program. And so did the first engineer to build a large-scale railroad without foreign help. The same was true of the fathers of Chinese education, diplomacy and the Navy. The book-writers had only to open some boxes containing the writings of these men to learn about them. Their notebooks, journals, letters and postcards were in English. Mr. Leibovitz said he was lucky to have so much information from events that took place long ago. The students returned to China after about nine years. They no longer spoke Mandarin well enough to answer questions. Police welcomed them home by putting them in jail. The young men were released after about a week. But they were given low-level jobs. Mr Leibovitz says it took about ten years for them to rise to higher positions. He said their story continues today with large numbers of Chinese studying in the United States."	['120.']
Mount Kilimanjaro is _	Mount Kilimanjaro is the highest mountain in Africa and one of the largest free-standing mountains in the world, and some say, the most beautiful place on the earth! The mountain towers 15,000 feet above the plains. Mount Kilimanjaro is in Tanzania and it covers an area of 60 miles long and 40 miles wide. Kilimanjaro is an extinct volcano , with 3 peaks. Kibo is the highest one in the center. Because of Kilimanjaro's great height, the mountain influences its own weather. Winds incoming from the Indian Ocean are stopped upward by the mountain and drop their moisture as rain and snow. People have planted coffee, corn, and other crops on the lower slopes . Mount Kilimanjaro now attracts many thousands of walkers each year. Because of a temperature rise in recent years, the beautiful snow cap of Kilimanjaro is retreating fast. A research said that the white snow on the mountain might be gone in 15 years. What a pity!	['a free-standing mountain']
What would be the best title for this passage?	Popular music in America is what every student likes. Students carry small radios with earphones and listen to music before class, after class, and at lunch. Students with cars buy large speakers and play the music loudly as they drive on the street. Adult drivers listen to music on the car radio as they drive to work. They also listen to the news about sports, the weather, and the life of American people. Most of the radio programmers are music. Pop or popular music singers make much money. They make a CD or a tape which radio stations use in many places. Once the popular singer is heard all over the country, young people buy his or her tape. Some of the money from these tapes goes to the singer. Wherever the singer goes, all the young people want to meet him or her. Now the singer has become a national star. There are other kinds of music that are important to Americans. One is called folk music. It tells stories about the common life of Americans. Another is western or country music. This was started by cowboys who would sing at night to the cows they were watching. Today, any music about country life and the 1ove between a country boy and his girl is called western or country music. ,.	['American Music.']
What might be the author's purpose in writing the passage?	Forty years ago, Finland was a small country with ordinary public schools. Today, Finland is still small but no one calls Finland's public schools ordinary anymore. In 2000, the Finns surprised the world when their 15yearolds scored at the top of a closelywatched international exam called the PISA, the Program for International Student Assessment. Finland has stayed near the top ever since, while the US scores around the middle. Pasi Sahlberg, an official of Finland's Ministry of Education and Culture, is in Seattle this week to share the story of Finland's success, and what states like Washington can learn from it. Sahlberg's message, although he is too polite to put it so directly: Stop testing so much. Trust teachers more. Give less homework. Shorten the school day. On Tuesday, in a room filled with teachers, principals, professors, schoolboard members and policy makers, Sahlberg joked about the Finns' reputation for being a quiet, humble people. When Finland hit the top of the PISA, he said, the biggest disbelievers were Finns. More seriously, he said, Finland never set out to create the world's top school system. Instead, he said, the country decided in the 1970s that it wanted to ensure that a student's success didn't depend on family background. To achieve that goal, Finland relied on cooperation among teachers and schools, rather than on competition. Rather than judges teachers and schools based on test scores, he said, Finland puts trust in its teachers and principals. Teachers develop the curriculum in Finland, and design their own tests. There are no national tests, except one at the end of high school. That's just the start. Along with a shorter school day, Finnish students don't even start school until they are 7 years old. Many primary schools have a policy against giving homework. But Finland, he said, succeeded in part by adapting ideas from the US and other countries. And those countries, he said, can learn from Finland, too.	"[""To share the story of Finland's success in education.""]"
Where can you find the article?	"Summer Science Class registration begins on March 8 ! If you are interested in science,the environment,or conservation and you are in grades 7-12,sign up soon for Black Rock Forest Consortium's Summer Science Class program. You can download the Summer Science Classes 2013 brochure here. It is easy to register;just call 8455344517 or click here. Twelve weeklong courses in the natural sciences and the arts are offered at Black Rock Forest in Cornwall from July 15 through August 9.Two more classes are offered with site partners,including ""The Art of Scientific Observation,"" hosted jointly by Black Rock Forest Consortium and Storm King Art Center,one of the world's leading sculpture parks,and ""A Nautical Expedition"" hosted jointly by the Consortium and the Constitution Marsh Audubon Center. We are delighted to announce two special ""away"" classes that are part of the Summer Science Class program this year: an ""Adirondack EcoAdventure"" beginning August 11,and ""Conservation Biology in Florida,"" beginning June 23 and featuring field work on the Gulf Coast in cooperation with the University of Florida's Seahorse Key Marine Biological Laboratory. For more information on the Summer Science Class program,please read our press release. Black Rock Forest Consortium is a nonprofit organization founded in 1989 to advance scientific understanding of the natural world through research,education and conservation programs."	['From a web site.']
There are both Vitamins A and D in _ .	The vitamins are named by letters of the alphabet . Vitamin A is needed by the eyes. There is Vitamin A in milk, butter, and green vegetables. It can be kept by the body. Vitamin B cannot be kept. It must be supplied all the time by some of the food we eat. Vitamin C is very important to the body. Without it men's teeth become loose and their arms and legs get weak. Lemons , oranges and tomatoes have Vitamin C in them. Vitamin D is the sun vitamin. We get it in milk and eggs and from sunlight on our skin . There are other Vitamins, but these A, B, C and D, are the most important.	['milk']
For what purpose does the author write the passage?	What can you say about a vibrant city that I once called home? Is she beautiful or brilliant? Do these lines sound familiar to you? If you have read the book or seen the movie 'Love Story' you would know that my opening lines are 'inspired' from it. And it fits! I fell in love with Hong Kong at first sight! It's the city where I set up our first home, raised our son, and studied my MBA. Our first encounter was in October 2010, when my husband and I were there for a week to visit the city we would be calling home for the next few years. Once we entered the city, what impressed us was its vibrancy and almost immediately I was convinced to make that city our home. A few months later, we settled down and I loved everything about Hong Kong! The wet markets, the modern shopping malls, the bargaining at Mongkok, the fine foods...there is so much to experience. Then came the MBA, which took the entire experience to a different level. I was so nervous about returning to books after almost a decade. I thought I would struggle a lot with the academic requirements. But, I made it. I am so happy to have so many good memories to write in this blog. One thing for which I will always be grateful is the opportunity to travel. And Hong Kong gave me plenty of that. I feel enriched just having visited some of the neighboring countries. I am living in another city that I love----London now. However, Hong Kong, for all its sights and smells, was once home to me and my family. I WILL MISS YOU!	['To express her deep love to Hong Kong. ks5u']
How many times did the two crows argue?	"Once there were two crows whose opinions were always opposite. One day, one of the crows said to the other, "" You should realize, of course, that I can fly much higher than you."" "" Don't be ridiculous ."" the other crow said. "" Everyone knows that I can fly much higher than you."" ""No, you can't"" the first crow said. ""Yes, I can"" the second crow replied, and the argument went on and on. At last they decided to have a contest to solve the argument. "" We will compete to find out who can fly higher while carrying a bag"" the first crow said. They argued for some time because of the size of the bag, but at last _ . Then there was a further argument about what each bag would be filled with. Finally, they agreed that the first crow would fill his bag with cotton and the second crow would fill his with salt. The first crow thought he was clever to agree to this, because salt is much heavier than cotton. At last they were ready for the contest. Holding their bag in their mouths, they flew into the sky. They had not been flying for long. However, when it began to rain- as the second crow had expected it would. Can you guess who could fly higher?"	['Three times']
