question	context	answers
Which title do you think is more suitable for this article?	"Many a online shopper stayed up until 2 am on Sunday, looking through the Internet to buy products being sold at half price before they could _ (be bought)by other shoppers. Tens of millions of the Internet users were crazy to take advantage of the halfprice promotion, started by the ecommerce giant Alibaba Group on Sunday, Nov. 11, which is known as Singles' Day in China, and is the Chinese answer to Cyber Monday in the United States. By 7 pm on Sunday, 14.1 billion yuan's worth of sales was made on tmall. com and taobao. com. That could make Singles' Day the biggest ecommerce sales day on record. The research company comScore said US online retailers saw $ 1.25 billion of sales during last year's Cyber Monday, the day after Thanksgiving weekend and the busiest day for online retailers as US shoppers start to prepare for Christmas. Singles' Day originated with university students, and was later adopted by ecommerce companies as a promotional opportunity. Ecommerce companies, including Jingdong Mall and Amazon China, also took part in the promotion."" In the past, people only shopped online occasionally, but now, online shopping is a lifestyle accepted by many,"" said Zhang Yong, Tmall president. Alibaba began to hold Singles' Day promotions in 2009, and last year, its sales totaled 5.2 billion yuan.""I don't know whether we would lose money, but I don't think we could earn much on this day by selling goods at half price,"" said Hao Hongfeng, chairman of Beijing Jiuxian ECommerce, a liquor retailer in Beijing who took part in the event. He said it is a good opportunity for online retailers to get their names known."	['A Craze for Online Promotion']
Steve Jobs _ .	"The designer of the Apple Computer, Steve Jobs, was not quite successful in his early years. He was not among the best students at school, and from time to time he got into trouble with either his schoolmates or his teachers. But he was full of new ideas, which few people saw the _ of. Things remained the same when he went up to college and he dropped out halfway. Steve Jobs worked first as a video game designer at Atari. He worked there for only a few months and then he set out to tour India. He hoped that the trip would give him more ideas and give him a change in life for the better. After he returned from India, he begin to live on a farm in California. And then, in 1975, Steve Jobs set about making a new type of computer. Along with his friend Stephen Wozniak, he designed the Apple Computer in his bedroom and built it in his garage . He gave the name ""Apple"" because it reminded him of a happy summer he once on an orchard in Oregon. His Apple Computer was so successful that Steve Jobs soon became worldwide famous. But unluckily, he died of illness in 2011."	"[""didn't finish his college education""]"
What do Dr Pine's words imply?	"Men have long been puzzled by the amount women pack, when they go on holiday. They despair when they watch their beloved spend much money on extra baggage charge. Nearly half of these women admitted to lying about the weight of their case to their partner before leaving for the airport, in fear of being made to unload some unnecessary items. But it's a fact that women pack more than they need. On average, a woman needs around 57 items in suitcase for a two-week holiday, yet most women pack nearer to 150 items, ranging from skirts, tops, underwear and high heels. In addition, women pack more sun cream, make-up and hair appliances than they were likely to need. They all take up space in the suitcase, only a third of them will see the light of day once at the holiday place. 79 percent of women admitted to taking extra items with them, with the reason for this being ""just in case"". Women plan their holiday wardrobe months in advance. Packing enough clothes and other items to last a month is not enough for some women. They'd take a chance to shop for new items while holidaying abroad. So they'll return with even more luggage in their cases. Professor Karen Pine said: ""Women are tempted to take familiar items with them on holiday, often everything except the kitchen sink. Some people find traveling stressful, particularly when they're unsure about the home comforts available at their holiday place. They over-pack to help cope with those feelings of stress and reduce the uncertainty."" This will come as no surprise to some men, who are used to trying to squeeze their partner's luggage into the boot of the car with their own, smaller case. On the other hand, men pack very lightly, with only an average of 40 items for a two-week holiday."	"[""It's understandable that women over-pack in a sense.""]"
.What do you think is the theme of the story?	"When I decided to get married, my father decided to share some wisdom. ""Lori, it is just as easy to love a rich man as it is to love a poor man, "" he said. My boyfriend didn't have much money, but I loved him. ""What?"" I cried. "" How can you say that? I want to marry for love, NOT for money."" "" But why not marry someone you love who has money?"" he asked. ""Rich men are materialistic . I'd rather marry a poor man who loves me,"" I said and he gave in. And as we went on, with my family growing, I learned why my father put such importance on money. We had to cover the rent, car, electricity, food, and medical bills. We were under lot of pressure. The worries over whether we would be asked to move out or if we had the money to wash our clothes at the Laundromat this week made me question if I did the right thing by marrying a ""poor"" man. I realized that I had entered the ranks of the poor. Not that I'd ever been rich. Most of my life, I considered us in the lower middle-class rank. We had a house of our own, food on the table, cars, clothes, and money for college. But now, as I listened to an apartment neighbour talk about her monthly ""Mother's Day"" gift, I realized she was talking about her welfare check . And another young mother tried to ""help"" me out by connecting me with a friend who stole baby clothes from a department store. "" For a small cut,"" she said, "" I could return my 'purchase' for cash."" It made me sick. How poor was I? I had a college education but wasn't using it. I insisted on not missing a minute of our children's childhood and it came at a price. My husband was working as hard as he could and it wasn't enough. But somehow we made it. The kids grew. Today, we look back and see the great values gained by going through those hard years. My children are not materialistic. They never thought they were poor growing up because we always managed to give a little bit of food, money, or clothes to the ""poor"". They were satisfied with the simple things in life that come free such as a beach day or a horse back ride from their dad. We had our worries, but we still treasured our very favorite part of the day when we'd nest under the covers and talked about our future, the kids and how much we loved each other. Sure our financial troubles caused a lot of fights, but we didn't leave each other. We began to live a better life. We moved to a better community with good schools for the kids. And soon, we'll face a new challenge with wealth. But we'll never give up. My father died three years ago. Before he died, he knew I made the right choice. I'm proud of my decision."	"[""Money doesn't matter as much as love in marriage""]"
We know from the passage that a loud person is _ .	Here are six steps to better studying. Pay attention in class Do you have trouble paying attention in class? Are you sitting next to a loud person? Tell your teacher or parents about any problem that is preventing you from paying attention. Take good notes Write down facts that your teacher mentions or writes on the board. Try to use good handwriting so you can read your notes later. It's a good idea to keep your notes organized by subject. Plan ahead for tests and projects Waiting until Thursday night to study for Friday's test will make it hard to do your best. One of the best ways to make sure that doesn't happen is to plan ahead. Write down your test dates. You can then plan how much to do after school each day, and how much time to spend on each topic. Break it up When there's a lot to study, it can help to break things into several parts. Let's say you have a spelling test on 20 words. Instead of thinking about all of the words at once, try breaking them down into five-word groups and work on one or two different groups each night. Ask for help You can't study effectively if you don't understand the material. Be sure to ask your teacher for help. If you're at home when the confusion occurs, your morn or dad might be able to help. Sleep tight So the test is tomorrow and you've followed your study plan--but suddenly you can't remember anything! Don't panic. Your brain needs time to digest all the information you've given it. Try to get a good night's sleep and you'll be surprised by what comes back to you in the morning.	['a student who likes speaking with others in class']
Which of the following might Margolis agree with?	"Britons may like to complain a lot, but they rarely do so right now, explains BBC writer Ruth Margolis. They would rather grumble afterward. This is because Britons hate to put someone out and cause any embarrassment. Margolis writes, ""For instance, I'm much more comfortable just leaving that piece of raw chicken on my plate instead of complaining to restaurant staff. But beware: if this kind of thing happens when you're dining with an American, they will most likely speak up on your behalf and not understand why you find this ashamed."" In a BBC blog post comparing cultural differences between the UK and the US, Margolis mentions a few other things that Americans like to do that are offensive to Britons. * Not making introductions Margolis says most Britons dislike this approach because ""talking to strangers without being introduced gives them a stomachache"". Americans rarely introduce a new friend to their friends at parties. Strangers are supposed to introduce themselves. * ""Quite"" good Using ""quite"" to mean ""very"" happens a lot in the US. But if you are invited to a dinner party in Britain, don't describe the meal as ""quite good"" if you want to express high praise. To Britons' ears, ""quite"" _ the ""good"": the meal was OK but could have been better. * Money Talk Americans can talk about money subjects for hours without feeling uncomfortable. For Britons, says Margolis, ""Talking about how much we make is unthinkable -- even 1ess so than discussing our feelings."" * Over-politeness ""It's not that I want shop assistants to be actively rude. But neither do I want to expend energy responding to someone who's been paid to ask: 'How are you today?'"" says Margolis. In the US, it is not unusual to be greeted by a perfect stranger as ""honey"" or ""sweetie"". But Margolis says Britons find put-on friendliness, especially in stores, deeply irritating."	['Americans introduce themselves at parties.']
In which way will you not get tickets if you don't book in advance?	Want to save money when traveling by train? Here are some ways. Day Returns This ticket can save you up to 45% on the standard fare. You have to travel after the rush hour period Mon.--Fri . but can travel at any time on Sat. or Sun. Big City Savers These are special low-priced tickets on certain trains. You have to book in advance--at the latest by 16:00 the day before you travel. It's first come, first served. Weekend Returns Weekend Returns are available for most journeys over 60 miles. Go on Fri. Sat. or Sun, and return the same weekend on Sat. or Sun, and save up to 35% on the standard fare. Monthly Returns These are available for most journeys over 65 miles. Go any day and return within a month. Monthly returns save up to 25% on the standard fare. Family Railcard For PS20 this railcard allows you to take a second adult and up to 4 children for only PS3 each when you buy single or return tickets. You can travel as often as you like until the card becomes out of date.	['Big City Savers']
This year Santa and his helpers _ .	This message is to inform all the children that Santa's post office in Himmelpfort, Germany, is open to receive your holiday wishes. That means you can mail your letters to Santa about 6 weeks sooner than that last year. Santa knows you've been good and wants to make sure he and his helpers receive your wish list earlier. Eight post offices are organized across Germany to answer all letters children send. This year they plan to receive over 250,000 letters. Though the letters fly from over 80 different countries, Santa and his helpers can understand and make sure to answer all the letters. In 1984, two children from Berlin sent their wish lists to Himmelpfort after spending vacation there. Their letters were answered by postal employees and later Himmelpfort increased its helpers to meet the needs of increased mail traffic. Year after year, Santa and his crew use an eco-friendly powered vehicle to collect the thousands of letters he receives from young boys and girls. The great news for this year is that if you come to the beautiful town of Himmelpfort, you can drop off your letter and visit Santa in person, from Tuesdays to Thursdays until Christmas Eve. Santa does not currently have an e-mail, Twitter or a Facebook account. He believes in old-fashioned communication. So get out your paper and write your wish list. Just make sure your letter is clear so you can receive an official response, send your letters to: Santa Christmas Post Office Himmelpfort, Germany 16798	"[""are able to receive kids' letters earlier""]"
The example of Lynne is mentioned in the passage to show _ .	"Nowadays it is common that people are buying more products and services than ever before through the Internet, so do Americans. And experts say the popularity of online sales is likely to spread to other countries. Online sales now represent as much as 10% of all retail sales in the United States. This has led traditional stores to seek new ways to keep their customers loyal. Taking Lynne for example, she made good use of the Internet. she used the Internet to buy everything she needed for her Wedding and holiday gifts for her husband and stepdaughter. Other than food, 90% of her purchases were made on her home computer. ""I find that, by being able to go online, choose the things that I need, and have them delivered to me right at my doorstep, I _ all the driving, all the crowds, all the noise of that, and I usually get a better selection."" There are a lot of people like her. Experts say American online shopping hit records in both November and December. 57% of Americans have bought something electronically. Store owners worry that this growing amount of online sales will hurt their business. Cornell University marketing professor Ed Melaughlin says they can keep their customers by selling goods like clothing, which buyers may want to see and try on before purchasing. The stores could also offer things that are difficult to ship. Besides, some stores can please customers by offering to repair electronic products. Bill Martin is the founder of Shopper Trak. His business helps stores learn about their customers. He said, ""There is still a lot of emotion in the buying decision, you know, that takes place. Often you need that last sense of ""Boy, this is exactly what I want before you are ready to part with money, and you can't always get that online. It's a rather cold process."" While e-commerce worries some business owners, the only worry for delivery services is keeping up with the number of packages. UPS manager Dana Kline says her company is very busy at this time of the year. UPS is so busy that it has filled 55,000 temporary work positions during the holiday season."	"[""online business has changed many Americans' life""]"
How much should a couple pay for a helicopter-boat tour?	Helicopter Aerial Tour Explore the Grand Cannon from the eyes of the eagle. A wonderful 12- to 15-minute helicopter tour will soar through the canyon for an aerial experience of wonderful views. Our aerial tour is not available anywhere else in the world! Ticket:$120. 00 per person, plus 10% tax. Please call us at 1-888-868-9378 for seasonal rates, specials or to book by phone. Helicopter-Boat Tour Helicopter tour starts at the Grand Canyon, West Side. Take a 4,000-foot fall to the Colorado River below. Helicopters fall 4,000 feet from the canyon side to the banks of the Colorado River where visitors can enjoy a 15- to 20-minute boat ride down the Colorado. Ticket:$150. 00 per person, plus 10% tax. Champagne Helicopter Tour Experience the beauty of the Grand Cannon: Soar above the Hoover Dam and the dead volcanoes. You go aboard a million-dollar helicopter with all forward facing seats allowing 180 degrees of views in air-conditioned comfort. You will see the Hoover Dam, the Colorado River, the Grand Cannon and more! You land to have a champagne picnic lunch at the Grand Cannon. Las Vegas Adventure Tour Helicopter tours to the Grand Canyon West include a wonderful Las Vegas adventure tour. Aerial sightseeing tours originating in Las Vegas, Nevada include breathtaking views of Lake Mead, the Mohave Desert, and the west edge of the Grand Canyon. Aerial tours including the round trip as well as combination tours attract many visitors. Visitors arriving at the Hualapai elation's Grand Cannon West Airport may select one of the activities above.	['330 dollars.']
Peter is a _ .	"Peter is thirteen years old. He is in Grade Two this year. He likes to play football and watch football matches. And he often reads newspapers. He does his best to know when and where there is going to be a football match. Now Peter is having lunch. He is listening to the radio , too. He is very happy because there is going to be a football match this afternoon. But he has to have English and Chinese lessons. He thinks hard and finds a way.""Hello, Mrs. Black,""Peter says to his teacher on the telephone. ""Peter is ill in bed. He wants to ask for half a day's leave .""""Oh, I'm sorry to hear that,"" says Mrs. Black. ""But who is that?""""It's my father, Mrs. Black,"" says Peter."	['middle school student']
The reason why music can help deal with stress is that _ .	Research has shown that music has an important effect on one's body and psyche . In fact, there is a growing field of health care known as music therapy, which uses music to treat diseases. Even hospitals are beginning to use music therapy. This is not surprising, as music affects the body and mind in many powerful ways. Research has shown that quick music can make a person feel more alert, while slow music can produce a calm, deep thinking state. Also, research has found that music can change brainwave activity levels. This can help the brain to change speeds more easily on its own as needed, which means that music can bring lasting benefits to your state of mind, even after you've stopped listening. Breathing and heart rates can also be influenced by music. This can mean slower breathing, slower heart rate. This is why music and music therapy can help reduce the damaging effects of long-term stress, greatly promoting not only relaxation, but health. Music can also be used to bring about a more positive state of mind by helping to keep worries away. Music has also been found to bring many other benefits, such as lowering blood pressure and reducing the risk of strokes. It is no surprise that so many people are considering music as an important tool to help the body become or stay healthy.	['it does good to breathing and heart rates']
What's the best title for this passage?	Damini Bansal (14 years old) Freedom is something different in everybody's way of thinking--a student would probably like to raise a revolt against all the obnoxious rules of his or her school and as a grown up one might want to have less responsibilities . Freedom according to me is the power in me to make some of my life's decisions on my own. And this Independence Day will be a lot more different than our first one in 1947 when people actually came to know what it was like to be free, for them it was the dawn of a new day, it was a day when they could do what they felt was right. We have come far from all of this. We now no longer see the Independence Day as a day of very great importance for the students of my class (and most of the children of my age), and the most important value is that it is a holiday. Arihant Jain (12 years old) We can do anything we want like not going to school. Everything should be free. We should not pay money to buy anything. Can go anywhere I want...to the playground when exams are on. Chatting on phone as long as I want. To eat dinner outside everyday. In school being able to play sports and not study. Flying Kites.	['What Freedom Means to Me']
_ finds a toy from the junkyard.	"Have you seen the movie Changjiang 7(CJ7)?The story is about a boy called Dickey. He lives a poor life with his father. His father doesn't have any money to buy toys for him. One day his father finds him a strange toy from a junkyard . Dickey names it Changjiang 7 (CJ7). It is an alien dog. It can do many things that humans can not do. Dickey takes it to school to help him in many ways. CJ7 is a popular movie. Xu Jiao,born on August 5,1997 in Ningbo,Zhejiang,plays Dickey. On April 21,the girl won Best New Performer at the Hong Kong Film Awards for her play in CJ7.Now Xu Jiao becomes a new film star. She is well-known especially among young kids. Many of them want to own such a helpful toy as CJ7. Xu once said it was difficult to play a boy. ""To get an idea of what a boy is like,"" she said,""I watched boys and I also studied and played with them a lot."""	"[""Dickey's father""]"
what can we learn about Cannon Mountain?	Once school is out for the summer, students can begin their vacation trips in the great state of New Hampshire. Here are some low budget destinations. Cannon Mountain It is not only the well-known oldest ski area in the US, but a top summer destination. The site offers views of the attractions of NH's Old Man of the Mountain, and the nests of eagles from the surrounding mount. You can treat yourselves to not only the small train ride, but a walk through the US ski museum and a hike along the small road. Feel free to choose a picnic lunch, or eat in the hotel. To comfortably enjoy the Cannon Mountain trip, plan to bring $20 per person in your group. Mount Washington Auto Road No trip to New Hampshire is complete without taking a drive up to the Mount Washington Auto Road. At $28 per vehicle and driver, plus $8 for each adult, you can arrive at the mountain top. You can start your trip to the highest top in the northeast, where you can spend a day climbing the rocks, exploring the weather station and the hiker rest area. Cruising on Lake Winnipesaukee Lake Winnipesaukee offers seasonal trips on the largest lake in New Hampshire. Summer cruises are designed for all the visitors, from plants tours and houses visiting to evening dinner cruises. Tickets change from $15 to $123 depending on the number of visitors and the season. Prescott Park Arts Festival Since 1974, the Prescott Park Arts Festival in Portsmouth has been hosting a free theater experience in the lovely river side Prescott Park. Past performances have included Annie, Shrek the Musical, and other plays. These community theater programs are a delight. And they run from June to August, with both evening shows and afternoon concerts.	['A small train ride is available there.']
Why did television and radio stations pause normal programming?	"Early last Tuesday, six men carrying machine guns, a pistol and a hunting rifle got on a four--car electric "" milk train"" at the Dutch town of Assen. Shortly after it left Beilen, ten miles away, the terrorists stopped the train and seized the passenger as hostages. As police and Dutch soldiers ringed the train, another group of terrorists stuck in Amsterdam, forcing their way into the Indonesian consulate and taking 41 more hostages, including 16 children. By week's end the terrorists had murdered three people aboard the train, and four more had been wounded in the raid on the consulate. The kidnapping, and the subsequent cold--blooded murders, virtually rocked the Netherlands. While the Cabinet met in emergency sessions, television and radio station paused normal programming in favor of solemn music and news bulletins. The terrorists were Indonesians from the South Moluccan Islands in the Pacific Ocean, and they were demanding that the Dutch help them gain independence from the Jakarta regime. The twin acts of violence were not the first signs of South Molucca anger. Just before a 1970 visit to the Netherlands by Indonesia's President Suharto, they attacked the Indonesian embassy in the Hague, killing a Dutch policeman. Last week's kidnappings are two days before the Dutch Appeals Court was to trial 16 South Moluccan's who were implicated in a plot last April to kidnap Queen Juliana and other members of the Royal family. They planned to storm the palace at Soestdijk after attacking the gates with an armoured car . The Moluccan headache is a heritage of the old days of empire. A chain of islands at the eastern of the Indonesian archipelago, the Moluccas were once known as the Spice Islands. When the Netherlands gave up its East Indies colonies in 1949, the Moluccans wanted to set up a South Moluccan Republic, some 12,000 islanders were allowed to settle to the Netherlands. Their number swollen by Dutch--born children now reached 35,000. the young Moluccans here are demanding that the Dutch help them gain independence from the Jakarta regime."	['The acts of violence shocked the whole country.']
The author left school at 15 mainly because _ .	"My sister and I grew up in a little village in England. Our father was a struggling lawyer, but I always knew he was special. He never criticized us, but used praise to bring out our best. He'd say, ""If you pour water on flowers, they flourish . If you don't give them water, they die."" I remember as a child I said something unkind about somebody, and my father said, ""Any time you say something unpleasant about somebody else, it's a reflection of you."" He explained that if I looked for the best in people, I would get the best in return. From then on I've always tried to follow the principle in my life and later in running my company. Dad's also always very understanding. At 15, I started a magazine. It was taking up a great deal of my time, and the headmaster of my school gave me a choice: stay in school or leave to work on my magazine. I decided to leave, and Dad tried to _ the decision at first, as any good father would. When he realized I had made up my mind, he said, ""Richard, when I was 23, my dad persuaded me to go into law. And I've always regretted it. I wanted to be a biologist, but I didn't pursue my dream. You know what you want. Go fulfill it."" As it turned out, my little publication went on to become Student, a national magazine in the U.K.. My wife and I have two children, and I'd like to think we are bringing them up in the same way Dad raised me."	['He had a dream to fulfill']
Some birds ant because ant's secretions _ .	"Every so often, birds, just like humans, do what it takes to feel really, really good. The bird version is to sit on an anthill so that hundreds of ants climb all over their bodies, or even better, some birds pick up mouthfuls of pressed ants and rub themselves all over. Afterwards, the birds either eat the ants or set them free. Scientists call this ""anting."" It's a common bird practice, and is especially done by the smarter birds. Ravens do it. Magpies do it. However, birds aren't the only animals that use anting --- squirrels, cats, and hedgehogs have all been observed doing the same sort of thing! Why birds ""ant"" is something of a mystery, but one thought is acceptable. Ants have defensive secretions , chemical weapons they use to fight off other insects and bacteria. So pressed ants help the birds drive the insects away. Similarly, if you cover your body with them, you can move through the forest without worrying about being bitten by insects. Plus, ants are cheap. They are around. However, we have a better explanation. Birds ""ant"" a lot in spring and summer. For many birds, that's the season for birds to change feathers. So maybe ant secretions are like bath oil; they comfort the skin during feather replacement. A British scientist once declared ""the purpose of anting the stimulation and comfort of the body,"" and that the general effect ""is similar to that gained by man from the use of outside stimulants, and perhaps also smoking."" And like cigarettes, anting can become a habit. Another study compares anting to ""the human habits of smoking and drug taking,"" and says, ""it is enjoyed for the feeling of excitement it results in. So once experienced, it is difficult to stop."" That's why you often see mother birds shouting at their babies who come near their first anthill. ""Stay away from there, child... Don't touch those ants!"" they cry. I don't speak Raven. Or Magpie. But I have been a parent. So some things I know."	['can remove unwanted insects']
According to the passage, the more we learn _	Scientific Progress Most scientific progress is the result of careful consideration of work that has already been done. The wonderful world which lies before us today has been put up by hardworking men with clear heads and inventive mind, and these who follow them along life's road will improve on their efforts. It is sometimes necessary to question and even to disbelieve some of the statements made by experts. Action or experiment can often end an argument or achieve a breakthrough. When men were wondering whether it was possible to reach India by sailing westwards from Europe, and whether there was any land on the other side of the Atlantic Ocean, Christopher Columbus decides to act. He gathered some men, invited them to go on board his three ships, and set out across the dangerous waters of the Atlantic Ocean. He was successful in finding land, but it was not India. The result of his action was that the arguments came to the end. Any young man who wishes to do research must be courageous enough to question old beliefs and do some original thinking about them. Although we seem to know so much, there are many things we don't know. Even when we pull an atom to pieces, we do not really know what the pieces are, we often do not reach the reality behind what we discover, and the more we learn, the better we realize our ignorance.	['the more we know about our ignorance']
In the first photo we can see _ people.	Hi, I am Grace. I have some nice photos. The first is the photo of my family. The boy is my brother, Bill and the girl is me. And these are my parents. Now we are in Bill's room. We can see his model phone on the bed. His brown trousers are also on it, under his phone. The second is photo of my friend. Her name is Helen. She's 14. And we are the same age. Helen has hat. But the hat is on the floor. It looks like my black cat. In the third photo is my cousin, David. He is in the library. He has some books on the desk. They are all about dogs. Do you know why?	['four']
From the passage, we can conclude _ .	"Sometimes successful health campaigns can have quite unexpected reactions. The years of warnings about skin cancer mean that Britons are happy to cover themselves in sunscreen or stay out of the sun altogether, but it also means that most of us are not getting enough vitamin D. Scientists announced yesterday that Britons need to increase to three times the amount of vitamin D they get per day. They called on food producers to fortify their products with more of the vitamin and suggested people should consider taking supplements to keep levels up. They also suggested getting out in the sun for short periods more often, but they warned against ""sun bingeing"". The government does not publish official advice on the amount of vitamin D people should take due to a lack of research, says Dr Birgit Teucher of the Institute for Food Research. But in the US, the government recommends 5 micrograms a day. By that count, Dr Birgit Teucher said that around 90% of Britons between 19 and 64 would be lacking in the vitamin because they only took around 3 micrograms a day. Vitamin D is important for absorption of calcium by the body, which is needed for healthy teeth and bones. A lack of it can lead to serious diseases in both children and adults. The vitamin can be found in some foods but it can also be obtained from chemicals in the skin reacting to sunlight. Dr Barbara Boucher said adults should get 5 to 25 micrograms a day. Shortage of vitamin D may be linked to diseases such as muscle weakness, high blood pressure and rickets . Dr Birgit Teucher gave several reasons for the lack among Britons. Increasing numbers of office-based jobs mean a lack of exposure to the sun; and the rise of becoming overweight means that vitamin D--which is fat soluble is increasingly stored in body fat, where it cannot be accessed readily. Professor Brian Wharton of the Institute of Child Health said that children in particular needed to have enough vitamin D to prevent rickets. Professor Graham Bentham, an environmental scientist at the University of East Anglia, added that babies who were only breast-fed probably need to take supplements in case their mother was vitamin D lacking. Those drinking milk were likely to be OK, thanks to the fortification of the drink. The scientists called on food producers to fortify milk, bread and breakfast nutrient to enable people to get their daily amount of the vitamin. Prof Graham Bentham added that 30 minutes of sun exposure to the face and forearms between April and October would be _ . Outside these months, the sun is not strong enough in Britain for the body to produce its own vitamin D. But Prof Graham Bentham warned against spending too long in the sun. ""Sun bingeing is well known to be dangerous,"" he said. ""In any case, vitamin D transformation in the skin switches off after a while so short frequent amounts are better for vitamin D formation."""	['vitamin D is vital for the body to absorb calcium needed for healthy teeth and bones']
The author gives the example of FinalThoughts.com to make the point that _ .	"Today, there's hardly an aspect of our life that isn't being upended by the tons of information available on the hundreds of millions of sites crowding the Internet, not to mention its ability to keep us in constant touch with each other via electronic mail. ""If the automobile and aerospace technology had exploded at the same pace as computer and information technology,"" says Microsoft, ""a new car would cost about $ 2 and go 600 miles on a small quantity of gas. And you could buy a Boeing 747 for the cost of a pizza."" Probably the biggest payoff, however, is the billions of dollars the Internet is saving companies in producing goods and serving for the needs of their customers. Nothing like it has been seen since the beginning of the Industrial Revolution, when power-driven machines began producing more in a day than men could turn out in nearly a year. ""We view the growth of the Internet and e-commerce as a global trend,"" says Merrill Lynch, ""along the lines of printing press, the telephone, the computer, and electricity."" You would be hard pressed to name something that isn't available on the Internet. Consider: books, health care, movie tickets, construction materials, baby clothes, stocks, cattle feed, music, electronics, antiques, tools, real estate, toys, autographs of famous people, wine and airline tickets. And even after you've moved on to your final resting place, there's no reason those you love can't keep in touch. A company called FinalThoughts.com offers a place for you to store ""afterlife e-mails"" you can send to Heaven with the help of a ""guardian angel"". Kids today are so computer literate that it in fact ensures the United States will remain the unchallenged leader in cyberspace for the foreseeable future. Nearly all children in families with incomes of more than $75,000 a year have home computers, according to a study by the David and Lucile Packard Foundation. Youngsters from ages 2 to 17 at all income levels have computers, with 52% of those connected to the Internet. Most kids use computers to play games (some for 30 hours or more a week), and many teenage girls think nothing of rushing home from school to have e-mail chats with friends they have just left. What's clear is that, whether we like it or not, the Internet is an ever growing part of our lives and there is no turning back. ""The Internet is just 20% invented,"" says cyber pioneer Jake Winebaum. ""The last 80% is happening now."""	['almost anything is available on the Internet']
You can read faster _ .	Reading is a good hobby for all kinds of reasons. First, reading is fun. You can always keep yourself happy if you like reading. You will never feel bored or tired. Next, you can read a book anywhere-- in a car, on a plane, or even in the bathroom. All you need is a book! Another good reason for reading is that it is useful. If you read as a hobby, you will get better and better at it. And you will read faster and find it easier to understand what you read. As you reading skills improve, you will probably find your schoolwork becomes much better. Some people say that reading is out of date . This is not true. You can read on computers, and the better you read, the better your computer skills will be. Good readers may become writers, too. They always have more things to write about. Reading is a wonderful hobby. Why not start reading right now?	['if you read as a hobby']
What is the best title for the passage _ ?	"""Oh, my God! Did I really just send that text?"" Most people have said something that they wish they could take back. And if they had paused to think about it first, they probably would have acted differently. Pausing doesn't pay off just when you speak. Scientific studies have shown that making a habit of pausing before you do something can actually have a big impact on how your life turns out. In making decisions we rely on two areas of the brain. One area creates and processes emotions; the other governs logical thought. The type of decision, how we feel about it, and how prepared we are to handle it help determine which brain area has the most influence. But our age also plays an important role. Thinking through the consequences of one's actions is actually harder for teens because the area controlling logical thought is not fully developed until around age 25. This is why teens often feel an intense emotional drive to act impulsively--it's how their brains are structured! Though this tendency to act without considering the outcomes can lead to problematic situations, impulsivity during the developmental years evolves because it makes teens more open to new experiences and ideas. This openness helps teens become independent adults. The key to making impulsivity work for you--instead of against you--is to train your brain by practicing pausing. This doesn't mean you stop taking risks or being open to new experiences. But you won't know if the risk is worth it until you think it through. Deciding to take a risk based on logic shows self-control, not impulsivity. What are different ways to pause? You might take a deep breath, count to 10, or ask, ""Is this worth it?"" Different strategies work for different people. Whatever works for you, keep doing it! By practicing pausing, you can actually change your brain. This means that over time, pausing, instead of immediately reacting, becomes your ""natural"" response. And with this change, people are on their way to enjoying the life rewards that come with high levels of self-control--even if they weren't natural--born pausers!"	['Push the Pause Button']
Whose photo is this?	My name is Bill. I'm an English boy. I'm in a high school. Sam is my good friend. He comes from Canada. He is 13. I'm 13, too. But we don't look the same. Miss Zhang is my English teacher. We don't know her age, but she looks young. She is not Sam's teacher. Miss Zhou is Sam's English teacher. Now please look at my photo. In the photo, Sam, Miss Zhang and I are all happy. ,.	"[""Bill's""]"
51. The officer was strict _ .	"A very strict officer was talking to some new soldiers whom he had to train. He had never seen them before, so began, ""My name is Stone, and I'm even harder than stone, so do what I tell you or there'll be trouble. Don't try any tricks with me, and then we'll get on well together."" Then he went to each soldier one after the other and asked him his name, ""Speak loudly so that everyone can hear you clearly,"" he said, ""and don't forget to call me 'sir'."" Each soldier told him name, until he came to the last one. This man remained silent, and so Captain Stone shouted at him, "" when I ask you a question, answer it! I'll ask you again: What's your name, soldier?"" The soldier was very unhappy, but at last he replied, ""My name's Stonebreaker, sir,"" he said nervously ."	['with any of his soldiers, new or old.']
